rfq_id,characteristic,error_type,predicted_value,actual_value
RFQ731-000037,binaerOpenColl_MP,FALSE_POSITIVE_OR_WRONG_VALUE,MP1,NOVALUE
RFQ731-000037,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,MN
RFQ731-000037,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,TE,GP
RFQ731-000037,devCategory,MISSED_REQUIREMENT,NOVALUE,H
RFQ731-000037,explosionApproval,MISSED_REQUIREMENT,NOVALUE,A
RFQ731-000037,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000037,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-000037,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,FUNCTIONALITY,CS1
RFQ731-000037,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-000038,binaerDigitalOpenColl_MN,MISSED_REQUIREMENT,NOVALUE,MN1
RFQ731-000038,binaerOpenColl_MP,FALSE_POSITIVE_OR_WRONG_VALUE,MP1,NOVALUE
RFQ731-000038,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-000038,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,TE,GP
RFQ731-000038,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000038,dataInterface,MISSED_REQUIREMENT,NOVALUE,HS
RFQ731-000038,explosionApproval,MISSED_REQUIREMENT,NOVALUE,A
RFQ731-000038,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000038,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,CAPABILITY,CS1
RFQ731-000038,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-000039,binaerOpenColl_MP,MISSED_REQUIREMENT,NOVALUE,MP4
RFQ731-000039,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,CN
RFQ731-000039,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,VG,WD
RFQ731-000039,dev_advMeterVerification,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000039,numberOfChannels,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000039,powerSupply,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000039,protectionArea,MISSED_REQUIREMENT,NOVALUE,N
RFQ731-000039,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-000039,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,CAPABILITY,CS2
RFQ731-000040,binaerOpenColl_MP,MISSED_REQUIREMENT,NOVALUE,MP1
RFQ731-000040,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-000040,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,TE,GP
RFQ731-000040,dataInterface,MISSED_REQUIREMENT,NOVALUE,HS
RFQ731-000040,devCategory,MISSED_REQUIREMENT,NOVALUE,H
RFQ731-000040,explosionApproval,MISSED_REQUIREMENT,NOVALUE,K
RFQ731-000040,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000040,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-000040,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,CAPABILITY,CS1
RFQ731-000040,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-000041,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-000041,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,TE,ST
RFQ731-000041,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000041,dataInterface,MISSED_REQUIREMENT,NOVALUE,HS
RFQ731-000041,devCategory,MISSED_REQUIREMENT,NOVALUE,G
RFQ731-000041,explosionApproval,MISSED_REQUIREMENT,NOVALUE,K
RFQ731-000041,numberOfChannels,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000041,powerSupply,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000041,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000041,steamApplication,MISSED_REQUIREMENT,NOVALUE,H
RFQ731-000041,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-000041,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-000042,binaerOpenColl_MP,FALSE_POSITIVE_OR_WRONG_VALUE,MP1,NOVALUE
RFQ731-000042,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-000042,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,TE,GP
RFQ731-000042,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000042,dev_advMeterVerification,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000042,dynamicGasMaster,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000042,powerSupply,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000042,protectionArea,MISSED_REQUIREMENT,NOVALUE,N
RFQ731-000042,temperaturEingaenge,FALSE_POSITIVE_OR_WRONG_VALUE,TT1,NOVALUE
RFQ731-000042,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-000043,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-000043,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000043,devCategory,FALSE_POSITIVE_OR_WRONG_VALUE,G,F
RFQ731-000043,explosionApproval,MISSED_REQUIREMENT,NOVALUE,K
RFQ731-000043,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000043,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-000044,binaerOpenColl_MP,MISSED_REQUIREMENT,NOVALUE,MP1
RFQ731-000044,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-000044,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,TE,GP
RFQ731-000044,dev_advMeterVerification,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000044,explosionApproval,MISSED_REQUIREMENT,NOVALUE,K
RFQ731-000044,powerSupply,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000044,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000044,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-000044,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-000045,binaerOpenColl_MP,MISSED_REQUIREMENT,NOVALUE,MP4
RFQ731-000045,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-000045,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,VG,WD
RFQ731-000045,powerSupply,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000045,protectionArea,MISSED_REQUIREMENT,NOVALUE,N
RFQ731-000045,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-000045,stromSchaltbar,MISSED_REQUIREMENT,NOVALUE,CS2
RFQ731-000046,binaerOpenColl_MP,MISSED_REQUIREMENT,NOVALUE,MP1
RFQ731-000046,certification,FALSE_POSITIVE_OR_WRONG_VALUE,AG,NN
RFQ731-000046,devCategory,FALSE_POSITIVE_OR_WRONG_VALUE,G,F
RFQ731-000046,explosionApproval,MISSED_REQUIREMENT,NOVALUE,A
RFQ731-000046,powerSupply,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000046,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000046,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,FUNCTIONALITY,CS1
RFQ731-000046,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-000047,binaerOpenColl_MP,MISSED_REQUIREMENT,NOVALUE,MP1
RFQ731-000047,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-000047,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,VG,GP
RFQ731-000047,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000047,dev_advMeterVerification,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000047,dynamicGasMaster,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000047,explosionApproval,MISSED_REQUIREMENT,NOVALUE,K
RFQ731-000047,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000047,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,CAPABILITY,CS1
RFQ731-000047,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-000048,certification,FALSE_POSITIVE_OR_WRONG_VALUE,AG,NN
RFQ731-000048,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,VG,ST
RFQ731-000048,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000048,explosionApproval,MISSED_REQUIREMENT,NOVALUE,K
RFQ731-000048,powerSupply,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000048,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000048,steamApplication,MISSED_REQUIREMENT,NOVALUE,N
RFQ731-000048,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-000048,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,FUNCTIONALITY,CS1
RFQ731-000049,binaerOpenColl_MP,FALSE_POSITIVE_OR_WRONG_VALUE,MP1,NOVALUE
RFQ731-000049,certification,FALSE_POSITIVE_OR_WRONG_VALUE,AG,NN
RFQ731-000049,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000049,dataInterface,MISSED_REQUIREMENT,NOVALUE,NN
RFQ731-000049,devCategory,FALSE_POSITIVE_OR_WRONG_VALUE,G,F
RFQ731-000049,dev_advMeterVerification,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000049,explosionApproval,MISSED_REQUIREMENT,NOVALUE,K
RFQ731-000049,powerSupply,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000049,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000049,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-000050,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-000050,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,VG,WD
RFQ731-000050,dev_advMeterVerification,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000050,numberOfChannels,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000050,protectionArea,MISSED_REQUIREMENT,NOVALUE,N
RFQ731-000050,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-000051,certification,FALSE_POSITIVE_OR_WRONG_VALUE,AG,NN
RFQ731-000051,dataInterface,MISSED_REQUIREMENT,NOVALUE,MT
RFQ731-000051,numberOfChannels,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000051,protectionArea,MISSED_REQUIREMENT,NOVALUE,N
RFQ731-000051,temperaturEingaenge,FALSE_POSITIVE_OR_WRONG_VALUE,TT1,TT2
RFQ731-000052,binaerOpenColl_MP,FALSE_POSITIVE_OR_WRONG_VALUE,MP1,NOVALUE
RFQ731-000052,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,MN
RFQ731-000052,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000052,dev_advMeterVerification,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000052,dynamicGasMaster,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000052,explosionApproval,MISSED_REQUIREMENT,NOVALUE,A
RFQ731-000052,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000052,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-000052,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-000053,binaerOpenColl_MP,MISSED_REQUIREMENT,NOVALUE,MP1
RFQ731-000053,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-000053,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,TE,GP
RFQ731-000053,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000053,dev_advMeterVerification,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000053,protectionArea,MISSED_REQUIREMENT,NOVALUE,N
RFQ731-000053,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-000053,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-000054,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-000054,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,TE,CA
RFQ731-000054,devCategory,MISSED_REQUIREMENT,NOVALUE,G
RFQ731-000054,dev_advMeterVerification,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000054,explosionApproval,MISSED_REQUIREMENT,NOVALUE,K
RFQ731-000054,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000054,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-000055,binaerOpenColl_MP,MISSED_REQUIREMENT,NOVALUE,MP4
RFQ731-000055,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-000055,dev_advMeterVerification,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000055,explosionApproval,MISSED_REQUIREMENT,NOVALUE,A
RFQ731-000055,powerSupply,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000055,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000055,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,CAPABILITY,CS2
RFQ731-000055,temperaturEingaenge,FALSE_POSITIVE_OR_WRONG_VALUE,TT1,TT2
RFQ731-000056,binaerOpenColl_MP,FALSE_POSITIVE_OR_WRONG_VALUE,MP1,NOVALUE
RFQ731-000056,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-000056,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,TE,ST
RFQ731-000056,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000056,devCategory,MISSED_REQUIREMENT,NOVALUE,G
RFQ731-000056,dev_advMeterVerification,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000056,explosionApproval,MISSED_REQUIREMENT,NOVALUE,F
RFQ731-000056,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000056,steamApplication,MISSED_REQUIREMENT,NOVALUE,N
RFQ731-000056,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,FUNCTIONALITY,CS1
RFQ731-000057,binaerDigitalOpenColl_MN,MISSED_REQUIREMENT,NOVALUE,MN1
RFQ731-000057,binaerOpenColl_MP,FALSE_POSITIVE_OR_WRONG_VALUE,MP1,NOVALUE
RFQ731-000057,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-000057,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,TE,GP
RFQ731-000057,explosionApproval,MISSED_REQUIREMENT,NOVALUE,F
RFQ731-000057,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000057,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,CAPABILITY,CS1
RFQ731-000057,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-000058,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-000058,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,VG,WD
RFQ731-000058,dataInterface,MISSED_REQUIREMENT,NOVALUE,HS
RFQ731-000058,dev_advMeterVerification,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000058,powerSupply,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000058,protectionArea,MISSED_REQUIREMENT,NOVALUE,N
RFQ731-000058,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-000059,binaerDigitalOpenColl_MN,MISSED_REQUIREMENT,NOVALUE,MN2
RFQ731-000059,certification,FALSE_POSITIVE_OR_WRONG_VALUE,AG,NN
RFQ731-000059,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,TE,VG
RFQ731-000059,dataInterface,MISSED_REQUIREMENT,NOVALUE,HS
RFQ731-000059,dynamicGasMaster,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000059,explosionApproval,MISSED_REQUIREMENT,NOVALUE,F
RFQ731-000059,numberOfChannels,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000059,powerSupply,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000059,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000059,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-000059,stromSchaltbar,MISSED_REQUIREMENT,NOVALUE,CS2
RFQ731-000060,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,MN
RFQ731-000060,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000060,dataInterface,MISSED_REQUIREMENT,NOVALUE,HS
RFQ731-000060,dynamicGasMaster,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000060,explosionApproval,MISSED_REQUIREMENT,NOVALUE,A
RFQ731-000060,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000060,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-000060,temperaturEingaenge,FALSE_POSITIVE_OR_WRONG_VALUE,TT1,NOVALUE
RFQ731-000060,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-000061,binaerOpenColl_MP,FALSE_POSITIVE_OR_WRONG_VALUE,MP1,NOVALUE
RFQ731-000061,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,MN
RFQ731-000061,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,TE,GP
RFQ731-000061,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000061,explosionApproval,MISSED_REQUIREMENT,NOVALUE,A
RFQ731-000061,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000061,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-000061,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,FUNCTIONALITY,CS1
RFQ731-000061,temperaturEingaenge,FALSE_POSITIVE_OR_WRONG_VALUE,TT1,NOVALUE
RFQ731-000061,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-000062,binaerDigitalOpenColl_MN,MISSED_REQUIREMENT,NOVALUE,MN4
RFQ731-000062,certification,FALSE_POSITIVE_OR_WRONG_VALUE,AG,NN
RFQ731-000062,dataInterface,MISSED_REQUIREMENT,NOVALUE,MT
RFQ731-000062,explosionApproval,MISSED_REQUIREMENT,NOVALUE,F
RFQ731-000062,numberOfChannels,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000062,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000062,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,CAPABILITY,CS2
RFQ731-000062,temperaturEingaenge,FALSE_POSITIVE_OR_WRONG_VALUE,TT1,TT2
RFQ731-000063,certification,FALSE_POSITIVE_OR_WRONG_VALUE,AG,NN
RFQ731-000063,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,TE,GP
RFQ731-000063,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000063,explosionApproval,MISSED_REQUIREMENT,NOVALUE,K
RFQ731-000063,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000063,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,CAPABILITY,CS1
RFQ731-000063,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-000064,binaerDigitalOpenColl_MN,MISSED_REQUIREMENT,NOVALUE,MN2
RFQ731-000064,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-000064,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,VG,PW
RFQ731-000064,dataInterface,MISSED_REQUIREMENT,NOVALUE,MR
RFQ731-000064,dev_advMeterVerification,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000064,explosionApproval,MISSED_REQUIREMENT,NOVALUE,F
RFQ731-000064,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000064,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,CAPABILITY,CS1
RFQ731-000065,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-000065,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000065,dev_advMeterVerification,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000065,protectionArea,MISSED_REQUIREMENT,NOVALUE,N
RFQ731-000065,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-000065,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-000066,binaerDigitalOpenColl_MN,MISSED_REQUIREMENT,NOVALUE,MN4
RFQ731-000066,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-000066,dataInterface,MISSED_REQUIREMENT,NOVALUE,PA
RFQ731-000066,dev_advMeterVerification,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000066,explosionApproval,MISSED_REQUIREMENT,NOVALUE,F
RFQ731-000066,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000066,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,CAPABILITY,CS2
RFQ731-000066,temperaturEingaenge,FALSE_POSITIVE_OR_WRONG_VALUE,TT1,TT2
RFQ731-000067,binaerOpenColl_MP,FALSE_POSITIVE_OR_WRONG_VALUE,MP1,NOVALUE
RFQ731-000067,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-000067,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,TE,GP
RFQ731-000067,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000067,protectionArea,MISSED_REQUIREMENT,NOVALUE,N
RFQ731-000067,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-000067,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,CAPABILITY,CS1
RFQ731-000067,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-000068,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-000068,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,VG,GP
RFQ731-000068,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000068,dev_advMeterVerification,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000068,dynamicGasMaster,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000068,explosionApproval,MISSED_REQUIREMENT,NOVALUE,A
RFQ731-000068,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000068,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-000069,certification,FALSE_POSITIVE_OR_WRONG_VALUE,AG,NN
RFQ731-000069,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,TE,GP
RFQ731-000069,dataInterface,MISSED_REQUIREMENT,NOVALUE,HS
RFQ731-000069,devCategory,MISSED_REQUIREMENT,NOVALUE,H
RFQ731-000069,explosionApproval,MISSED_REQUIREMENT,NOVALUE,K
RFQ731-000069,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000069,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-000069,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-000070,certification,FALSE_POSITIVE_OR_WRONG_VALUE,AG,NN
RFQ731-000070,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,TE,GP
RFQ731-000070,devCategory,MISSED_REQUIREMENT,NOVALUE,H
RFQ731-000070,protectionArea,MISSED_REQUIREMENT,NOVALUE,N
RFQ731-000070,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-000070,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,CAPABILITY,CS1
RFQ731-000070,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-000071,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-000071,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,TE,CA
RFQ731-000071,dataInterface,MISSED_REQUIREMENT,NOVALUE,HS
RFQ731-000071,devCategory,MISSED_REQUIREMENT,NOVALUE,G
RFQ731-000071,dev_advMeterVerification,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000071,explosionApproval,MISSED_REQUIREMENT,NOVALUE,F
RFQ731-000071,numberOfChannels,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000071,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000071,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-000072,binaerOpenColl_MP,FALSE_POSITIVE_OR_WRONG_VALUE,MP1,NOVALUE
RFQ731-000072,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-000072,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,VG,GP
RFQ731-000072,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000072,dev_advMeterVerification,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000072,dynamicGasMaster,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000072,explosionApproval,MISSED_REQUIREMENT,NOVALUE,N
RFQ731-000072,protectionArea,MISSED_REQUIREMENT,NOVALUE,N
RFQ731-000072,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-000072,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-000073,binaerOpenColl_MP,FALSE_POSITIVE_OR_WRONG_VALUE,MP1,NOVALUE
RFQ731-000073,certification,FALSE_POSITIVE_OR_WRONG_VALUE,AG,NN
RFQ731-000073,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,VG,GP
RFQ731-000073,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000073,explosionApproval,MISSED_REQUIREMENT,NOVALUE,F
RFQ731-000073,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000073,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,CAPABILITY,CS1
RFQ731-000073,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-000074,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-000074,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,TE,ST
RFQ731-000074,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000074,dataInterface,MISSED_REQUIREMENT,NOVALUE,HS
RFQ731-000074,devCategory,MISSED_REQUIREMENT,NOVALUE,G
RFQ731-000074,dev_advMeterVerification,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000074,explosionApproval,MISSED_REQUIREMENT,NOVALUE,K
RFQ731-000074,powerSupply,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000074,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000074,steamApplication,MISSED_REQUIREMENT,NOVALUE,N
RFQ731-000074,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-000075,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,MN
RFQ731-000075,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000075,dataInterface,MISSED_REQUIREMENT,NOVALUE,HS
RFQ731-000075,devCategory,FALSE_POSITIVE_OR_WRONG_VALUE,G,F
