rfq_id,sentence_index,characteristic,internal_value,confidence,characteristic_phrase,value_phrase,source_sentence,v4_threshold,v4_decision
RFQ731-000013,7,protectionArea,2,3.5666666666666678,installation in a protected hazardous area,installation in a protected hazardous area,We require installation in a protected hazardous area.,1.3,ACCEPT
RFQ731-000013,10,stromEingaenge,IS1,1.7858455882352944,requires one current input,requires one current input,The application requires one current input.,1.5,ACCEPT
RFQ731-000013,13,temperaturEingaenge,TT1,1.3312499999999998,available we would like advanced,available we would like advanced,"Where available, we would like advanced low-temperature measurement capability.",1.2,ACCEPT
RFQ731-000013,13,waveInjector,FWI,1.5625,available we would like advanced,available we would like advanced,"Where available, we would like advanced low-temperature measurement capability.",1.2,ACCEPT
RFQ731-000014,12,binaerDigitalOpenColl_MN,MN1,2.0470588235294125,we require digital signal input,we require digital signal input,We require digital signal input capability.,1.4,ACCEPT
RFQ731-000014,12,binaerOpenColl_MP,MP1,1.354166666666667,digital signal input,digital signal input,We require digital signal input capability.,1.2,ACCEPT
RFQ731-000014,9,certification,NN,1.6975609756097567,must provide standard certification documentation,must provide standard certification documentation,The proposed solution must provide standard certification documentation.,0.3,ACCEPT
RFQ731-000014,3,characteristic,GP,1.6975609756097567,must provide standard process configuration,must provide standard process configuration,The proposed solution must provide standard process configuration.,1.3,ACCEPT
RFQ731-000014,16,customUserFluid,1,1.741176470588235,if possible please provide custom,if possible please provide custom,"If possible, please provide custom fluid configuration.",1.3,ACCEPT
RFQ731-000014,10,dataInterface,NN,2.379074074074074,standard communication interface as,standard communication interface as,Please consider the standard communication interface as a preferred option.,1.3,ACCEPT
RFQ731-000014,15,devCategory,G,1.2649739583333337,dynamic gas measurement functionality,dynamic gas measurement functionality,The application requires dynamic gas measurement functionality.,0.9,ACCEPT
RFQ731-000014,14,dev_advMeterVerification,1,2.0470588235294125,we require advanced verification functionality,we require advanced verification functionality,We require advanced verification functionality.,1.5,ACCEPT
RFQ731-000014,15,dynamicGasMaster,1,1.2649739583333337,dynamic gas measurement functionality,dynamic gas measurement functionality,The application requires dynamic gas measurement functionality.,1.1,ACCEPT
RFQ731-000014,8,explosionApproval,A,1.6975609756097567,operation in a hazardous area,operation in a hazardous area,The proposed solution must provide operation in a hazardous area with the applicable protection requirements.,1.5,ACCEPT
RFQ731-000014,7,explosionApproval,K,1.691176470588235,explosionapproval configuration,explosionapproval configuration,The equipment is required to support the required explosionApproval configuration.,1.5,ACCEPT
RFQ731-000014,4,housing,ST,2.7777777777777777,we would prefer stainless-steel enclosure,we would prefer stainless-steel enclosure,We would prefer stainless-steel enclosure.,0.2,ACCEPT
RFQ731-000014,6,numberOfChannels,1,1.3224000000000005,we would like one measurement,we would like one measurement,"Where available, we would like one measurement channel.",1.1,ACCEPT
RFQ731-000014,5,powerSupply,1,1.6975609756097567,we require standard power supply,we require standard power supply,We require standard power supply.,1.5,ACCEPT
RFQ731-000014,8,protectionArea,2,1.6975609756097567,operation in a hazardous area,operation in a hazardous area,The proposed solution must provide operation in a hazardous area with the applicable protection requirements.,1.3,ACCEPT
RFQ731-000014,6,stromEingaenge,IS1,1.5625,available we would like one,available we would like one,"Where available, we would like one measurement channel.",1.5,ACCEPT
RFQ731-000014,11,temperaturEingaenge,TT1,1.8292682926829271,available we would like temperature,available we would like temperature,"Where available, we would like temperature measurement capability.",1.2,ACCEPT
RFQ731-000014,13,waveInjector,FWI,2.7,enhanced measurement capability for demanding applications,enhanced measurement capability for demanding applications,"Where available, we would like enhanced measurement capability for demanding applications.",1.2,ACCEPT
RFQ731-000015,13,binaerOpenColl_MP,MP1,1.241869918699187,an open-collector input,an open-collector input,"If possible, please provide an open-collector input capability.",1.2,ACCEPT
RFQ731-000015,9,certification,NN,1.6975609756097567,must provide standard certification documentation,must provide standard certification documentation,The proposed solution must provide standard certification documentation.,0.3,ACCEPT
RFQ731-000015,3,characteristic,GP,1.4024390243902445,general-purpose configuration,general-purpose configuration,The equipment is required to support general-purpose configuration.,1.3,ACCEPT
RFQ731-000015,16,customUserFluid,1,1.741176470588235,if possible please provide custom,if possible please provide custom,"If possible, please provide custom fluid configuration.",1.3,ACCEPT
RFQ731-000015,15,dev_advMeterVerification,1,2.2058823529411766,we would prefer advanced verification,we would prefer advanced verification,We would prefer advanced verification functionality.,1.5,ACCEPT
RFQ731-000015,8,explosionApproval,A,1.6975609756097567,operation in a hazardous area,operation in a hazardous area,The equipment is required to support operation in a hazardous area with the applicable protection requirements.,1.5,ACCEPT
RFQ731-000015,7,explosionApproval,K,1.691176470588235,explosionapproval configuration,explosionapproval configuration,"If possible, please provide the required explosionApproval configuration.",1.5,ACCEPT
RFQ731-000015,10,housing,ST,2.7777777777777777,maintenance personnel would benefit from,maintenance personnel would benefit from,Maintenance personnel would benefit from convenient commissioning and diagnostic access.,0.2,ACCEPT
RFQ731-000015,6,numberOfChannels,1,1.4393382352941178,must provide a single,must provide a single,The proposed solution must provide a single measurement channel.,1.1,ACCEPT
RFQ731-000015,5,powerSupply,1,1.6975609756097567,like the standard electrical supply,like the standard electrical supply,"Where available, we would like the standard electrical supply option.",1.5,ACCEPT
RFQ731-000015,8,protectionArea,2,1.6975609756097567,operation in a hazardous area,operation in a hazardous area,The equipment is required to support operation in a hazardous area with the applicable protection requirements.,1.3,ACCEPT
RFQ731-000015,11,stromEingaenge,IS1,2.2058823529411766,consider one current input as,consider one current input as,Please consider one current input as a preferred option.,1.5,ACCEPT
RFQ731-000015,12,temperaturEingaenge,TT1,1.7858455882352944,we require one temperature,we require one temperature,We require one temperature measurement input.,1.2,ACCEPT
RFQ731-000015,14,waveInjector,FWI,2.7,enhanced measurement capability for demanding applications,enhanced measurement capability for demanding applications,We require enhanced measurement capability for demanding applications.,1.2,ACCEPT
RFQ731-000016,12,binaerOpenColl_MP,MP1,1.5753365853658543,we would like an open-collector,we would like an open-collector,"Where available, we would like an open-collector input capability.",1.2,ACCEPT
RFQ731-000016,9,certification,NN,1.6975609756097567,we require standard certification documentation,we require standard certification documentation,We require standard certification documentation.,0.3,ACCEPT
RFQ731-000016,3,characteristic,GP,1.4809451219512195,must provide general-purpose configuration,must provide general-purpose configuration,The proposed solution must provide general-purpose configuration.,1.3,ACCEPT
RFQ731-000016,15,customUserFluid,1,2.0470588235294125,we require custom fluid configuration,we require custom fluid configuration,We require custom fluid configuration.,1.3,ACCEPT
RFQ731-000016,10,dataInterface,NN,1.691176470588235,standard communication,standard communication,The equipment is required to support standard communication capability.,1.3,ACCEPT
RFQ731-000016,14,dynamicGasMaster,1,1.2649739583333337,dynamic gas measurement functionality,dynamic gas measurement functionality,We would prefer dynamic gas measurement functionality.,1.1,ACCEPT
RFQ731-000016,7,explosionApproval,N,2.0470588235294125,does not require hazardous-area approval,does not require hazardous-area approval,The equipment is required to support the installation does not require hazardous-area approval.,1.5,ACCEPT
RFQ731-000016,16,housing,ST,2.7777777777777777,expected delivery lead time validity,expected delivery lead time validity,"Please include pricing, expected delivery lead time, validity of the quotation, and any relevant technical documentation with your offer.",0.2,ACCEPT
RFQ731-000016,6,numberOfChannels,1,1.4393382352941178,we require a single,we require a single,We require a single measurement channel.,1.1,ACCEPT
