rfq_id,true_configuration_id,recommended_configuration_id,true_package,recommended_package,top1_score,top1_matches,top1_contradictions,top1_coverage,true_rank,requirements_used
RFQ731-000189,CFG731_956456fc074ebc5a,CFG731_a9f22ebc14287e5d,F731PW,F731PW,37.8,9,0,0.9,4,10
RFQ731-000190,CFG731_d2a75fda6f761c1b,CFG731_d2a75fda6f761c1b,G731CA,G731CA,51.857142857142854,13,0,0.9285714285714286,1,14
RFQ731-000191,CFG731_b1196e0942d6104e,CFG731_67704f1a817ad4cd,x731,x731,42.84615384615385,12,1,0.9230769230769231,3,13
RFQ731-000192,CFG731_d97c333965654bd3,CFG731_b97ce0f180acf155,G731CA,G731CA,37.833333333333336,11,1,0.9166666666666666,2,12
RFQ731-000193,CFG731_9e44a82e6c1db982,CFG731_49cd4cbef1081333,G731ST-LT,G731ST-LT,41.714285714285715,12,1,0.8571428571428571,11,14
RFQ731-000194,CFG731_1490cd30a236283e,CFG731_e5a85c19cf4647dd,x731,x731,46.857142857142854,13,1,0.9285714285714286,10,14
RFQ731-000195,CFG731_75b93da9dd9b0316,CFG731_6f8c15548921e4c2,x731,x731,48.0,12,0,1.0,23,12
RFQ731-000196,CFG731_260c36430f7c2d03,CFG731_14299a2a74e42d7f,x731,x731,47.0,12,0,1.0,3,12
RFQ731-000197,CFG731_59f73311cf3c5679,CFG731_9fcbfc87f6f15988,x731,x731,55.75,14,0,0.875,17,16
RFQ731-000198,CFG731_8c50542218db5cb0,CFG731_8c50542218db5cb0,x731,x731,54.76470588235294,15,1,0.8823529411764706,1,17
RFQ731-000199,CFG731_da6b811731deb07d,CFG731_32b4b1ec4513af66,G731ST-LT,G731ST-LT,43.0,11,0,1.0,27,11
RFQ731-000200,CFG731_140a9819128d92da,CFG731_140a9819128d92da,x731,x731,55.86666666666667,14,0,0.9333333333333333,1,15
RFQ731-000201,CFG731_a4b44df449e9d78d,CFG731_b1693ef6b18686ac,x731,x731,59.0,15,0,1.0,2,15
RFQ731-000202,CFG731_7f6c0412b6d497fb,CFG731_2e57977cf2dd500a,x731,x731,55.875,15,0,0.9375,53,16
RFQ731-000203,CFG731_e489ae1a5426e276,CFG731_e2d64e127f97296d,G731ST-HT,G731ST-HT,49.75,14,1,0.875,4,16
RFQ731-000204,CFG731_344778a042931752,CFG731_54559f782190a122,F731TE,F731TE,31.636363636363637,9,1,0.8181818181818182,3,11
RFQ731-000205,CFG731_038a2660d5cee54f,CFG731_038a2660d5cee54f,x731,x731,54.86666666666667,14,0,0.9333333333333333,1,15
RFQ731-000206,CFG731_6e096e946540ab4e,CFG731_f87794e7a98d0b11,x731,x731,62.0,16,0,1.0,2,16
RFQ731-000207,CFG731_8b8ba7e2341f1295,CFG731_07fb816f7dc25bc8,F731TE,F731TE,37.833333333333336,11,1,0.9166666666666666,3,12
RFQ731-000208,CFG731_92efd7a3c43da152,CFG731_a9f22ebc14287e5d,F731PW,F731PW,31.5,9,1,0.75,7,12
RFQ731-000209,CFG731_23aa00a5306a83b2,CFG731_1f978c234895178c,x731,x731,48.86666666666667,14,1,0.9333333333333333,22,15
RFQ731-000210,CFG731_819cb4e76943eca6,CFG731_819cb4e76943eca6,F731WD_DualChannel,F731WD_DualChannel,38.57142857142857,11,1,0.7857142857142857,1,14
RFQ731-000211,CFG731_ee8e327bbb737abf,CFG731_6357400dd5c2804a,F731WD_SingleChannel,F731WD_SingleChannel,35.63636363636363,9,0,0.8181818181818182,5,11
RFQ731-000212,CFG731_09db81b4dee54f57,CFG731_75466cb810218a66,x731,x731,49.0,12,0,1.0,4,12
RFQ731-000213,CFG731_c42374cc9dea3494,CFG731_9db378257f9cf6a7,x731,x731,44.733333333333334,13,1,0.8666666666666667,4,15
RFQ731-000214,CFG731_b97ce0f180acf155,CFG731_b97ce0f180acf155,G731CA,G731CA,52.857142857142854,13,0,0.9285714285714286,1,14
RFQ731-000215,CFG731_5bfe9492c76587ec,CFG731_b97ce0f180acf155,G731CA,G731CA,42.714285714285715,12,1,0.8571428571428571,9,14
RFQ731-000216,CFG731_da5f98932a1c6afd,CFG731_7822370b42865359,x731,x731,55.0,14,0,1.0,5,14
RFQ731-000217,CFG731_92efd7a3c43da152,CFG731_a9f22ebc14287e5d,F731PW,F731PW,35.5,9,0,0.75,14,12
RFQ731-000218,CFG731_ef7dc9987c0ff289,CFG731_086adbe1d654b214,x731,x731,50.0,13,0,1.0,3,13
RFQ731-000219,CFG731_b27467571d893d92,CFG731_574aa7a29f75cd60,F731TE,F731TE,38.0,9,0,1.0,2,9
RFQ731-000220,CFG731_6e27958dc8215006,CFG731_6e27958dc8215006,x731,x731,60.875,15,0,0.9375,1,16
RFQ731-000221,CFG731_d8c69b7395beabbb,CFG731_d8c69b7395beabbb,F731TE,F731TE,35.81818181818182,10,1,0.9090909090909091,1,11
RFQ731-000222,CFG731_917fc613cc9bf56a,CFG731_7ffc09802c7b60bf,x731,x731,53.875,15,1,0.9375,9,16
RFQ731-000223,CFG731_fcc72e9951376cf3,CFG731_076cad91966d4c34,G731ST-HT,G731ST-HT,54.0,14,0,1.0,16,14
RFQ731-000224,CFG731_192157d53112de14,CFG731_3b2a32abbf148ca1,x731,x731,56.0,14,0,1.0,14,14
RFQ731-000225,CFG731_344778a042931752,CFG731_54559f782190a122,F731TE,F731TE,30.636363636363637,9,1,0.8181818181818182,3,11
RFQ731-000226,CFG731_48a4e554ffcf39e6,CFG731_214b093bf98ca9ef,x731,x731,54.75,14,0,0.875,57,16
RFQ731-000227,CFG731_9a5bfa9148a9b604,CFG731_6b5f6983490bc595,x731,x731,48.0,12,0,1.0,88,12
RFQ731-000228,CFG731_49cd4cbef1081333,CFG731_49cd4cbef1081333,G731ST-LT,G731ST-LT,48.0,12,0,1.0,1,12
RFQ731-000229,CFG731_cc64ce3eaedacb17,CFG731_0e146b48e4ed8b98,G731ST-LT,G731ST-LT,46.857142857142854,13,1,0.9285714285714286,3,14
RFQ731-000230,CFG731_0738cd529389f266,CFG731_0738cd529389f266,G731CA,G731CA,51.857142857142854,13,0,0.9285714285714286,1,14
RFQ731-000231,CFG731_8e2d07b105a096f1,CFG731_782675d8823078bc,x731,x731,51.76470588235294,15,1,0.8823529411764706,7,17
RFQ731-000232,CFG731_b5710e5f11e2cbc2,CFG731_4aa7d46b9cfa7d7b,G731ST-HT,G731ST-HT,45.733333333333334,13,1,0.8666666666666667,22,15
RFQ731-000233,CFG731_f9b0b8723f7e8c60,CFG731_2d0a81ff4ec49480,x731,x731,48.75,14,1,0.875,3,16
RFQ731-000234,CFG731_31c4aded40f9387f,CFG731_31c4aded40f9387f,x731,x731,55.0,14,0,1.0,1,14
RFQ731-000235,CFG731_50a4a25852666336,CFG731_d124ccffa669c3a2,G731ST-LT,G731ST-LT,56.0,14,0,1.0,3,14
RFQ731-000236,CFG731_691a8f2ff165671d,CFG731_691a8f2ff165671d,G731CA,G731CA,44.0,11,0,1.0,1,11
RFQ731-000237,CFG731_bd00839e452c6958,CFG731_26a55fc6510692e1,x731,x731,51.0,13,0,1.0,5,13
RFQ731-000238,CFG731_8153d67c519453a2,CFG731_0fbee36816b7af98,x731,x731,55.875,15,0,0.9375,4,16
RFQ731-000239,CFG731_613ed23f00a94a96,CFG731_10085782ed0991cf,G731ST-LT,G731ST-LT,55.86666666666667,14,0,0.9333333333333333,2,15
RFQ731-000240,CFG731_8da1da530d6ae54d,CFG731_7882c72c21497015,G731ST-LT,G731ST-LT,50.0,13,0,1.0,2,13
RFQ731-000241,CFG731_c821f5044ae6d2ab,CFG731_abcee67081353f16,x731,x731,54.86666666666667,14,0,0.9333333333333333,7,15
RFQ731-000242,CFG731_7afa5501026394f9,CFG731_6526112621a9ee97,x731,x731,37.833333333333336,11,1,0.9166666666666666,25,12
RFQ731-000243,CFG731_608c0251ef380592,CFG731_e8f6cbe0006a0957,x731,x731,40.714285714285715,12,1,0.8571428571428571,2,14
RFQ731-000244,CFG731_5a14e01af9745dda,CFG731_8d07e19298d09d34,x731,x731,39.84615384615385,12,1,0.9230769230769231,4,13
RFQ731-000245,CFG731_f235f4dd7693c885,CFG731_2aca30183aab25a9,G731CA,G731CA,47.84615384615385,12,0,0.9230769230769231,2,13
RFQ731-000246,CFG731_4772bedc40328ae2,CFG731_d432b6fd40e9e78c,G731ST-LT,G731ST-LT,49.0,12,0,1.0,2,12
RFQ731-000247,CFG731_86a2340212c01d2a,CFG731_e2d64e127f97296d,G731ST-HT,G731ST-HT,48.84615384615385,12,0,0.9230769230769231,56,13
RFQ731-000248,CFG731_25c733523f45b8a2,CFG731_3611bb1fba248e38,x731,x731,47.86666666666667,14,1,0.9333333333333333,13,15
RFQ731-000249,CFG731_edd62f5541be2bb0,CFG731_6b36d25fda044bf5,x731,x731,45.857142857142854,13,1,0.9285714285714286,4,14
RFQ731-000250,CFG731_0e3baae8e946721c,CFG731_de1ec1b96e1e485e,x731,x731,48.75,14,1,0.875,37,16
RFQ731-000251,CFG731_579057193c092394,CFG731_579057193c092394,x731,x731,56.0,14,0,1.0,1,14
RFQ731-000252,CFG731_bb5aee8a4ae4203d,CFG731_c3481d11b658e1e9,x731,x731,45.857142857142854,13,1,0.9285714285714286,16,14
RFQ731-000253,CFG731_3399b9d467bfc71a,CFG731_3399b9d467bfc71a,x731,x731,53.0,14,0,1.0,1,14
RFQ731-000254,CFG731_ff3460f478ef969b,CFG731_8d2d91c46ccfb471,x731,x731,52.76470588235294,15,1,0.8823529411764706,2,17
RFQ731-000255,CFG731_1243cfc726284db9,CFG731_140a9819128d92da,x731,x731,43.857142857142854,13,1,0.9285714285714286,11,14
RFQ731-000256,CFG731_a56f1437a0b4ca31,CFG731_a3b03637ed22317c,G731ST-HT,G731ST-HT,48.75,14,1,0.875,3,16
RFQ731-000257,CFG731_f3a077220d123b51,CFG731_3b2a32abbf148ca1,x731,x731,48.86666666666667,14,1,0.9333333333333333,6,15
RFQ731-000258,CFG731_920bf82480de0a61,CFG731_bbffb73f3dff6787,G731ST-HT,G731ST-HT,46.86666666666667,14,1,0.9333333333333333,7,15
RFQ731-000259,CFG731_7630270d2245c283,CFG731_9e4fccece4d272d3,x731,x731,60.0,15,0,1.0,62,15
RFQ731-000260,CFG731_de5e29fe1f740f3e,CFG731_8c50542218db5cb0,x731,x731,48.86666666666667,14,1,0.9333333333333333,4,15
RFQ731-000261,CFG731_b757671ab14f2876,CFG731_3662a471d9ce3167,x731,x731,59.875,15,0,0.9375,2,16
RFQ731-000262,CFG731_f84558a188ec14c0,CFG731_40e06ca56bd88fa1,x731,x731,46.0,12,0,1.0,4,12
RFQ731-000263,CFG731_a40ab19ad6671fbe,CFG731_a40ab19ad6671fbe,G731ST-LT,G731ST-LT,55.76470588235294,15,1,0.8823529411764706,1,17
RFQ731-000264,CFG731_567b2aa90592cf41,CFG731_ce4c7976fe8fc47b,x731,x731,48.84615384615385,12,0,0.9230769230769231,30,13
RFQ731-000265,CFG731_455da2f832a6b66d,CFG731_996314000fcfec4b,G731ST-LT,G731ST-LT,59.0,15,0,1.0,4,15
RFQ731-000266,CFG731_da5f98932a1c6afd,CFG731_da5f98932a1c6afd,x731,x731,45.733333333333334,13,1,0.8666666666666667,1,15
RFQ731-000267,CFG731_a38141e3f47b5259,CFG731_8d07e19298d09d34,x731,x731,42.84615384615385,12,1,0.9230769230769231,11,13
RFQ731-000268,CFG731_d3ce57e5727e1d4a,CFG731_54b63f2628adfc32,x731,x731,56.0,14,0,1.0,3,14
RFQ731-000269,CFG731_4dd88391f253d6d5,CFG731_e8e7b7513a5c9544,x731,x731,43.75,14,2,0.875,3,16
RFQ731-000270,CFG731_a4610f5f38e7d946,CFG731_a4610f5f38e7d946,F731WD_DualChannel,F731WD_DualChannel,51.733333333333334,13,0,0.8666666666666667,1,15
RFQ731-000271,CFG731_92efd7a3c43da152,CFG731_a9f22ebc14287e5d,F731PW,F731PW,29.636363636363637,9,1,0.8181818181818182,7,11
RFQ731-000272,CFG731_11a99741e1f7cce9,CFG731_5e61ce3b60d15e11,x731,x731,39.84615384615385,12,1,0.9230769230769231,39,13
RFQ731-000273,CFG731_70576b93aef3bc09,CFG731_2e57977cf2dd500a,x731,x731,38.625,13,2,0.8125,26,16
RFQ731-000274,CFG731_ef2da8cd513b19be,CFG731_f2f3c932d1048d8d,x731,x731,44.733333333333334,13,1,0.8666666666666667,3,15
RFQ731-000275,CFG731_a4610f5f38e7d946,CFG731_a4610f5f38e7d946,F731WD_DualChannel,F731WD_DualChannel,49.0,12,0,1.0,1,12
RFQ731-000276,CFG731_bd3c08ff576a8cab,CFG731_4772bedc40328ae2,G731ST-LT,G731ST-LT,53.0,13,0,1.0,3,13
RFQ731-000277,CFG731_d6304b0cfae9a548,CFG731_aa082226d44cd876,x731,x731,48.75,14,1,0.875,16,16
RFQ731-000278,CFG731_88a813121973f952,CFG731_e049618b920d59b6,x731,x731,53.76470588235294,15,1,0.8823529411764706,5,17
RFQ731-000279,CFG731_353333bad447dbef,CFG731_353333bad447dbef,x731,x731,51.86666666666667,14,1,0.9333333333333333,1,15
RFQ731-000280,CFG731_a8031a74f6d1710d,CFG731_e2d64e127f97296d,G731ST-HT,G731ST-HT,51.733333333333334,13,0,0.8666666666666667,9,15
RFQ731-000281,CFG731_54559f782190a122,CFG731_54559f782190a122,F731TE,F731TE,41.84615384615385,12,1,0.9230769230769231,1,13
RFQ731-000282,CFG731_bfee42801e80594e,CFG731_31b475abe3d16a99,x731,x731,50.75,14,1,0.875,16,16
RFQ731-000283,CFG731_bc9146cb8459e9c2,CFG731_0fdf5c36c9c41e69,G731ST-LT,G731ST-LT,48.75,14,1,0.875,16,16
RFQ731-000284,CFG731_5076f1c2c0488d0e,CFG731_cd1c2b236ffda331,F731WD_DualChannel,F731WD_DualChannel,26.77777777777778,8,1,0.8888888888888888,2,9
RFQ731-000285,CFG731_31b82ee906484bbd,CFG731_357a7724550c556f,x731,x731,56.0,14,0,1.0,4,14
RFQ731-000286,CFG731_bbffb73f3dff6787,CFG731_bbffb73f3dff6787,G731ST-HT,G731ST-HT,52.76470588235294,15,1,0.8823529411764706,1,17
RFQ731-000287,CFG731_c9498cf6f4410d44,CFG731_cb9d6c11077bd307,x731,x731,49.86666666666667,14,1,0.9333333333333333,110,15
RFQ731-000288,CFG731_395f3e5588a2c3c0,CFG731_0fdf5c36c9c41e69,G731ST-LT,G731ST-LT,46.857142857142854,13,1,0.9285714285714286,4,14
RFQ731-000289,CFG731_935bc110c01e9e85,CFG731_33fed5318b1a4f2f,x731,x731,39.84615384615385,12,1,0.9230769230769231,3,13
RFQ731-000290,CFG731_8c429238b2628537,CFG731_3b2a32abbf148ca1,x731,x731,55.88235294117647,16,1,0.9411764705882353,2,17
RFQ731-000291,CFG731_3d8c1bbc0ef4249a,CFG731_07fb816f7dc25bc8,F731TE,F731TE,38.833333333333336,11,1,0.9166666666666666,2,12
RFQ731-000292,CFG731_aa082226d44cd876,CFG731_aa082226d44cd876,x731,x731,64.88235294117646,16,0,0.9411764705882353,1,17
RFQ731-000293,CFG731_04bb9195f752ca8c,CFG731_9db378257f9cf6a7,x731,x731,47.0,12,0,1.0,2,12
RFQ731-000294,CFG731_8b9239fd1c516750,CFG731_27b6b45b43224be7,x731,x731,40.714285714285715,12,1,0.8571428571428571,9,14
RFQ731-000295,CFG731_da5f98932a1c6afd,CFG731_8d07e19298d09d34,x731,x731,43.625,13,1,0.8125,15,16
RFQ731-000296,CFG731_67751271582e3c57,CFG731_67751271582e3c57,x731,x731,46.86666666666667,14,1,0.9333333333333333,1,15
RFQ731-000297,CFG731_817824ee3a762453,CFG731_817824ee3a762453,G731CA,G731CA,55.0,14,0,1.0,1,14
RFQ731-000298,CFG731_4138a046f10b4aa8,CFG731_4346df46838fd57e,x731,x731,51.875,15,1,0.9375,6,16
RFQ731-000299,CFG731_845802fc60449063,CFG731_ae2e4cfccaff4f50,G731ST-LT,G731ST-LT,46.0,11,0,1.0,7,11
RFQ731-000300,CFG731_cc9ac35e4d9a1854,CFG731_cc9ac35e4d9a1854,G731ST-HT,G731ST-HT,55.86666666666667,14,0,0.9333333333333333,1,15
RFQ731-000301,CFG731_d8843ca5e91f93ae,CFG731_91e51485b56960b2,x731,x731,49.0,12,0,1.0,57,12
RFQ731-000302,CFG731_b7c1a02b25610507,CFG731_07fb816f7dc25bc8,F731TE,F731TE,29.636363636363637,9,1,0.8181818181818182,9,11
RFQ731-000303,CFG731_8216171cc39f78aa,CFG731_5e61ce3b60d15e11,x731,x731,62.0,16,0,1.0,2,16
RFQ731-000304,CFG731_fab0d81b6a0ca4e0,CFG731_288e4c99b4e02895,G731ST-HT,G731ST-HT,45.0,11,0,1.0,12,11
RFQ731-000305,CFG731_f030e97d69c5c359,CFG731_f1355b6f00fd7f67,x731,x731,40.714285714285715,12,1,0.8571428571428571,2,14
RFQ731-000306,CFG731_a288340143e53b7f,CFG731_a288340143e53b7f,G731ST-HT,G731ST-HT,53.86666666666667,14,0,0.9333333333333333,1,15
RFQ731-000307,CFG731_11c93eca01984a14,CFG731_11c93eca01984a14,F731WD_SingleChannel,F731WD_SingleChannel,33.53846153846154,10,1,0.7692307692307693,1,13
RFQ731-000308,CFG731_903051672b581bab,CFG731_32b4b1ec4513af66,G731ST-LT,G731ST-LT,51.857142857142854,13,0,0.9285714285714286,5,14
RFQ731-000309,CFG731_4aa7d46b9cfa7d7b,CFG731_4aa7d46b9cfa7d7b,G731ST-HT,G731ST-HT,53.76470588235294,15,1,0.8823529411764706,1,17
RFQ731-000310,CFG731_fbf2539ea471ea5b,CFG731_32b4b1ec4513af66,G731ST-LT,G731ST-LT,57.875,15,0,0.9375,2,16
RFQ731-000311,CFG731_f1291711f7901d90,CFG731_5e61ce3b60d15e11,x731,x731,44.75,14,2,0.875,11,16
RFQ731-000312,CFG731_75b377161674dea1,CFG731_fa063863b8688588,x731,x731,34.81818181818182,10,1,0.9090909090909091,11,11
RFQ731-000313,CFG731_646d8903da63e1f0,CFG731_c32627af59ba1526,G731ST-HT,G731ST-HT,49.857142857142854,13,0,0.9285714285714286,46,14
RFQ731-000314,CFG731_a4339f07d181d686,CFG731_a4339f07d181d686,x731,x731,62.88235294117647,16,0,0.9411764705882353,1,17
RFQ731-000315,CFG731_7bb3a18bcb60bab4,CFG731_6bdadac99b2f7b39,x731,x731,36.833333333333336,11,1,0.9166666666666666,34,12
RFQ731-000316,CFG731_e85a7fcdd0521e90,CFG731_2aca30183aab25a9,G731CA,G731CA,46.84615384615385,12,0,0.9230769230769231,10,13
RFQ731-000317,CFG731_845802fc60449063,CFG731_ae2e4cfccaff4f50,G731ST-LT,G731ST-LT,43.833333333333336,11,0,0.9166666666666666,7,12
RFQ731-000318,CFG731_6204dd6ea742eb13,CFG731_1cbb464ec15ba84f,x731,x731,57.0,14,0,1.0,3,14
RFQ731-000319,CFG731_f0818b6e9953d652,CFG731_1f0c09edcd967945,x731,x731,38.833333333333336,11,1,0.9166666666666666,9,12
RFQ731-000320,CFG731_288e4c99b4e02895,CFG731_288e4c99b4e02895,G731ST-HT,G731ST-HT,51.857142857142854,13,0,0.9285714285714286,1,14
RFQ731-000321,CFG731_192157d53112de14,CFG731_6b36d25fda044bf5,x731,x731,52.0,13,0,1.0,9,13
RFQ731-000322,CFG731_d0bd848c8f934b33,CFG731_f4856d563cc31f77,x731,x731,36.833333333333336,11,1,0.9166666666666666,15,12
RFQ731-000323,CFG731_327bfa077bbbd45e,CFG731_a9f22ebc14287e5d,F731PW,F731PW,28.428571428571427,10,2,0.7142857142857143,5,14
RFQ731-000324,CFG731_8b6ed3cfa9ed1e59,CFG731_996314000fcfec4b,G731ST-LT,G731ST-LT,52.76470588235294,15,1,0.8823529411764706,3,17
RFQ731-000325,CFG731_11c93eca01984a14,CFG731_11c93eca01984a14,F731WD_SingleChannel,F731WD_SingleChannel,47.714285714285715,12,0,0.8571428571428571,1,14
RFQ731-000326,CFG731_e67173c88f9460f6,CFG731_49cd4cbef1081333,G731ST-LT,G731ST-LT,50.857142857142854,13,0,0.9285714285714286,7,14
RFQ731-000327,CFG731_576db798689c655c,CFG731_75466cb810218a66,x731,x731,39.833333333333336,11,1,0.9166666666666666,18,12
RFQ731-000328,CFG731_a92ad5294d9187e9,CFG731_9db378257f9cf6a7,x731,x731,39.714285714285715,12,1,0.8571428571428571,9,14
RFQ731-000329,CFG731_6be2d8f04f4b5682,CFG731_9fcbeaf9d5010d3a,x731,x731,52.0,13,0,1.0,6,13
RFQ731-000330,CFG731_80619ff0be976225,CFG731_8b18ac1c34209d63,G731ST-HT,G731ST-HT,54.86666666666667,14,0,0.9333333333333333,2,15
RFQ731-000331,CFG731_ef2da8cd513b19be,CFG731_f2f3c932d1048d8d,x731,x731,47.75,14,1,0.875,22,16
RFQ731-000332,CFG731_5feb84333ab424ba,CFG731_1d78950cabc90332,x731,x731,58.0,15,0,1.0,4,15
RFQ731-000333,CFG731_9fcbeaf9d5010d3a,CFG731_9fcbeaf9d5010d3a,x731,x731,59.0,15,0,1.0,1,15
RFQ731-000334,CFG731_624f3002b3cf1e19,CFG731_8c50542218db5cb0,x731,x731,46.733333333333334,13,1,0.8666666666666667,59,15
RFQ731-000335,CFG731_49cd4cbef1081333,CFG731_49cd4cbef1081333,G731ST-LT,G731ST-LT,54.86666666666667,14,0,0.9333333333333333,1,15
RFQ731-000336,CFG731_2a738780f0517f67,CFG731_49cd4cbef1081333,G731ST-LT,G731ST-LT,51.733333333333334,13,0,0.8666666666666667,25,15
RFQ731-000337,CFG731_f287b32480efae51,CFG731_70b38ab75d3ca724,x731,x731,49.86666666666667,14,1,0.9333333333333333,8,15
RFQ731-000338,CFG731_214b769209164299,CFG731_fb16e30f5bbb87f2,x731,x731,37.57142857142857,11,1,0.7857142857142857,3,14
RFQ731-000339,CFG731_5cfa203ca7029f1c,CFG731_5cfa203ca7029f1c,x731,x731,54.0,14,0,1.0,1,14
RFQ731-000340,CFG731_5cfa203ca7029f1c,CFG731_5cfa203ca7029f1c,x731,x731,55.0,14,0,1.0,1,14
RFQ731-000341,CFG731_2692d4e8945eb6ee,CFG731_2692d4e8945eb6ee,x731,x731,56.75,14,0,0.875,1,16
RFQ731-000342,CFG731_5d42a8deb0fcb3d7,CFG731_fb1ab4b34e9c8a75,x731,x731,62.88235294117647,16,0,0.9411764705882353,6,17
RFQ731-000343,CFG731_7187559e0dc892c4,CFG731_747411fe70ba8e8d,x731,x731,43.857142857142854,13,1,0.9285714285714286,3,14
RFQ731-000344,CFG731_afa90db347a19822,CFG731_c7ca2f069d01e42d,G731CA,G731CA,34.53846153846154,10,1,0.7692307692307693,7,13
RFQ731-000345,CFG731_e1516ef53069d5e2,CFG731_49cd4cbef1081333,G731ST-LT,G731ST-LT,45.733333333333334,13,1,0.8666666666666667,4,15
RFQ731-000346,CFG731_98ec9650b5463fd0,CFG731_98ec9650b5463fd0,G731CA,G731CA,46.0,11,0,1.0,1,11
RFQ731-000347,CFG731_eb70dc35972dc4b7,CFG731_cc9ac35e4d9a1854,G731ST-HT,G731ST-HT,51.0,13,0,1.0,5,13
RFQ731-000348,CFG731_48aa9a27f24794bc,CFG731_c11c5ee5deff9a1e,x731,x731,49.86666666666667,14,1,0.9333333333333333,10,15
RFQ731-000349,CFG731_edf13ed38a4b54de,CFG731_b43582909c828d95,G731CA,G731CA,35.53846153846154,10,1,0.7692307692307693,18,13
RFQ731-000350,CFG731_90dc5a2ccc9e8c22,CFG731_9e4fccece4d272d3,x731,x731,57.875,15,0,0.9375,111,16
RFQ731-000351,CFG731_10085782ed0991cf,CFG731_10085782ed0991cf,G731ST-LT,G731ST-LT,49.625,13,0,0.8125,1,16
RFQ731-000352,CFG731_938851275519b7cb,CFG731_0fdf5c36c9c41e69,G731ST-LT,G731ST-LT,42.84615384615385,12,1,0.9230769230769231,5,13
RFQ731-000353,CFG731_6751dd4d3a36fdfa,CFG731_6e096e946540ab4e,x731,x731,59.0,15,0,1.0,5,15
RFQ731-000354,CFG731_fe9a409c6b2ba9cc,CFG731_fe9a409c6b2ba9cc,x731,x731,49.86666666666667,14,1,0.9333333333333333,1,15
RFQ731-000355,CFG731_ff04d32ca467d2a5,CFG731_4aa7d46b9cfa7d7b,G731ST-HT,G731ST-HT,43.857142857142854,13,1,0.9285714285714286,9,14
RFQ731-000356,CFG731_9cc92f888af32c8a,CFG731_5bfe9492c76587ec,G731CA,G731CA,38.833333333333336,11,1,0.9166666666666666,9,12
RFQ731-000357,CFG731_ff04d32ca467d2a5,CFG731_4aa7d46b9cfa7d7b,G731ST-HT,G731ST-HT,41.714285714285715,12,1,0.8571428571428571,16,14
RFQ731-000358,CFG731_086fcc478b89cea3,CFG731_2a8793475d827bb6,x731,x731,44.733333333333334,13,1,0.8666666666666667,10,15
RFQ731-000359,CFG731_956456fc074ebc5a,CFG731_a9f22ebc14287e5d,F731PW,F731PW,37.63636363636363,9,0,0.8181818181818182,4,11
RFQ731-000360,CFG731_9a5bfa9148a9b604,CFG731_6b5f6983490bc595,x731,x731,35.833333333333336,11,1,0.9166666666666666,124,12
RFQ731-000361,CFG731_162b59c5f8cf5a72,CFG731_9fa436b39059149d,x731,x731,39.84615384615385,12,1,0.9230769230769231,15,13
RFQ731-000362,CFG731_f84558a188ec14c0,CFG731_f84558a188ec14c0,x731,x731,45.857142857142854,13,1,0.9285714285714286,1,14
RFQ731-000363,CFG731_fe9a409c6b2ba9cc,CFG731_516629085c122a4e,x731,x731,58.77777777777778,16,1,0.8888888888888888,4,18
RFQ731-000364,CFG731_219ac3d01befd6d1,CFG731_3b2a32abbf148ca1,x731,x731,52.77777777777778,16,2,0.8888888888888888,2,18
RFQ731-000365,CFG731_b83ac25dbd4e47ee,CFG731_91e51485b56960b2,x731,x731,57.875,15,0,0.9375,6,16
RFQ731-000366,CFG731_819cb4e76943eca6,CFG731_819cb4e76943eca6,F731WD_DualChannel,F731WD_DualChannel,45.0,11,0,1.0,1,11
RFQ731-000367,CFG731_05cddc1cd5eab9c6,CFG731_5cfa203ca7029f1c,x731,x731,35.833333333333336,11,1,0.9166666666666666,21,12
RFQ731-000368,CFG731_c7c53fc5541f1dc1,CFG731_c7c53fc5541f1dc1,x731,x731,54.76470588235294,15,1,0.8823529411764706,1,17
RFQ731-000369,CFG731_c37386a371e13fa8,CFG731_c37386a371e13fa8,F731WD_DualChannel,F731WD_DualChannel,43.833333333333336,11,0,0.9166666666666666,1,12
RFQ731-000370,CFG731_6e088ee30195b6c4,CFG731_ae2e4cfccaff4f50,G731ST-LT,G731ST-LT,42.833333333333336,11,0,0.9166666666666666,6,12
RFQ731-000371,CFG731_0e65994bfbb04e39,CFG731_94be99d48ade0efb,x731,x731,49.86666666666667,14,1,0.9333333333333333,50,15
RFQ731-000372,CFG731_b3ed2928d6d65710,CFG731_076cad91966d4c34,G731ST-HT,G731ST-HT,48.86666666666667,14,1,0.9333333333333333,3,15
RFQ731-000373,CFG731_757fbd3e8915b462,CFG731_55e37d2b9d20276c,G731CA,G731CA,46.733333333333334,13,1,0.8666666666666667,2,15
RFQ731-000374,CFG731_fa063863b8688588,CFG731_fa063863b8688588,x731,x731,38.69230769230769,11,1,0.8461538461538461,1,13
RFQ731-000375,CFG731_7a885e8a3e0ce8ad,CFG731_9db378257f9cf6a7,x731,x731,51.0,13,0,1.0,46,13
RFQ731-000376,CFG731_45106eaed87837a4,CFG731_357a7724550c556f,x731,x731,56.0,14,0,1.0,40,14
RFQ731-000377,CFG731_ecb8a8742e9204c7,CFG731_5e61ce3b60d15e11,x731,x731,62.0,16,0,1.0,12,16
RFQ731-000378,CFG731_6a47b38d62a9fed3,CFG731_40b6e1db6c80bcc1,G731VG,G731VG,39.625,13,2,0.8125,2,16
