rfq_id,true_configuration_id,true_package,true_rank,recommended_configuration_id,recommended_package,requirements_used
RFQ731-003972,CFG731_9d5d3b4d2ce8a49a,x731,147,CFG731_927f189839c665ae,x731,12
RFQ731-003975,CFG731_557eff71f11cfc98,x731,16,CFG731_8c50542218db5cb0,x731,15
RFQ731-003976,CFG731_923f6cb4226dc2a4,x731,14,CFG731_9e4fccece4d272d3,x731,15
RFQ731-003977,CFG731_fab0d81b6a0ca4e0,G731ST-HT,12,CFG731_288e4c99b4e02895,G731ST-HT,12
RFQ731-003979,CFG731_6472ab3bf7316498,x731,79,CFG731_747411fe70ba8e8d,x731,11
RFQ731-003985,CFG731_bbffb73f3dff6787,G731ST-HT,16,CFG731_8b18ac1c34209d63,G731ST-HT,15
RFQ731-004007,CFG731_32a4bb12438a37ab,x731,32,CFG731_0db950a4979d2c52,x731,17
RFQ731-004008,CFG731_62d0f0f6bab9bdcb,x731,22,CFG731_da02526d254e2e35,x731,15
RFQ731-004011,CFG731_4065adeeb89ecb2b,x731,20,CFG731_3c119308d8305ad4,x731,14
RFQ731-004015,CFG731_c775e192f3d489e9,x731,26,CFG731_241d60e6ef5278be,x731,15
RFQ731-004024,CFG731_9447ab27cf261b9e,x731,774,CFG731_6bdadac99b2f7b39,x731,11
RFQ731-004027,CFG731_1d89d7fdc7355744,G731ST-LT,28,CFG731_32b4b1ec4513af66,G731ST-LT,13
RFQ731-004033,CFG731_4b7f2cba3cb67912,x731,134,CFG731_bba93a1b44b6ab73,x731,14
RFQ731-004036,CFG731_bf8f7d1a25ad0a6e,x731,18,CFG731_747411fe70ba8e8d,x731,10
RFQ731-004040,CFG731_9b7849ea5c974903,x731,16,CFG731_e8e7b7513a5c9544,x731,16
RFQ731-004045,CFG731_19bcffd0eb2806b8,G731ST-LT,43,CFG731_49cd4cbef1081333,G731ST-LT,12
RFQ731-004048,CFG731_9755a9db60d7534d,x731,20,CFG731_e1c54b5b080fabb2,x731,14
RFQ731-004049,CFG731_3ac187941df4fdac,x731,61,CFG731_3b2a32abbf148ca1,x731,10
RFQ731-004060,CFG731_6f79ea186fcb433f,x731,11,CFG731_6526112621a9ee97,x731,14
RFQ731-004062,CFG731_c640b5e8e10ff5e6,x731,84,CFG731_9db378257f9cf6a7,x731,12
RFQ731-004063,CFG731_932b427eaa87c8fa,x731,88,CFG731_4346df46838fd57e,x731,13
RFQ731-004065,CFG731_aa4779c40e6c2de0,G731ST-HT,41,CFG731_e7ac403b81e86f8f,G731ST-HT,13
RFQ731-004066,CFG731_4666e845a9f787f7,x731,46,CFG731_4374ad7ccac15076,x731,14
RFQ731-004069,CFG731_917fc613cc9bf56a,x731,25,CFG731_7ffc09802c7b60bf,x731,17
RFQ731-004071,CFG731_df5f598a914fb1cc,x731,13,CFG731_27b6b45b43224be7,x731,15
RFQ731-004078,CFG731_d22124ab181ae0a4,x731,111,CFG731_579057193c092394,x731,15
RFQ731-004079,CFG731_d057ad35aef0eea2,x731,35,CFG731_9fcbeaf9d5010d3a,x731,12
RFQ731-004081,CFG731_8e97bb2bec352a2c,x731,11,CFG731_3b2a32abbf148ca1,x731,17
RFQ731-004084,CFG731_8aefa69bf25cc5a6,x731,170,CFG731_3b2a32abbf148ca1,x731,12
RFQ731-004085,CFG731_cd907466ae420427,x731,19,CFG731_620cb319c2b7c332,x731,15
RFQ731-004090,CFG731_0d3b04d12b4208a2,x731,16,CFG731_579057193c092394,x731,16
RFQ731-004094,CFG731_ede0b25f5f83644d,x731,33,CFG731_e8e7b7513a5c9544,x731,16
RFQ731-004097,CFG731_2a738780f0517f67,G731ST-LT,25,CFG731_49cd4cbef1081333,G731ST-LT,14
RFQ731-004111,CFG731_f5876a81d70adf82,x731,16,CFG731_b3506a753aafcfa3,x731,13
RFQ731-004117,CFG731_5aad423ad5989441,x731,97,CFG731_0fbee36816b7af98,x731,16
RFQ731-004118,CFG731_d08861146b2a8dfa,x731,146,CFG731_5e50b9bcbfa0b051,x731,13
RFQ731-004125,CFG731_0d6df01ace2df68d,G731ST-LT,37,CFG731_32b4b1ec4513af66,G731ST-LT,13
RFQ731-004128,CFG731_dde2f7fe043f7ade,G731ST-HT,24,CFG731_7b2f69a7ca55041b,G731ST-HT,14
RFQ731-004137,CFG731_bf8f7d1a25ad0a6e,x731,13,CFG731_747411fe70ba8e8d,x731,11
RFQ731-004138,CFG731_341c747ed8aff14e,x731,133,CFG731_f1355b6f00fd7f67,x731,16
RFQ731-004145,CFG731_73e28cb740f9cabe,x731,41,CFG731_6f8c15548921e4c2,x731,14
RFQ731-004148,CFG731_923f6cb4226dc2a4,x731,29,CFG731_3b2a32abbf148ca1,x731,14
RFQ731-004157,CFG731_aa1770e6c2806f71,x731,102,CFG731_ef980c35ed5ff3e4,x731,15
RFQ731-004168,CFG731_162b59c5f8cf5a72,x731,19,CFG731_073f991a6c9a4683,x731,14
RFQ731-004170,CFG731_776fc7d42eb46e40,x731,20,CFG731_31aa13473958d7d3,x731,17
RFQ731-004173,CFG731_c9498cf6f4410d44,x731,105,CFG731_ef980c35ed5ff3e4,x731,13
RFQ731-004175,CFG731_cc03e3852895ae99,G731ST-LT,13,CFG731_49cd4cbef1081333,G731ST-LT,12
RFQ731-004176,CFG731_8ad503c0be7c64be,x731,21,CFG731_496bd7a964d6cd85,x731,14
RFQ731-004179,CFG731_d5a8b991307aace7,x731,11,CFG731_3b2a32abbf148ca1,x731,15
RFQ731-004180,CFG731_945ec45cf3b7cf9b,x731,48,CFG731_c11c5ee5deff9a1e,x731,13
RFQ731-004184,CFG731_b2cfdbf46904c03f,x731,12,CFG731_5c624ef6fa2b6510,x731,15
RFQ731-004187,CFG731_338a3238e967f681,x731,20,CFG731_45cf7219dd66904b,x731,15
RFQ731-004189,CFG731_48332037deb06db4,x731,15,CFG731_3b2a32abbf148ca1,x731,15
RFQ731-004191,CFG731_8d2d91c46ccfb471,x731,11,CFG731_79d5571d44c945f6,x731,17
RFQ731-004194,CFG731_4fcdf4e48e247790,x731,13,CFG731_8d07e19298d09d34,x731,15
RFQ731-004207,CFG731_e4d6e304563c3bae,x731,72,CFG731_b4987f1c95e91d0d,x731,15
RFQ731-004208,CFG731_c52e06c2d714087a,x731,38,CFG731_7822370b42865359,x731,16
RFQ731-004215,CFG731_97c654bf006e698e,x731,132,CFG731_6b36d25fda044bf5,x731,14
RFQ731-004220,CFG731_7157b3d45716ad8f,x731,58,CFG731_353333bad447dbef,x731,13
RFQ731-004221,CFG731_c209599718b42485,G731ST-HT,19,CFG731_6e53621a73b55f2c,G731ST-HT,16
RFQ731-004225,CFG731_ffc5c52898046e13,x731,17,CFG731_3c119308d8305ad4,x731,12
RFQ731-004228,CFG731_ea138d51de519353,G731ST-HT,11,CFG731_7c70763d4cf79560,G731ST-HT,12
RFQ731-004230,CFG731_ff5d8da56ff22796,G731ST-HT,11,CFG731_bbffb73f3dff6787,G731ST-HT,13
RFQ731-004234,CFG731_0dd81a588b2a1411,G731ST-LT,12,CFG731_0fdf5c36c9c41e69,G731ST-LT,15
RFQ731-004238,CFG731_7c70763d4cf79560,G731ST-HT,22,CFG731_831a7150258499af,G731ST-HT,13
RFQ731-004239,CFG731_db395082b1a3b8ac,x731,15,CFG731_ef980c35ed5ff3e4,x731,15
RFQ731-004240,CFG731_c35b817e9679c657,x731,16,CFG731_e8e7b7513a5c9544,x731,10
RFQ731-004251,CFG731_5690130201345e77,x731,25,CFG731_e1c54b5b080fabb2,x731,13
RFQ731-004260,CFG731_5a8170a3daa0efb9,x731,11,CFG731_c39096767a7ae083,x731,14
RFQ731-004263,CFG731_b121cee26f3c8168,x731,14,CFG731_e8e7b7513a5c9544,x731,11
RFQ731-004270,CFG731_37f66c3948c00e57,G731ST-HT,30,CFG731_e7ac403b81e86f8f,G731ST-HT,12
RFQ731-004276,CFG731_1123bef3c890d293,G731ST-LT,43,CFG731_0fdf5c36c9c41e69,G731ST-LT,16
RFQ731-004287,CFG731_48cf6bd4ca59e583,x731,62,CFG731_efc9d6b915117e15,x731,14
RFQ731-004291,CFG731_b60961340903daf0,x731,49,CFG731_6b809c836e3ca8a1,x731,12
RFQ731-004293,CFG731_78ea99817ca8be6a,x731,34,CFG731_12089d5d54f581ac,x731,13
RFQ731-004298,CFG731_8634a8a0a780401d,x731,84,CFG731_3b2a32abbf148ca1,x731,13
RFQ731-004300,CFG731_1147f9711c4bff84,x731,242,CFG731_e1c54b5b080fabb2,x731,12
RFQ731-004302,CFG731_4ba013fed31fb45f,x731,28,CFG731_f1355b6f00fd7f67,x731,10
RFQ731-004308,CFG731_99b0e8b3e87f779a,x731,243,CFG731_f1355b6f00fd7f67,x731,11
RFQ731-004310,CFG731_461b65559193c662,x731,129,CFG731_5e61ce3b60d15e11,x731,13
RFQ731-004311,CFG731_d3c5560c94fdc01f,x731,14,CFG731_1f978c234895178c,x731,14
RFQ731-004312,CFG731_d057ad35aef0eea2,x731,35,CFG731_9fcbeaf9d5010d3a,x731,13
RFQ731-004315,CFG731_1c4555c04dc17835,x731,13,CFG731_747411fe70ba8e8d,x731,12
RFQ731-004318,CFG731_0c05dd0ad4f3894a,x731,57,CFG731_c39096767a7ae083,x731,15
RFQ731-004320,CFG731_296392aa95929245,x731,60,CFG731_b4987f1c95e91d0d,x731,16
RFQ731-004328,CFG731_08efe1333b2d7967,x731,11,CFG731_fe9a409c6b2ba9cc,x731,13
RFQ731-004329,CFG731_f0496d00d34377f6,x731,14,CFG731_31b475abe3d16a99,x731,14
RFQ731-004334,CFG731_7dce730729047505,x731,49,CFG731_91e51485b56960b2,x731,14
RFQ731-004338,CFG731_ca03fff98c65f515,x731,16,CFG731_04a53b6cc81d57d6,x731,14
RFQ731-004340,CFG731_75db38d1df65a8f3,G731ST-LT,14,CFG731_ae2e4cfccaff4f50,G731ST-LT,13
RFQ731-004343,CFG731_4aa7d46b9cfa7d7b,G731ST-HT,31,CFG731_7b2f69a7ca55041b,G731ST-HT,14
RFQ731-004345,CFG731_56dbee462245ee56,x731,45,CFG731_927f189839c665ae,x731,13
RFQ731-004347,CFG731_b60961340903daf0,x731,17,CFG731_4e59e6fc4174afa3,x731,10
RFQ731-004349,CFG731_16e6520dce2c28e4,x731,11,CFG731_9e4fccece4d272d3,x731,13
RFQ731-004356,CFG731_011ca4ba794bd4d6,x731,15,CFG731_91e51485b56960b2,x731,14
RFQ731-004372,CFG731_8153d67c519453a2,x731,19,CFG731_6bdadac99b2f7b39,x731,17
RFQ731-004373,CFG731_a92ad5294d9187e9,x731,20,CFG731_8c50542218db5cb0,x731,14
RFQ731-004379,CFG731_af755e9c46cfadd4,x731,44,CFG731_e1c54b5b080fabb2,x731,14
RFQ731-004382,CFG731_b43582909c828d95,G731CA,12,CFG731_b97ce0f180acf155,G731CA,11
RFQ731-004386,CFG731_9fd2ebe15271fc33,x731,40,CFG731_91e51485b56960b2,x731,14
RFQ731-004387,CFG731_c35b817e9679c657,x731,11,CFG731_8d07e19298d09d34,x731,14
RFQ731-004392,CFG731_7eb5b2d6a16dd3a3,x731,50,CFG731_da02526d254e2e35,x731,17
RFQ731-004399,CFG731_edf13ed38a4b54de,G731CA,11,CFG731_b97ce0f180acf155,G731CA,13
RFQ731-004401,CFG731_b418359232bf5862,x731,15,CFG731_219ac3d01befd6d1,x731,14
RFQ731-004403,CFG731_ddbc59cfdb50b468,x731,20,CFG731_2d0a81ff4ec49480,x731,17
RFQ731-004404,CFG731_8634a8a0a780401d,x731,28,CFG731_241d60e6ef5278be,x731,13
RFQ731-004411,CFG731_6084e24782dc3f55,x731,43,CFG731_219ac3d01befd6d1,x731,14
RFQ731-004414,CFG731_b48a547ba9b64245,x731,17,CFG731_e8e7b7513a5c9544,x731,14
RFQ731-004423,CFG731_5e50b9bcbfa0b051,x731,13,CFG731_8c50542218db5cb0,x731,15
RFQ731-004425,CFG731_f2b6724ca609efbb,x731,72,CFG731_357a7724550c556f,x731,12
RFQ731-004427,CFG731_2eae9204301f61ab,G731ST-LT,54,CFG731_32b4b1ec4513af66,G731ST-LT,11
RFQ731-004436,CFG731_f57ccd8e79618aa1,x731,86,CFG731_05cf1a0209b4f9a8,x731,14
RFQ731-004437,CFG731_89772de94df83ba5,x731,21,CFG731_fb1ab4b34e9c8a75,x731,16
RFQ731-004439,CFG731_24b3128196e55c23,G731CA,12,CFG731_b97ce0f180acf155,G731CA,11
RFQ731-004440,CFG731_117f19eb2913314e,x731,14,CFG731_9fcbfc87f6f15988,x731,16
RFQ731-004446,CFG731_1d89d7fdc7355744,G731ST-LT,12,CFG731_7882c72c21497015,G731ST-LT,16
RFQ731-004456,CFG731_18e687233239e907,x731,17,CFG731_e8e7b7513a5c9544,x731,16
RFQ731-004462,CFG731_579057193c092394,x731,17,CFG731_6b36d25fda044bf5,x731,16
RFQ731-004463,CFG731_dbe9c00b3af80524,x731,117,CFG731_c3481d11b658e1e9,x731,14
RFQ731-004466,CFG731_c775e192f3d489e9,x731,35,CFG731_c3481d11b658e1e9,x731,14
RFQ731-004475,CFG731_a6dd1d1aa0613d49,G731ST-HT,27,CFG731_076cad91966d4c34,G731ST-HT,15
RFQ731-004476,CFG731_3df9fddf845f3508,x731,50,CFG731_f87794e7a98d0b11,x731,17
RFQ731-004479,CFG731_aa4779c40e6c2de0,G731ST-HT,14,CFG731_bbffb73f3dff6787,G731ST-HT,14
RFQ731-004486,CFG731_714af24c177b1743,x731,11,CFG731_91e51485b56960b2,x731,16
RFQ731-004487,CFG731_0c5cd97f5c20149b,x731,73,CFG731_83f956404d04e6cd,x731,12
RFQ731-004488,CFG731_1dfb5999b1debe3a,G731CA,11,CFG731_0738cd529389f266,G731CA,14
RFQ731-004489,CFG731_aa9e47c85fcdb938,x731,19,CFG731_353333bad447dbef,x731,15
RFQ731-004492,CFG731_88cb619bd3d90e89,x731,26,CFG731_2d0a81ff4ec49480,x731,16
RFQ731-004496,CFG731_6b2b46dd281009ce,x731,11,CFG731_3b2a32abbf148ca1,x731,14
RFQ731-004508,CFG731_16bd4e059b8168a9,x731,65,CFG731_9db378257f9cf6a7,x731,12
RFQ731-004511,CFG731_2e9ef53f42218763,x731,23,CFG731_91e51485b56960b2,x731,11
RFQ731-004513,CFG731_558c0cc81a7cd52b,x731,166,CFG731_6526112621a9ee97,x731,12
RFQ731-004514,CFG731_bf8f7d1a25ad0a6e,x731,24,CFG731_747411fe70ba8e8d,x731,12
RFQ731-004515,CFG731_917fc613cc9bf56a,x731,56,CFG731_ad672c682712eda8,x731,14
RFQ731-004516,CFG731_dc7c891c14ea05d8,x731,59,CFG731_9e4fccece4d272d3,x731,13
RFQ731-004517,CFG731_fa91f60062985c6d,G731ST-HT,57,CFG731_288e4c99b4e02895,G731ST-HT,14
RFQ731-004518,CFG731_612322a75794f61a,x731,18,CFG731_89772de94df83ba5,x731,14
RFQ731-004519,CFG731_d4a9fe62acefba0d,x731,35,CFG731_b4987f1c95e91d0d,x731,16
RFQ731-004534,CFG731_031d8f2fe50bf3d1,x731,12,CFG731_219ac3d01befd6d1,x731,15
RFQ731-004536,CFG731_8af4adfbdf504482,x731,11,CFG731_71dcda3a004aaa52,x731,15
RFQ731-004542,CFG731_f57ccd8e79618aa1,x731,22,CFG731_91e51485b56960b2,x731,13
RFQ731-004543,CFG731_0b076e2e26216ca2,x731,88,CFG731_7308ee8503151ef3,x731,17
RFQ731-004546,CFG731_631dadb7c0c7adf5,x731,88,CFG731_efc9d6b915117e15,x731,14
RFQ731-004553,CFG731_9548d55d92816998,G731ST-LT,24,CFG731_49cd4cbef1081333,G731ST-LT,15
RFQ731-004554,CFG731_7630270d2245c283,x731,28,CFG731_e116a79dd463fd7e,x731,16
RFQ731-004555,CFG731_e565a13ef4701c2d,G731ST-LT,36,CFG731_0e146b48e4ed8b98,G731ST-LT,12
RFQ731-004559,CFG731_8bd839e0c8855562,x731,21,CFG731_df5f598a914fb1cc,x731,12
RFQ731-004563,CFG731_5be5a82ac0b29989,x731,45,CFG731_bba93a1b44b6ab73,x731,13
RFQ731-004565,CFG731_5d2495d91e9fa868,x731,44,CFG731_83f956404d04e6cd,x731,16
RFQ731-004566,CFG731_d5af433b36265df1,G731ST-LT,22,CFG731_0e146b48e4ed8b98,G731ST-LT,16
RFQ731-004567,CFG731_c0eb036469c0bf44,G731ST-HT,21,CFG731_ef8d68b6d278bfec,G731ST-HT,15
RFQ731-004568,CFG731_db8bcd9b778dd779,x731,14,CFG731_620cb319c2b7c332,x731,15
RFQ731-004576,CFG731_cb6654d77e7e4d72,x731,82,CFG731_6bdadac99b2f7b39,x731,11
RFQ731-004577,CFG731_e6cd7fd757de0523,x731,27,CFG731_3b2a32abbf148ca1,x731,14
RFQ731-004584,CFG731_3f43e18524472dbe,x731,168,CFG731_5e61ce3b60d15e11,x731,14
RFQ731-004587,CFG731_73e28cb740f9cabe,x731,25,CFG731_67704f1a817ad4cd,x731,13
RFQ731-004592,CFG731_9fa436b39059149d,x731,66,CFG731_482678d927834b42,x731,11
RFQ731-004594,CFG731_04d132f563cdece8,G731CA,12,CFG731_757fbd3e8915b462,G731CA,12
RFQ731-004618,CFG731_b5a071e920590337,x731,200,CFG731_0fbee36816b7af98,x731,15
RFQ731-004624,CFG731_7986bd8f29a06f04,x731,15,CFG731_516629085c122a4e,x731,16
RFQ731-004630,CFG731_4d7e108ea05eeb07,x731,118,CFG731_6b5f6983490bc595,x731,12
RFQ731-004635,CFG731_34247ec265566826,x731,62,CFG731_b4987f1c95e91d0d,x731,16
RFQ731-004636,CFG731_f3b867931d904122,x731,114,CFG731_219ac3d01befd6d1,x731,14
RFQ731-004637,CFG731_c7103e34e50d624a,x731,67,CFG731_60f3aae8ede70fe0,x731,16
RFQ731-004642,CFG731_fd7b09f495a568bc,x731,219,CFG731_6526112621a9ee97,x731,12
RFQ731-004647,CFG731_76d13dd0246c6ccc,x731,71,CFG731_6f8c15548921e4c2,x731,12
RFQ731-004648,CFG731_ff5d8da56ff22796,G731ST-HT,11,CFG731_bbffb73f3dff6787,G731ST-HT,13
RFQ731-004650,CFG731_0a1a1c7c495ec1de,x731,11,CFG731_97c654bf006e698e,x731,11
RFQ731-004651,CFG731_ca8649ba85200ffb,x731,18,CFG731_f2f3c932d1048d8d,x731,12
RFQ731-004653,CFG731_31715eb409a1602f,G731ST-HT,24,CFG731_e2d64e127f97296d,G731ST-HT,14
RFQ731-004655,CFG731_ad49f2ad57627f46,G731ST-HT,15,CFG731_4aa7d46b9cfa7d7b,G731ST-HT,17
RFQ731-004656,CFG731_0c11243388e65244,G731ST-HT,29,CFG731_7b2f69a7ca55041b,G731ST-HT,13
RFQ731-004659,CFG731_82556c55b0de9a67,x731,25,CFG731_9fcbeaf9d5010d3a,x731,14
RFQ731-004660,CFG731_d2236ffbce524a06,x731,21,CFG731_243419c6708378b3,x731,14
RFQ731-004667,CFG731_25c733523f45b8a2,x731,52,CFG731_219ac3d01befd6d1,x731,15
RFQ731-004675,CFG731_3727d181b2806370,x731,60,CFG731_353333bad447dbef,x731,12
RFQ731-004691,CFG731_0318c2a0a1c0c588,x731,14,CFG731_f1355b6f00fd7f67,x731,14
RFQ731-004692,CFG731_205404302204a46b,x731,42,CFG731_c3481d11b658e1e9,x731,17
RFQ731-004696,CFG731_33c8c685d7c8530a,x731,11,CFG731_75466cb810218a66,x731,13
RFQ731-004697,CFG731_3a6a87d7cf07cb7c,x731,66,CFG731_7f60255816247683,x731,17
RFQ731-004704,CFG731_2508e54db960a3b8,x731,28,CFG731_6bdadac99b2f7b39,x731,13
RFQ731-004713,CFG731_452fb8d2c450816e,G731CA,15,CFG731_b97ce0f180acf155,G731CA,12
RFQ731-004719,CFG731_56310c55a01272a3,x731,27,CFG731_6f8c15548921e4c2,x731,11
RFQ731-004721,CFG731_147ff4a19b4bcc48,x731,91,CFG731_0fbee36816b7af98,x731,17
RFQ731-004723,CFG731_efd04893c134641c,G731ST-HT,30,CFG731_c32627af59ba1526,G731ST-HT,12
RFQ731-004730,CFG731_72e5000522fb6a51,x731,65,CFG731_cf543b1c3927ab71,x731,15
RFQ731-004732,CFG731_6004951b9749cb7f,x731,11,CFG731_04a53b6cc81d57d6,x731,14
RFQ731-004736,CFG731_3f42c988dc83cb23,G731ST-HT,45,CFG731_7b2f69a7ca55041b,G731ST-HT,14
RFQ731-004738,CFG731_b5710e5f11e2cbc2,G731ST-HT,64,CFG731_9f9bc93c4b0253cf,G731ST-HT,13
RFQ731-004740,CFG731_d3db38843cf9fb81,x731,182,CFG731_aa082226d44cd876,x731,17
RFQ731-004744,CFG731_c775e192f3d489e9,x731,13,CFG731_241d60e6ef5278be,x731,15
RFQ731-004752,CFG731_4b2c0e571415f5cc,G731ST-HT,12,CFG731_4aa7d46b9cfa7d7b,G731ST-HT,12
RFQ731-004754,CFG731_695e540255cc94da,x731,46,CFG731_3b2a32abbf148ca1,x731,14
RFQ731-004755,CFG731_550d755cbeee6b89,x731,242,CFG731_31aa13473958d7d3,x731,15
RFQ731-004756,CFG731_6a549f48808d610a,x731,25,CFG731_91e51485b56960b2,x731,13
RFQ731-004757,CFG731_3e0ed59efd234410,x731,262,CFG731_5d88e63d941ec6fd,x731,15
RFQ731-004767,CFG731_5e50b9bcbfa0b051,x731,17,CFG731_e8e7b7513a5c9544,x731,13
RFQ731-004770,CFG731_8cf35251fcd54982,x731,18,CFG731_28ac43a93658ad6b,x731,17
RFQ731-004774,CFG731_4afe4cfa02474e97,x731,55,CFG731_6526112621a9ee97,x731,9
RFQ731-004780,CFG731_cbbe948e572a42e8,x731,24,CFG731_8d07e19298d09d34,x731,15
RFQ731-004784,CFG731_d3e51804db148a52,G731ST-LT,11,CFG731_0fdf5c36c9c41e69,G731ST-LT,15
RFQ731-004789,CFG731_3daa091181ed5329,x731,117,CFG731_8d07e19298d09d34,x731,14
RFQ731-004794,CFG731_6a919c664c763f98,x731,38,CFG731_91e51485b56960b2,x731,12
RFQ731-004795,CFG731_ae226e31119be9bd,x731,17,CFG731_3b2a32abbf148ca1,x731,14
RFQ731-004796,CFG731_c1a1465a132a9c1f,x731,15,CFG731_5b4a5fddf8aa5e11,x731,13
RFQ731-004803,CFG731_8b6eb20d56ad0a7c,x731,15,CFG731_e049618b920d59b6,x731,17
RFQ731-004811,CFG731_7b1edd53e8bbad40,G731ST-LT,36,CFG731_32b4b1ec4513af66,G731ST-LT,13
RFQ731-004812,CFG731_9a0f0b26c7f24725,x731,86,CFG731_0fbee36816b7af98,x731,15
RFQ731-004817,CFG731_ce5a041b3cf74b9a,x731,71,CFG731_6b36d25fda044bf5,x731,14
RFQ731-004820,CFG731_d5a8b991307aace7,x731,25,CFG731_3b2a32abbf148ca1,x731,13
RFQ731-004823,CFG731_4b5262a517204cb5,x731,12,CFG731_e8e7b7513a5c9544,x731,15
RFQ731-004825,CFG731_c9829182065e0285,x731,15,CFG731_91e51485b56960b2,x731,13
RFQ731-004828,CFG731_399690ce112d8d2a,x731,143,CFG731_2e57977cf2dd500a,x731,14
RFQ731-004834,CFG731_edf13ed38a4b54de,G731CA,11,CFG731_b97ce0f180acf155,G731CA,13
RFQ731-004845,CFG731_5be384035f37d372,G731ST-LT,40,CFG731_32b4b1ec4513af66,G731ST-LT,13
RFQ731-004850,CFG731_5e5ad5db2756273d,x731,54,CFG731_ee15b881a6032908,x731,13
RFQ731-004854,CFG731_9e44a82e6c1db982,G731ST-LT,11,CFG731_49cd4cbef1081333,G731ST-LT,14
RFQ731-004864,CFG731_ede0b25f5f83644d,x731,28,CFG731_e8e7b7513a5c9544,x731,16
RFQ731-004872,CFG731_fe424f85d85e1c0c,x731,18,CFG731_2683cf7e09782f5e,x731,17
RFQ731-004877,CFG731_5e50b9bcbfa0b051,x731,13,CFG731_8c50542218db5cb0,x731,15
RFQ731-004880,CFG731_495876b6233d3864,G731CA,12,CFG731_691a8f2ff165671d,G731CA,12
RFQ731-004888,CFG731_6084e24782dc3f55,x731,24,CFG731_219ac3d01befd6d1,x731,13
RFQ731-004889,CFG731_644efca41c3e2def,x731,59,CFG731_f0cf22354800092d,x731,11
RFQ731-004895,CFG731_d5af433b36265df1,G731ST-LT,20,CFG731_0e146b48e4ed8b98,G731ST-LT,14
RFQ731-004897,CFG731_7765429ffa27b59a,x731,11,CFG731_496bd7a964d6cd85,x731,13
RFQ731-004898,CFG731_a012df089e5e5862,G731ST-HT,25,CFG731_076cad91966d4c34,G731ST-HT,15
RFQ731-004909,CFG731_b44b2e6818291871,x731,14,CFG731_2e57977cf2dd500a,x731,14
RFQ731-004911,CFG731_6d2ac57f5a8786db,x731,11,CFG731_8d07e19298d09d34,x731,13
RFQ731-004912,CFG731_ab1e75de4ad74389,x731,12,CFG731_086adbe1d654b214,x731,14
RFQ731-004915,CFG731_750dd83a06ba43cb,G731ST-LT,23,CFG731_e03b41992c837b34,G731ST-LT,13
RFQ731-004916,CFG731_3450383be0000281,x731,17,CFG731_f87794e7a98d0b11,x731,16
RFQ731-004919,CFG731_b2cfdbf46904c03f,x731,21,CFG731_5c624ef6fa2b6510,x731,14
RFQ731-004920,CFG731_b848918cab1cb35d,x731,11,CFG731_8d2d91c46ccfb471,x731,17
RFQ731-004921,CFG731_1d89d7fdc7355744,G731ST-LT,39,CFG731_32b4b1ec4513af66,G731ST-LT,12
RFQ731-004925,CFG731_58b9913d8024b015,G731ST-LT,12,CFG731_32b4b1ec4513af66,G731ST-LT,13
RFQ731-004926,CFG731_960e69befde5f9f6,x731,92,CFG731_219ac3d01befd6d1,x731,16
RFQ731-004933,CFG731_9b7849ea5c974903,x731,16,CFG731_e8e7b7513a5c9544,x731,14
RFQ731-004938,CFG731_d79264c74c1cd4e8,x731,39,CFG731_927f189839c665ae,x731,13
RFQ731-004940,CFG731_d3944f427f0609b6,G731ST-LT,35,CFG731_49cd4cbef1081333,G731ST-LT,15
RFQ731-004941,CFG731_3e782f59368b40db,x731,88,CFG731_140a9819128d92da,x731,14
RFQ731-004943,CFG731_69502d87794881ea,x731,102,CFG731_3b2a32abbf148ca1,x731,15
RFQ731-004945,CFG731_56dbee462245ee56,x731,45,CFG731_927f189839c665ae,x731,13
RFQ731-004947,CFG731_84352197821d09de,G731ST-HT,38,CFG731_ef8d68b6d278bfec,G731ST-HT,15
RFQ731-004949,CFG731_59f73311cf3c5679,x731,23,CFG731_9fcbfc87f6f15988,x731,17
RFQ731-004950,CFG731_341c747ed8aff14e,x731,15,CFG731_f1355b6f00fd7f67,x731,14
RFQ731-004955,CFG731_0318c2a0a1c0c588,x731,21,CFG731_f1355b6f00fd7f67,x731,13
RFQ731-004956,CFG731_47d923b0ef4cb37c,x731,65,CFG731_6bdadac99b2f7b39,x731,15
RFQ731-004957,CFG731_c691e1b97ac6f4f0,x731,79,CFG731_8048d4394d2fbde3,x731,12
RFQ731-004959,CFG731_633572f6d3593691,x731,101,CFG731_9be0c5ce20280448,x731,14
RFQ731-004960,CFG731_750dd83a06ba43cb,G731ST-LT,19,CFG731_e03b41992c837b34,G731ST-LT,14
RFQ731-004962,CFG731_fd7b09f495a568bc,x731,22,CFG731_6526112621a9ee97,x731,13
RFQ731-004965,CFG731_6942facbe6ebb88b,x731,12,CFG731_7521d5a6673c8628,x731,13
RFQ731-004966,CFG731_04e7216b1ba7f935,x731,14,CFG731_1f978c234895178c,x731,15
RFQ731-004970,CFG731_27481a3518f630c6,x731,66,CFG731_b4987f1c95e91d0d,x731,17
RFQ731-004972,CFG731_5247c83d5f005ead,x731,33,CFG731_3b2a32abbf148ca1,x731,16
RFQ731-004973,CFG731_2db6c530f35d47b9,G731ST-LT,12,CFG731_0dd81a588b2a1411,G731ST-LT,16
RFQ731-004974,CFG731_df5f598a914fb1cc,x731,77,CFG731_28ac43a93658ad6b,x731,14
