rfq_id,mode,package_aware,target_package,true_configuration_id,recommended_configuration_id,recommended_package,top_score,true_rank,candidate_count,requirement_count,mandatory_matches,mandatory_conflicts,preferred_matches,preferred_conflicts,refinement_distance,is_top1
RFQ731-000144,V8_EXTRACTED,False,x731,CFG731_2683cf7e09782f5e,CFG731_2683cf7e09782f5e,x731,132.53867288079869,1.0,142,18,10,0,6,2,2.9000000000000004,True
RFQ731-000145,V8_EXTRACTED,False,x731,CFG731_1d294b2de760852b,CFG731_1cbb464ec15ba84f,x731,115.34369185078911,35.0,138,15,7,0,7,1,1.2,False
RFQ731-000146,V8_EXTRACTED,False,x731,CFG731_fd10dd35c97df399,CFG731_ebb861c404a79d91,x731,128.83927374461982,6.0,132,16,9,0,5,2,2.5,False
RFQ731-000147,V8_EXTRACTED,False,x731,CFG731_b83ac25dbd4e47ee,CFG731_96c2ea74f0083869,x731,141.64891864687948,41.0,148,15,10,0,5,0,0.0,False
RFQ731-000148,V8_EXTRACTED,False,x731,CFG731_1b8054cb5a92e4fa,CFG731_1243cfc726284db9,x731,95.2362263017097,44.0,108,14,8,0,4,2,2.9000000000000004,False
RFQ731-000149,V8_EXTRACTED,False,x731,CFG731_88a813121973f952,CFG731_88a813121973f952,x731,136.53570894308945,1.0,156,17,11,0,4,2,2.9000000000000004,True
RFQ731-000150,V8_EXTRACTED,False,x731,CFG731_ef02695e374fc418,CFG731_1a94d4f54519245f,x731,145.97351596126256,35.0,166,14,11,0,3,0,0.0,False
RFQ731-000151,V8_EXTRACTED,False,F731WD_DualChannel,CFG731_819cb4e76943eca6,CFG731_819cb4e76943eca6,F731WD_DualChannel,122.8591366571019,1.0,512,12,9,0,3,0,0.0,True
RFQ731-000152,V8_EXTRACTED,False,x731,CFG731_bd51fba2aacb1a3c,CFG731_fd3397424975992e,x731,91.47311196197992,14.0,108,14,5,0,8,1,1.2,False
RFQ731-000153,V8_EXTRACTED,False,x731,CFG731_0fbee36816b7af98,CFG731_1af3f9470bd904d5,x731,150.92509478120522,2.0,134,17,12,0,3,2,2.8,False
RFQ731-000154,V8_EXTRACTED,False,G731CA,CFG731_24b3128196e55c23,CFG731_2cb814ee06486282,G731CA,116.37556241032999,17.0,376,11,9,0,2,0,0.0,False
RFQ731-000155,V8_EXTRACTED,False,G731ST-LT,CFG731_00533f723f7496de,CFG731_750dd83a06ba43cb,G731ST-LT,114.58443436154951,218.0,246,15,9,0,4,2,1.4,False
RFQ731-000156,V8_EXTRACTED,False,x731,CFG731_91e51485b56960b2,CFG731_91e51485b56960b2,x731,132.4049936110115,1.0,150,18,10,0,6,2,2.9000000000000004,True
RFQ731-000157,V8_EXTRACTED,False,x731,CFG731_97c654bf006e698e,CFG731_4fe142d593643ab8,x731,108.42287096730036,4.0,136,13,7,0,6,0,0.0,False
RFQ731-000158,V8_EXTRACTED,False,x731,CFG731_695e540255cc94da,CFG731_f2b81de0fc70d489,x731,116.83055236728839,8.0,144,13,9,0,3,1,0.0,False
RFQ731-000159,V8_EXTRACTED,False,x731,CFG731_fa6b5a7df55858c0,CFG731_a4339f07d181d686,x731,126.2395281125685,2.0,156,16,9,0,5,2,2.8,False
RFQ731-000160,V8_EXTRACTED,False,x731,CFG731_5331dc313830f4cb,CFG731_a6d4830ed3aa2681,x731,124.11090255858443,14.0,138,17,9,0,6,2,2.9000000000000004,False
RFQ731-000161,V8_EXTRACTED,False,x731,CFG731_e201a8a6e4588b00,CFG731_57b3b3a6958ee330,x731,111.80595278126496,13.0,176,13,9,0,3,1,1.5,False
RFQ731-000162,V8_EXTRACTED,False,x731,CFG731_65da22cd215fbcf6,CFG731_5dd42015f6f61801,x731,140.8049583221246,73.0,178,19,10,0,7,2,1.6,False
RFQ731-000163,V8_EXTRACTED,False,G731ST-LT,CFG731_49cd4cbef1081333,CFG731_5be9d749d8317fd3,G731ST-LT,146.30779486489718,50.0,300,14,12,0,1,1,1.6,False
RFQ731-000164,V8_EXTRACTED,False,x731,CFG731_9c182e1af1606c9d,CFG731_9c182e1af1606c9d,x731,119.41886585365855,1.0,114,14,9,0,4,1,0.0,True
RFQ731-000165,V8_EXTRACTED,False,G731ST-HT,CFG731_00e033bb831be6d5,CFG731_7cc9f85131c775cb,G731ST-HT,74.65462524151125,137.0,294,14,4,0,8,2,1.6,False
RFQ731-000166,V8_EXTRACTED,False,x731,CFG731_d0bd848c8f934b33,CFG731_3352d611bcf09d74,x731,108.66055430266618,111.0,178,13,9,0,3,1,1.2,False
RFQ731-000167,V8_EXTRACTED,False,x731,CFG731_c41fd04f9eea78e7,CFG731_16bd4e059b8168a9,x731,113.8759540889527,2.0,116,13,6,0,7,0,0.0,False
RFQ731-000168,V8_EXTRACTED,False,x731,CFG731_6b36d25fda044bf5,CFG731_dca3d8725270dd93,x731,160.2780900959469,3.0,126,15,12,0,3,0,0.0,False
RFQ731-000169,V8_EXTRACTED,False,G731ST-HT,CFG731_b3ed2928d6d65710,CFG731_b3ed2928d6d65710,G731ST-HT,137.3427767814443,1.0,204,13,11,0,2,0,0.0,True
RFQ731-000170,V8_EXTRACTED,False,F731WD_SingleChannel,CFG731_e98d2be876599c40,CFG731_e98d2be876599c40,F731WD_SingleChannel,99.4699793758967,1.0,468,13,8,0,3,2,3.2,True
RFQ731-000171,V8_EXTRACTED,False,F731PW,CFG731_956456fc074ebc5a,CFG731_b265e25b7baf721d,F731PW,79.00401829268294,15.0,496,10,7,0,2,1,1.6,False
RFQ731-000172,V8_EXTRACTED,False,x731,CFG731_9d1ffcce07240574,CFG731_d47fa87df22e968e,x731,146.0900700143472,35.0,174,16,10,0,5,1,1.3,False
RFQ731-000173,V8_EXTRACTED,False,G731ST-HT,CFG731_1b33a9ed446bc0fd,CFG731_1b33a9ed446bc0fd,G731ST-HT,93.53638432568151,1.0,174,9,8,0,1,0,0.0,True
RFQ731-000174,V8_EXTRACTED,False,x731,CFG731_d05c8278d6301e9d,CFG731_d05c8278d6301e9d,x731,117.39025772357725,1.0,160,15,9,0,4,2,2.5,True
RFQ731-000175,V8_EXTRACTED,False,G731ST-LT,CFG731_0fdf5c36c9c41e69,CFG731_9b48d8977da96686,G731ST-LT,149.60351626016262,5.0,242,15,12,0,2,1,1.6,False
RFQ731-000176,V8_EXTRACTED,False,G731ST-HT,CFG731_84b16be5aab3bf9b,CFG731_2a989bd6dba74d9f,G731ST-HT,136.88748700532042,50.0,266,14,10,0,4,0,0.0,False
RFQ731-000177,V8_EXTRACTED,False,x731,CFG731_4e6e53642a913f1a,CFG731_4e6e53642a913f1a,x731,77.22818998087041,1.0,196,10,4,0,6,0,0.0,True
RFQ731-000178,V8_EXTRACTED,False,x731,CFG731_cccd499c66b31e99,CFG731_cccd499c66b31e99,x731,156.2786967957915,1.0,144,16,12,0,3,1,1.2,True
RFQ731-000179,V8_EXTRACTED,False,x731,CFG731_fd7b09f495a568bc,CFG731_eb61aaa216c2435b,x731,95.60337189143951,,130,13,6,0,6,1,1.6,False
RFQ731-000180,V8_EXTRACTED,False,G731ST-LT,CFG731_75db38d1df65a8f3,CFG731_7ea8c51038ca5bfd,G731ST-LT,101.45679561214732,,288,13,7,0,5,1,1.4,False
RFQ731-000181,V8_EXTRACTED,False,x731,CFG731_5be5a82ac0b29989,CFG731_5be5a82ac0b29989,x731,97.63204472740317,1.0,150,12,8,0,2,2,2.5,True
RFQ731-000182,V8_EXTRACTED,False,x731,CFG731_7c35d25e0c12df82,CFG731_7c35d25e0c12df82,x731,136.95521169296987,1.0,164,16,10,0,5,1,1.3,True
RFQ731-000183,V8_EXTRACTED,False,x731,CFG731_db395082b1a3b8ac,CFG731_d4a9fe62acefba0d,x731,112.73975216403636,79.0,156,15,7,0,7,1,1.3,False
RFQ731-000184,V8_EXTRACTED,False,x731,CFG731_9cedc4ecc45a4b46,CFG731_23aa00a5306a83b2,x731,106.26033445794478,73.0,158,12,8,0,4,0,0.0,False
RFQ731-000185,V8_EXTRACTED,False,x731,CFG731_cbcc0cf44cde6b53,CFG731_cbcc0cf44cde6b53,x731,137.48962528963418,1.0,242,15,11,0,3,1,1.3,True
RFQ731-000186,V8_EXTRACTED,False,x731,CFG731_0ef26d136a7182e8,CFG731_d5d49996cad115b3,x731,114.98784791965568,35.0,162,14,8,0,5,1,1.2,False
RFQ731-000187,V8_EXTRACTED,False,x731,CFG731_56f0dbd067fcbe02,CFG731_56f0dbd067fcbe02,x731,92.97624689143949,1.0,140,14,7,0,5,2,1.6,True
RFQ731-000188,V8_EXTRACTED,False,x731,CFG731_a1cadf8c4a6793ba,CFG731_e4ddd81afd5c20d9,x731,119.94103933285511,137.0,176,13,9,0,4,0,0.0,False
RFQ731-000189,V8_EXTRACTED,False,F731PW,CFG731_956456fc074ebc5a,CFG731_b265e25b7baf721d,F731PW,76.2098173852224,11.0,496,10,6,0,3,1,1.6,False
RFQ731-000190,V8_EXTRACTED,False,G731CA,CFG731_d2a75fda6f761c1b,CFG731_495876b6233d3864,G731CA,145.85797752271637,8.0,382,14,12,0,1,1,1.4,False
RFQ731-000191,V8_EXTRACTED,False,x731,CFG731_b1196e0942d6104e,CFG731_b1196e0942d6104e,x731,129.4351569225251,1.0,150,13,10,0,2,1,0.0,True
RFQ731-000192,V8_EXTRACTED,False,G731CA,CFG731_d97c333965654bd3,CFG731_d97c333965654bd3,G731CA,91.84871357245339,1.0,300,12,7,0,4,1,1.3,True
RFQ731-000193,V8_EXTRACTED,False,G731ST-LT,CFG731_9e44a82e6c1db982,CFG731_9e44a82e6c1db982,G731ST-LT,125.33207077953132,1.0,322,14,11,0,1,2,1.6,True
RFQ731-000194,V8_EXTRACTED,False,x731,CFG731_1490cd30a236283e,CFG731_1490cd30a236283e,x731,120.08372783357248,1.0,142,14,9,0,4,1,1.3,True
RFQ731-000195,V8_EXTRACTED,False,x731,CFG731_75b93da9dd9b0316,CFG731_3ac187941df4fdac,x731,115.65273287302729,3.0,146,12,8,0,4,0,0.0,False
RFQ731-000196,V8_EXTRACTED,False,x731,CFG731_260c36430f7c2d03,CFG731_260c36430f7c2d03,x731,127.52545301291248,1.0,152,12,10,0,2,0,0.0,True
RFQ731-000197,V8_EXTRACTED,False,x731,CFG731_59f73311cf3c5679,CFG731_59f73311cf3c5679,x731,150.95839670014348,1.0,130,16,11,0,4,1,1.3,True
RFQ731-000198,V8_EXTRACTED,False,x731,CFG731_8c50542218db5cb0,CFG731_8c50542218db5cb0,x731,174.42800827953135,1.0,168,17,14,0,1,2,2.8,True
RFQ731-000199,V8_EXTRACTED,False,G731ST-LT,CFG731_da6b811731deb07d,CFG731_986bac7252cc57eb,G731ST-LT,126.0799429698709,16.0,204,11,11,0,0,0,0.0,False
RFQ731-000200,V8_EXTRACTED,False,x731,CFG731_140a9819128d92da,CFG731_140a9819128d92da,x731,133.2826829268293,1.0,150,15,10,0,4,1,1.5,True
RFQ731-000201,V8_EXTRACTED,False,x731,CFG731_a4b44df449e9d78d,CFG731_a4b44df449e9d78d,x731,151.8808644189383,1.0,162,15,11,0,4,0,0.0,True
RFQ731-000202,V8_EXTRACTED,False,x731,CFG731_7f6c0412b6d497fb,CFG731_b74fb5418dad3b38,x731,132.9567859108979,62.0,144,16,10,0,5,1,1.6,False
RFQ731-000203,V8_EXTRACTED,False,G731ST-HT,CFG731_e489ae1a5426e276,CFG731_e489ae1a5426e276,G731ST-HT,125.14788109756098,1.0,230,16,10,0,4,2,1.6,True
RFQ731-000204,V8_EXTRACTED,False,F731TE,CFG731_344778a042931752,CFG731_344778a042931752,F731TE,86.04140590626496,1.0,402,11,8,0,1,2,3.2,True
RFQ731-000205,V8_EXTRACTED,False,x731,CFG731_038a2660d5cee54f,CFG731_038a2660d5cee54f,x731,145.34078451727643,1.0,180,15,11,0,3,1,1.5,True
RFQ731-000206,V8_EXTRACTED,False,x731,CFG731_6e096e946540ab4e,CFG731_6e096e946540ab4e,x731,155.46807573006336,1.0,128,16,11,0,5,0,0.0,True
RFQ731-000207,V8_EXTRACTED,False,F731TE,CFG731_8b8ba7e2341f1295,CFG731_07fb816f7dc25bc8,F731TE,105.54111256814925,197.0,364,12,8,0,3,1,0.0,False
RFQ731-000208,V8_EXTRACTED,False,F731PW,CFG731_92efd7a3c43da152,CFG731_f287b32480efae51,x731,73.09301339072215,,146,12,6,0,4,2,1.6,False
RFQ731-000209,V8_EXTRACTED,False,x731,CFG731_23aa00a5306a83b2,CFG731_de6efef3a5b620bb,x731,138.42214208034434,23.0,156,15,10,0,4,1,1.2,False
RFQ731-000210,V8_EXTRACTED,False,F731WD_DualChannel,CFG731_819cb4e76943eca6,CFG731_819cb4e76943eca6,F731WD_DualChannel,75.32128843854616,1.0,418,14,6,0,5,3,4.5,True
RFQ731-000211,V8_EXTRACTED,False,F731WD_SingleChannel,CFG731_ee8e327bbb737abf,CFG731_ee8e327bbb737abf,F731WD_SingleChannel,88.31924198947873,1.0,454,11,9,0,0,2,2.9,True
RFQ731-000212,V8_EXTRACTED,False,x731,CFG731_09db81b4dee54f57,CFG731_09db81b4dee54f57,x731,119.6449313055954,1.0,152,12,8,0,4,0,0.0,True
RFQ731-000213,V8_EXTRACTED,False,x731,CFG731_c42374cc9dea3494,CFG731_c42374cc9dea3494,x731,104.75690892515544,1.0,162,15,7,0,6,2,2.8,True
RFQ731-000214,V8_EXTRACTED,False,G731CA,CFG731_b97ce0f180acf155,CFG731_2aca30183aab25a9,G731CA,126.44019900765187,13.0,386,14,9,0,4,1,1.4,False
RFQ731-000215,V8_EXTRACTED,False,G731CA,CFG731_5bfe9492c76587ec,CFG731_164591062a2b3589,G731CA,114.61553259206123,9.0,426,14,10,0,2,2,2.9000000000000004,False
RFQ731-000216,V8_EXTRACTED,False,x731,CFG731_da5f98932a1c6afd,CFG731_f7e6eb169c92689f,x731,128.33682358171927,32.0,128,14,9,0,5,0,0.0,False
RFQ731-000217,V8_EXTRACTED,False,F731PW,CFG731_92efd7a3c43da152,CFG731_b1531976c0d80b4a,x731,76.46221951219513,,168,12,5,0,6,1,1.6,False
RFQ731-000218,V8_EXTRACTED,False,x731,CFG731_ef7dc9987c0ff289,CFG731_ef7dc9987c0ff289,x731,115.26876901004307,1.0,106,13,8,0,5,0,0.0,True
RFQ731-000219,V8_EXTRACTED,False,F731TE,CFG731_b27467571d893d92,CFG731_0c3b33750ffab3ac,F731TE,94.57225448350073,19.0,460,9,7,0,2,0,0.0,False
RFQ731-000220,V8_EXTRACTED,False,x731,CFG731_6e27958dc8215006,CFG731_6e27958dc8215006,x731,163.6789014227642,1.0,160,16,12,0,3,1,1.5,True
RFQ731-000221,V8_EXTRACTED,False,F731TE,CFG731_d8c69b7395beabbb,CFG731_ec26805bdf93259f,F731TE,115.44772507173603,7.0,484,11,9,0,1,1,1.8,False
RFQ731-000222,V8_EXTRACTED,False,x731,CFG731_917fc613cc9bf56a,CFG731_7ffc09802c7b60bf,x731,150.63673278335725,36.0,188,16,12,0,3,1,0.0,False
RFQ731-000223,V8_EXTRACTED,False,G731ST-HT,CFG731_fcc72e9951376cf3,CFG731_076cad91966d4c34,G731ST-HT,114.6525354271282,26.0,254,14,7,0,7,0,0.0,False
RFQ731-000224,V8_EXTRACTED,False,x731,CFG731_192157d53112de14,CFG731_8c429238b2628537,x731,132.65800986370158,103.0,142,14,9,0,5,0,0.0,False
RFQ731-000225,V8_EXTRACTED,False,F731TE,CFG731_344778a042931752,CFG731_344778a042931752,F731TE,81.3409680176949,1.0,402,11,7,0,2,2,3.2,True
RFQ731-000226,V8_EXTRACTED,False,x731,CFG731_48a4e554ffcf39e6,CFG731_214b093bf98ca9ef,x731,125.20128515811815,77.0,154,16,9,0,5,2,3.1,False
RFQ731-000227,V8_EXTRACTED,False,x731,CFG731_9a5bfa9148a9b604,CFG731_6e791fbe7ba5db5e,x731,112.72170444763273,107.0,146,12,7,0,5,0,0.0,False
RFQ731-000228,V8_EXTRACTED,False,G731ST-LT,CFG731_49cd4cbef1081333,CFG731_9548d55d92816998,G731ST-LT,117.6188317790531,132.0,320,12,8,0,4,0,0.0,False
RFQ731-000229,V8_EXTRACTED,False,G731ST-LT,CFG731_cc64ce3eaedacb17,CFG731_2c30adc3f721a104,G731ST-LT,120.83000048063128,159.0,348,14,9,0,4,1,0.0,False
RFQ731-000230,V8_EXTRACTED,False,G731CA,CFG731_0738cd529389f266,CFG731_0738cd529389f266,G731CA,142.13575968436152,1.0,430,14,12,0,1,1,1.4,True
RFQ731-000231,V8_EXTRACTED,False,x731,CFG731_8e2d07b105a096f1,CFG731_04d60387371e1885,x731,136.7232783795134,3.0,140,17,11,0,4,2,1.6,False
RFQ731-000232,V8_EXTRACTED,False,G731ST-HT,CFG731_b5710e5f11e2cbc2,CFG731_d03860c1f327a8d1,G731ST-HT,113.46950217150888,52.0,200,15,9,0,4,2,2.8,False
RFQ731-000233,V8_EXTRACTED,False,x731,CFG731_f9b0b8723f7e8c60,CFG731_f9b0b8723f7e8c60,x731,127.67729233171927,1.0,136,16,10,0,4,2,2.9000000000000004,True
RFQ731-000234,V8_EXTRACTED,False,x731,CFG731_31c4aded40f9387f,CFG731_8d2c10e2688ee31d,x731,141.10307177905307,2.0,92,14,10,0,4,0,0.0,False
RFQ731-000235,V8_EXTRACTED,False,G731ST-LT,CFG731_50a4a25852666336,CFG731_50a4a25852666336,G731ST-LT,135.46040530846486,1.0,296,14,9,0,5,0,0.0,True
RFQ731-000236,V8_EXTRACTED,False,G731CA,CFG731_691a8f2ff165671d,CFG731_24b3128196e55c23,G731CA,117.70114974892398,15.0,376,11,9,0,2,0,0.0,False
RFQ731-000237,V8_EXTRACTED,False,x731,CFG731_bd00839e452c6958,CFG731_bd00839e452c6958,x731,139.40834827833572,1.0,118,13,11,0,2,0,0.0,True
RFQ731-000238,V8_EXTRACTED,False,x731,CFG731_8153d67c519453a2,CFG731_27a6a5d76bec9515,x731,105.11995338354853,52.0,128,16,5,0,10,1,1.6,False
RFQ731-000239,V8_EXTRACTED,False,G731ST-LT,CFG731_613ed23f00a94a96,CFG731_613ed23f00a94a96,G731ST-LT,129.00131396461023,1.0,204,15,9,0,5,1,1.6,True
RFQ731-000240,V8_EXTRACTED,False,G731ST-LT,CFG731_8da1da530d6ae54d,CFG731_8da1da530d6ae54d,G731ST-LT,134.05302427068392,1.0,284,13,10,0,3,0,0.0,True
RFQ731-000241,V8_EXTRACTED,False,x731,CFG731_c821f5044ae6d2ab,CFG731_b54844b4c5cc208b,x731,135.42490865614536,43.0,146,15,10,0,4,1,1.6,False
RFQ731-000242,V8_EXTRACTED,False,x731,CFG731_7afa5501026394f9,CFG731_7afa5501026394f9,x731,101.50453479196558,1.0,142,12,8,0,3,1,1.3,True
RFQ731-000243,V8_EXTRACTED,False,x731,CFG731_608c0251ef380592,CFG731_e8f6cbe0006a0957,x731,113.65036574157105,6.0,154,14,9,0,3,2,2.7,False
RFQ731-000244,V8_EXTRACTED,False,x731,CFG731_5a14e01af9745dda,CFG731_6d2ac57f5a8786db,x731,108.82637264377095,7.0,134,13,9,0,3,1,1.2,False
RFQ731-000245,V8_EXTRACTED,False,G731CA,CFG731_f235f4dd7693c885,CFG731_52d6df1869142d7d,x731,114.6618493543759,70.0,288,13,8,0,4,1,1.0,False
RFQ731-000246,V8_EXTRACTED,False,G731ST-LT,CFG731_4772bedc40328ae2,CFG731_d432b6fd40e9e78c,G731ST-LT,110.06494565279772,101.0,324,12,7,0,5,0,0.0,False
RFQ731-000247,V8_EXTRACTED,False,G731ST-HT,CFG731_86a2340212c01d2a,CFG731_a8031a74f6d1710d,G731ST-HT,111.78468005738883,196.0,292,13,8,0,4,1,1.5,False
RFQ731-000248,V8_EXTRACTED,False,x731,CFG731_25c733523f45b8a2,CFG731_3ab6d9037260e8b1,x731,128.73148912003828,24.0,148,15,10,0,4,1,0.0,False
RFQ731-000249,V8_EXTRACTED,False,x731,CFG731_edd62f5541be2bb0,CFG731_edd62f5541be2bb0,x731,117.65931151362987,1.0,116,14,9,0,4,1,1.3,True
RFQ731-000250,V8_EXTRACTED,False,x731,CFG731_0e3baae8e946721c,CFG731_de67d4c164ed05bc,x731,120.7135162601626,58.0,114,16,9,0,5,2,2.8,False
RFQ731-000251,V8_EXTRACTED,False,x731,CFG731_579057193c092394,CFG731_579057193c092394,x731,148.87043956241033,1.0,144,14,11,0,3,0,0.0,True
RFQ731-000252,V8_EXTRACTED,False,x731,CFG731_bb5aee8a4ae4203d,CFG731_bb5aee8a4ae4203d,x731,135.21383902439024,1.0,106,14,11,0,2,1,1.3,True
RFQ731-000253,V8_EXTRACTED,False,x731,CFG731_3399b9d467bfc71a,CFG731_3399b9d467bfc71a,x731,151.12488043998087,1.0,140,14,13,0,1,0,0.0,True
RFQ731-000254,V8_EXTRACTED,False,x731,CFG731_ff3460f478ef969b,CFG731_ff3460f478ef969b,x731,133.90574472815044,1.0,192,17,10,0,5,2,2.8,True
RFQ731-000255,V8_EXTRACTED,False,x731,CFG731_1243cfc726284db9,CFG731_1243cfc726284db9,x731,119.49921874701103,1.0,128,14,9,0,4,1,1.3,True
RFQ731-000256,V8_EXTRACTED,False,G731ST-HT,CFG731_a56f1437a0b4ca31,CFG731_a3b03637ed22317c,G731ST-HT,118.46585656533958,12.0,312,16,9,0,5,2,1.6,False
RFQ731-000257,V8_EXTRACTED,False,x731,CFG731_f3a077220d123b51,CFG731_f3a077220d123b51,x731,121.75912578909615,1.0,188,15,9,0,5,1,1.3,True
RFQ731-000258,V8_EXTRACTED,False,G731ST-HT,CFG731_920bf82480de0a61,CFG731_68193b179adae994,G731ST-HT,127.50541872160449,146.0,304,15,11,0,3,1,0.0,False
RFQ731-000259,V8_EXTRACTED,False,x731,CFG731_7630270d2245c283,CFG731_9e4fccece4d272d3,x731,154.1220006052726,47.0,142,15,10,0,5,0,0.0,False
RFQ731-000260,V8_EXTRACTED,False,x731,CFG731_de5e29fe1f740f3e,CFG731_de5e29fe1f740f3e,x731,155.90892082137736,1.0,160,15,12,0,2,1,1.2,True
RFQ731-000261,V8_EXTRACTED,False,x731,CFG731_b757671ab14f2876,CFG731_b757671ab14f2876,x731,145.16012542593253,1.0,120,16,11,0,4,1,1.5,True
RFQ731-000262,V8_EXTRACTED,False,x731,CFG731_f84558a188ec14c0,CFG731_f84558a188ec14c0,x731,104.63038354286229,1.0,146,12,7,0,5,0,0.0,True
RFQ731-000263,V8_EXTRACTED,False,G731ST-LT,CFG731_a40ab19ad6671fbe,CFG731_a40ab19ad6671fbe,G731ST-LT,148.37353157580105,1.0,344,17,11,0,4,2,2.9000000000000004,True
RFQ731-000264,V8_EXTRACTED,False,x731,CFG731_567b2aa90592cf41,CFG731_20991e8bae2729c8,x731,112.95066140602583,119.0,154,13,9,0,3,1,1.5,False
RFQ731-000265,V8_EXTRACTED,False,G731ST-LT,CFG731_455da2f832a6b66d,CFG731_996314000fcfec4b,G731ST-LT,145.09464840387372,26.0,362,15,10,0,5,0,0.0,False
RFQ731-000266,V8_EXTRACTED,False,x731,CFG731_da5f98932a1c6afd,CFG731_da5f98932a1c6afd,x731,152.19026721664275,1.0,162,15,13,0,0,2,2.7,True
RFQ731-000267,V8_EXTRACTED,False,x731,CFG731_a38141e3f47b5259,CFG731_a38141e3f47b5259,x731,121.85060545193689,1.0,124,13,9,0,3,1,1.2,True
RFQ731-000268,V8_EXTRACTED,False,x731,CFG731_d3ce57e5727e1d4a,CFG731_d3ce57e5727e1d4a,x731,144.40002152080342,1.0,148,14,10,0,4,0,0.0,True
RFQ731-000269,V8_EXTRACTED,False,x731,CFG731_4dd88391f253d6d5,CFG731_4dd88391f253d6d5,x731,120.10206898613104,1.0,110,16,8,0,6,2,2.5,True
RFQ731-000270,V8_EXTRACTED,False,F731WD_DualChannel,CFG731_a4610f5f38e7d946,CFG731_a4610f5f38e7d946,F731WD_DualChannel,120.78950352702059,1.0,412,15,10,0,3,2,3.2,True
RFQ731-000271,V8_EXTRACTED,False,F731PW,CFG731_92efd7a3c43da152,CFG731_92efd7a3c43da152,F731PW,64.03992223816356,1.0,416,11,5,0,4,2,2.9000000000000004,True
RFQ731-000272,V8_EXTRACTED,False,x731,CFG731_11a99741e1f7cce9,CFG731_cccd499c66b31e99,x731,100.1027786645146,55.0,154,13,7,0,5,1,1.2,False
RFQ731-000273,V8_EXTRACTED,False,x731,CFG731_70576b93aef3bc09,CFG731_4eb63c13498ac15e,x731,111.06713184481112,34.0,118,16,9,0,4,3,4.1000000000000005,False
RFQ731-000274,V8_EXTRACTED,False,x731,CFG731_ef2da8cd513b19be,CFG731_f2f3c932d1048d8d,x731,101.06919568714405,2.0,114,15,7,0,6,2,2.8,False
RFQ731-000275,V8_EXTRACTED,False,F731WD_DualChannel,CFG731_a4610f5f38e7d946,CFG731_a4610f5f38e7d946,F731WD_DualChannel,111.09224426111909,1.0,406,12,7,0,5,0,0.0,True
RFQ731-000276,V8_EXTRACTED,False,G731ST-LT,CFG731_bd3c08ff576a8cab,CFG731_bd3c08ff576a8cab,G731ST-LT,137.4201382711621,1.0,284,13,10,0,3,0,0.0,True
RFQ731-000277,V8_EXTRACTED,False,x731,CFG731_d6304b0cfae9a548,CFG731_5ffc2d74e4a3fb5a,x731,115.72651649928267,2.0,140,16,8,0,6,2,1.2,False
RFQ731-000278,V8_EXTRACTED,False,x731,CFG731_88a813121973f952,CFG731_e049618b920d59b6,x731,141.97565734845773,5.0,150,17,11,0,4,2,2.9000000000000004,False
RFQ731-000279,V8_EXTRACTED,False,x731,CFG731_353333bad447dbef,CFG731_fd3397424975992e,x731,112.29535150645624,3.0,170,15,6,0,8,1,1.2,False
RFQ731-000280,V8_EXTRACTED,False,G731ST-HT,CFG731_a8031a74f6d1710d,CFG731_e2d64e127f97296d,G731ST-HT,113.18278910359878,,434,15,9,0,4,2,3.1,False
RFQ731-000281,V8_EXTRACTED,False,F731TE,CFG731_54559f782190a122,CFG731_54559f782190a122,F731TE,108.0224605451937,1.0,392,13,8,0,4,1,1.8,True
RFQ731-000282,V8_EXTRACTED,False,x731,CFG731_bfee42801e80594e,CFG731_31b475abe3d16a99,x731,128.71905297256097,5.0,134,16,10,0,4,2,2.7,False
RFQ731-000283,V8_EXTRACTED,False,G731ST-LT,CFG731_bc9146cb8459e9c2,CFG731_a40ab19ad6671fbe,G731ST-LT,125.32890657580104,157.0,280,16,10,0,4,2,2.9000000000000004,False
RFQ731-000284,V8_EXTRACTED,False,F731WD_DualChannel,CFG731_5076f1c2c0488d0e,CFG731_5076f1c2c0488d0e,F731WD_DualChannel,56.91710664753706,1.0,326,9,4,0,4,1,1.3,True
RFQ731-000285,V8_EXTRACTED,False,x731,CFG731_31b82ee906484bbd,CFG731_357a7724550c556f,x731,143.11268149210906,39.0,140,14,10,0,4,0,0.0,False
RFQ731-000286,V8_EXTRACTED,False,G731ST-HT,CFG731_bbffb73f3dff6787,CFG731_bbffb73f3dff6787,G731ST-HT,133.41576394817076,1.0,412,17,10,0,5,2,2.8,True
RFQ731-000287,V8_EXTRACTED,False,x731,CFG731_c9498cf6f4410d44,CFG731_cb9d6c11077bd307,x731,136.59055898493548,17.0,148,15,10,0,4,1,1.3,False
RFQ731-000288,V8_EXTRACTED,False,G731ST-LT,CFG731_395f3e5588a2c3c0,CFG731_395f3e5588a2c3c0,G731ST-LT,98.61059092539456,1.0,234,14,6,0,7,1,1.3,True
RFQ731-000289,V8_EXTRACTED,False,x731,CFG731_935bc110c01e9e85,CFG731_935bc110c01e9e85,x731,118.69694763271163,1.0,142,13,9,0,3,1,1.2,True
RFQ731-000290,V8_EXTRACTED,False,x731,CFG731_8c429238b2628537,CFG731_8c429238b2628537,x731,168.62411464520562,1.0,150,17,14,0,2,1,1.3,True
