rfq_id,target_package,predicted_configuration_id,true_configuration_id,true_rank,error_type,num_changed_characteristics,changed_characteristics,mandatory_requirements,mandatory_matches,mandatory_mismatches,preferred_requirements,preferred_matches,preferred_mismatches,true_mandatory_matches,true_mandatory_mismatches,predicted_score,predicted_package,recommendation_package_aware
RFQ731-000132,x731,CFG731_e116a79dd463fd7e,CFG731_87ce9768865f4127,4.0,TRUE_IN_TOP5,2,stromEingaenge|dynamicGasMaster,11,11,0,3,3,0,11,0,19.749120472447157,x731,false
RFQ731-000133,G731ST-LT,CFG731_a57ffd88d58eb498,CFG731_fa6ab94f1cf566b3,3.0,TRUE_IN_TOP3,1,binaerDigitalOpenColl_MN,11,11,0,3,3,0,11,0,23.590271363226396,G731ST-LT,false
RFQ731-000134,x731,CFG731_6b809c836e3ca8a1,CFG731_5de6ca53a86b09c9,2.0,TRUE_IN_TOP3,1,binaerOpenColl_MP,10,10,0,4,4,0,10,0,20.91266810149736,x731,false
RFQ731-000135,x731,CFG731_cf543b1c3927ab71,CFG731_ede0b25f5f83644d,2.0,TRUE_IN_TOP3,3,stromSchaltbar|temperaturEingaenge|dev_advMeterVerification,8,8,0,5,5,0,8,0,20.156110102044224,x731,false
RFQ731-000136,x731,CFG731_5ea309f998205da7,CFG731_9ccdadb28a07accd,6.0,TRUE_IN_TOP10,2,dev_advMeterVerification|customUserFluid,10,10,0,4,4,0,10,0,21.281151774626046,x731,false
RFQ731-000137,x731,CFG731_efc9d6b915117e15,CFG731_efc9d6b915117e15,1.0,CORRECT_TOP1,0,,10,10,0,5,5,0,10,0,21.21345564266417,x731,false
RFQ731-000138,F731WD_SingleChannel,CFG731_a7d2a5a9ae465701,CFG731_ee8e327bbb737abf,2.0,TRUE_IN_TOP3,2,stromSchaltbar|binaerOpenColl_MP,10,10,0,1,1,0,10,0,25.90038174659436,F731WD_SingleChannel,false
RFQ731-000139,x731,CFG731_5aad423ad5989441,CFG731_72fe206df86509f8,8.0,TRUE_IN_TOP10,1,stromEingaenge,11,11,0,3,3,0,11,0,21.109173723274985,x731,false
RFQ731-000140,G731ST-LT,CFG731_175641fe8d1c7f37,CFG731_175641fe8d1c7f37,1.0,CORRECT_TOP1,0,,8,8,0,7,7,0,8,0,25.863340429364587,G731ST-LT,false
RFQ731-000141,G731ST-HT,CFG731_2a989bd6dba74d9f,CFG731_b7a7770d19b6f648,4.0,TRUE_IN_TOP5,2,stromSchaltbar|temperaturEingaenge,13,13,0,1,1,0,13,0,25.646304111056885,G731ST-HT,false
RFQ731-000142,x731,CFG731_e3b7a52ea0694eb1,CFG731_e3b7a52ea0694eb1,1.0,CORRECT_TOP1,0,,9,9,0,5,5,0,9,0,21.14512740565296,x731,false
RFQ731-000143,x731,CFG731_91e51485b56960b2,CFG731_8e5ce09a779d2284,2.0,TRUE_IN_TOP3,3,stromSchaltbar|stromEingaenge|temperaturEingaenge,13,13,0,1,1,0,13,0,19.749176238335373,x731,false
RFQ731-000144,x731,CFG731_2683cf7e09782f5e,CFG731_2683cf7e09782f5e,1.0,CORRECT_TOP1,0,,10,10,0,6,6,0,10,0,22.62841662476227,x731,false
RFQ731-000145,x731,CFG731_fa2849b259355775,CFG731_1d294b2de760852b,3.0,TRUE_IN_TOP3,1,temperaturEingaenge,8,8,0,6,6,0,8,0,21.614092089735404,x731,false
RFQ731-000146,x731,CFG731_ebb861c404a79d91,CFG731_fd10dd35c97df399,3.0,TRUE_IN_TOP3,1,stromEingaenge,10,10,0,4,4,0,10,0,20.801920844115852,x731,false
RFQ731-000147,x731,CFG731_91e51485b56960b2,CFG731_b83ac25dbd4e47ee,3.0,TRUE_IN_TOP3,2,stromSchaltbar|temperaturEingaenge,11,11,0,4,4,0,11,0,21.167518804243624,x731,false
RFQ731-000148,x731,CFG731_296392aa95929245,CFG731_1b8054cb5a92e4fa,7.0,TRUE_IN_TOP10,2,stromEingaenge|dev_advMeterVerification,9,9,0,3,3,0,9,0,17.597690859243592,x731,false
RFQ731-000149,x731,CFG731_8f470181ad32eeae,CFG731_88a813121973f952,2.0,TRUE_IN_TOP3,1,stromSchaltbar,12,12,0,4,4,0,12,0,23.88273349922887,x731,false
RFQ731-000150,x731,CFG731_c39096767a7ae083,CFG731_ef02695e374fc418,2.0,TRUE_IN_TOP3,3,stromSchaltbar|temperaturEingaenge|dev_advMeterVerification,12,12,0,2,2,0,12,0,20.370116454090194,x731,false
RFQ731-000151,F731WD_DualChannel,CFG731_819cb4e76943eca6,CFG731_819cb4e76943eca6,1.0,CORRECT_TOP1,0,,10,10,0,3,3,0,10,0,32.30861569119556,F731WD_DualChannel,false
RFQ731-000152,x731,CFG731_353333bad447dbef,CFG731_bd51fba2aacb1a3c,2.0,TRUE_IN_TOP3,2,stromSchaltbar|binaerOpenColl_MP,6,6,0,7,7,0,6,0,18.62638281261792,x731,false
RFQ731-000153,x731,CFG731_0fbee36816b7af98,CFG731_0fbee36816b7af98,1.0,CORRECT_TOP1,0,,13,13,0,4,4,0,13,0,24.76533442179821,x731,false
RFQ731-000154,G731CA,CFG731_d2a75fda6f761c1b,CFG731_24b3128196e55c23,2.0,TRUE_IN_TOP3,2,stromSchaltbar|binaerOpenColl_MP,9,9,0,3,3,0,9,0,25.48800431501691,G731CA,false
RFQ731-000155,G731ST-LT,CFG731_3c070a82e4102784,CFG731_00533f723f7496de,4.0,TRUE_IN_TOP5,1,temperaturEingaenge,10,10,0,4,4,0,10,0,24.580168352690205,G731ST-LT,false
RFQ731-000156,x731,CFG731_91e51485b56960b2,CFG731_91e51485b56960b2,1.0,CORRECT_TOP1,0,,10,10,0,7,7,0,10,0,23.976816455089697,x731,false
RFQ731-000157,x731,CFG731_97c654bf006e698e,CFG731_97c654bf006e698e,1.0,CORRECT_TOP1,0,,7,7,0,7,7,0,7,0,21.178198085234317,x731,false
RFQ731-000158,x731,CFG731_a70e307c2ffca857,CFG731_695e540255cc94da,3.0,TRUE_IN_TOP3,1,binaerOpenColl_MP,10,10,0,3,3,0,10,0,20.845676825068484,x731,false
RFQ731-000159,x731,CFG731_0db950a4979d2c52,CFG731_fa6b5a7df55858c0,2.0,TRUE_IN_TOP3,1,stromSchaltbar,11,11,0,5,5,0,11,0,23.16127590853137,x731,false
RFQ731-000160,x731,CFG731_5331dc313830f4cb,CFG731_5331dc313830f4cb,1.0,CORRECT_TOP1,0,,9,9,0,5,5,0,9,0,20.04058256976874,x731,false
RFQ731-000161,x731,CFG731_e201a8a6e4588b00,CFG731_e201a8a6e4588b00,1.0,CORRECT_TOP1,0,,10,10,0,4,4,0,10,0,20.410890056980406,x731,false
RFQ731-000162,x731,CFG731_5dd42015f6f61801,CFG731_65da22cd215fbcf6,2.0,TRUE_IN_TOP3,1,temperaturEingaenge,10,10,0,6,6,0,10,0,22.57940418084109,x731,false
RFQ731-000163,G731ST-LT,CFG731_49cd4cbef1081333,CFG731_49cd4cbef1081333,1.0,CORRECT_TOP1,0,,13,13,0,2,2,0,13,0,25.035793621496047,G731ST-LT,false
RFQ731-000164,x731,CFG731_9c182e1af1606c9d,CFG731_9c182e1af1606c9d,1.0,CORRECT_TOP1,0,,9,9,0,5,5,0,9,0,20.807551247901063,x731,false
RFQ731-000165,G731ST-HT,CFG731_646d8903da63e1f0,CFG731_00e033bb831be6d5,3.0,TRUE_IN_TOP3,1,temperaturEingaenge,4,4,0,10,10,0,4,0,25.639846921746106,G731ST-HT,false
RFQ731-000166,x731,CFG731_a2313bdd95c38f2d,CFG731_d0bd848c8f934b33,,TRUE_UNRANKED,2,stromEingaenge|temperaturEingaenge,11,11,0,2,2,0,11,0,20.11141422950992,x731,false
RFQ731-000167,x731,CFG731_c41fd04f9eea78e7,CFG731_c41fd04f9eea78e7,1.0,CORRECT_TOP1,0,,7,7,0,7,7,0,7,0,23.25347762961966,x731,false
RFQ731-000168,x731,CFG731_6b36d25fda044bf5,CFG731_6b36d25fda044bf5,1.0,CORRECT_TOP1,0,,12,12,0,4,4,0,12,0,22.46144945443148,x731,false
RFQ731-000169,G731ST-HT,CFG731_b3ed2928d6d65710,CFG731_b3ed2928d6d65710,1.0,CORRECT_TOP1,0,,12,12,0,2,2,0,12,0,25.4350394787327,G731ST-HT,false
RFQ731-000170,F731WD_SingleChannel,CFG731_e98d2be876599c40,CFG731_e98d2be876599c40,1.0,CORRECT_TOP1,0,,10,10,0,3,3,0,10,0,34.75499937453291,F731WD_SingleChannel,false
RFQ731-000171,F731PW,CFG731_956456fc074ebc5a,CFG731_956456fc074ebc5a,1.0,CORRECT_TOP1,0,,10,10,0,2,2,0,10,0,35.15118328057918,F731PW,false
RFQ731-000172,x731,CFG731_219ac3d01befd6d1,CFG731_9d1ffcce07240574,4.0,TRUE_IN_TOP5,2,stromSchaltbar|temperaturEingaenge,10,10,0,4,4,0,10,0,20.28184227617364,x731,false
RFQ731-000173,G731ST-HT,CFG731_288e4c99b4e02895,CFG731_1b33a9ed446bc0fd,6.0,TRUE_IN_TOP10,2,stromSchaltbar|binaerDigitalOpenColl_MN,11,11,0,1,1,0,11,0,21.593649774219845,G731ST-HT,false
RFQ731-000174,x731,CFG731_e049618b920d59b6,CFG731_d05c8278d6301e9d,5.0,TRUE_IN_TOP5,2,stromEingaenge|binaerDigitalOpenColl_MN,9,9,0,5,5,0,9,0,20.3316159450421,x731,false
RFQ731-000175,G731ST-LT,CFG731_0fdf5c36c9c41e69,CFG731_0fdf5c36c9c41e69,1.0,CORRECT_TOP1,0,,14,14,0,2,2,0,14,0,26.639852134762897,G731ST-LT,false
RFQ731-000176,G731ST-HT,CFG731_2a989bd6dba74d9f,CFG731_84b16be5aab3bf9b,2.0,TRUE_IN_TOP3,1,stromEingaenge,12,12,0,3,3,0,12,0,27.037259195994704,G731ST-HT,false
RFQ731-000177,x731,CFG731_8c8856d21252930e,CFG731_4e6e53642a913f1a,6.0,TRUE_IN_TOP10,2,stromSchaltbar|binaerOpenColl_MP,6,6,0,6,6,0,6,0,19.54817928142922,x731,false
RFQ731-000178,x731,CFG731_5e61ce3b60d15e11,CFG731_cccd499c66b31e99,2.0,TRUE_IN_TOP3,1,dev_advMeterVerification,13,13,0,3,3,0,13,0,23.81795399917837,x731,false
RFQ731-000179,x731,CFG731_fd7b09f495a568bc,CFG731_fd7b09f495a568bc,1.0,CORRECT_TOP1,0,,8,8,0,5,5,0,8,0,21.638759205504773,x731,false
RFQ731-000180,G731ST-LT,CFG731_ae2e4cfccaff4f50,CFG731_75db38d1df65a8f3,8.0,TRUE_IN_TOP10,2,temperaturEingaenge|binaerDigitalOpenColl_MN,9,9,0,4,4,0,9,0,22.19931627828857,G731ST-LT,false
RFQ731-000181,x731,CFG731_5be5a82ac0b29989,CFG731_5be5a82ac0b29989,1.0,CORRECT_TOP1,0,,11,11,0,2,2,0,11,0,22.247869374211067,x731,false
RFQ731-000182,x731,CFG731_3b2a32abbf148ca1,CFG731_7c35d25e0c12df82,3.0,TRUE_IN_TOP3,2,dynamicGasMaster|customUserFluid,10,10,0,5,5,0,10,0,21.47682668433629,x731,false
RFQ731-000183,x731,CFG731_db395082b1a3b8ac,CFG731_db395082b1a3b8ac,1.0,CORRECT_TOP1,0,,9,9,0,5,5,0,9,0,22.940611540664392,x731,false
RFQ731-000184,x731,CFG731_e08dfad4737be3d9,CFG731_9cedc4ecc45a4b46,2.0,TRUE_IN_TOP3,2,stromEingaenge|dev_advMeterVerification,12,12,0,3,3,0,12,0,22.90114821592039,x731,false
RFQ731-000185,x731,CFG731_2683cf7e09782f5e,CFG731_cbcc0cf44cde6b53,3.0,TRUE_IN_TOP3,1,dev_advMeterVerification,12,12,0,3,3,0,12,0,21.540742124282755,x731,false
RFQ731-000186,x731,CFG731_353333bad447dbef,CFG731_0ef26d136a7182e8,2.0,TRUE_IN_TOP3,2,stromSchaltbar|temperaturEingaenge,9,9,0,4,4,0,9,0,19.54423466871048,x731,false
RFQ731-000187,x731,CFG731_241d60e6ef5278be,CFG731_56f0dbd067fcbe02,5.0,TRUE_IN_TOP5,3,stromSchaltbar|stromEingaenge|customUserFluid,7,7,0,6,6,0,7,0,19.010312006407435,x731,false
RFQ731-000188,x731,CFG731_fde1ab2a4808b544,CFG731_a1cadf8c4a6793ba,4.0,TRUE_IN_TOP5,2,dev_advMeterVerification|customUserFluid,11,11,0,3,3,0,11,0,20.80074371124753,x731,false
RFQ731-000189,F731PW,CFG731_956456fc074ebc5a,CFG731_956456fc074ebc5a,1.0,CORRECT_TOP1,0,,8,8,0,4,4,0,8,0,35.15118328057918,F731PW,false
RFQ731-000190,G731CA,CFG731_d2a75fda6f761c1b,CFG731_d2a75fda6f761c1b,1.0,CORRECT_TOP1,0,,13,13,0,1,1,0,13,0,34.49260001542188,G731CA,false
RFQ731-000191,x731,CFG731_b1196e0942d6104e,CFG731_b1196e0942d6104e,1.0,CORRECT_TOP1,0,,11,11,0,2,2,0,11,0,21.48878113303836,x731,false
RFQ731-000192,G731CA,CFG731_d97c333965654bd3,CFG731_d97c333965654bd3,1.0,CORRECT_TOP1,0,,7,7,0,5,5,0,7,0,25.445809250813937,G731CA,false
RFQ731-000193,G731ST-LT,CFG731_87d8ba5b87cf0a3f,CFG731_9e44a82e6c1db982,5.0,TRUE_IN_TOP5,2,stromEingaenge|temperaturEingaenge,11,11,0,2,2,0,11,0,22.72157556398946,G731ST-LT,false
RFQ731-000194,x731,CFG731_3a6a87d7cf07cb7c,CFG731_1490cd30a236283e,2.0,TRUE_IN_TOP3,1,dynamicGasMaster,10,10,0,4,4,0,10,0,19.48110559410024,x731,false
RFQ731-000195,x731,CFG731_6f8c15548921e4c2,CFG731_75b93da9dd9b0316,3.0,TRUE_IN_TOP3,1,binaerOpenColl_MP,9,9,0,4,4,0,9,0,20.5007229395794,x731,false
RFQ731-000196,x731,CFG731_260c36430f7c2d03,CFG731_260c36430f7c2d03,1.0,CORRECT_TOP1,0,,12,12,0,2,2,0,12,0,24.010745481975945,x731,false
RFQ731-000197,x731,CFG731_073f991a6c9a4683,CFG731_59f73311cf3c5679,2.0,TRUE_IN_TOP3,1,dynamicGasMaster,12,12,0,4,4,0,12,0,22.81335851195809,x731,false
RFQ731-000198,x731,CFG731_8c50542218db5cb0,CFG731_8c50542218db5cb0,1.0,CORRECT_TOP1,0,,15,15,0,1,1,0,15,0,23.48160273513872,x731,false
RFQ731-000199,G731ST-LT,CFG731_455da2f832a6b66d,CFG731_da6b811731deb07d,5.0,TRUE_IN_TOP5,1,binaerOpenColl_MP,13,13,0,1,1,0,13,0,23.088734580576126,G731ST-LT,false
RFQ731-000200,x731,CFG731_140a9819128d92da,CFG731_140a9819128d92da,1.0,CORRECT_TOP1,0,,10,10,0,4,4,0,10,0,19.83550899185857,x731,false
RFQ731-000201,x731,CFG731_b1693ef6b18686ac,CFG731_a4b44df449e9d78d,2.0,TRUE_IN_TOP3,1,dynamicGasMaster,11,11,0,4,4,0,11,0,20.645402077276454,x731,false
RFQ731-000202,x731,CFG731_8f470181ad32eeae,CFG731_7f6c0412b6d497fb,3.0,TRUE_IN_TOP3,2,stromEingaenge|customUserFluid,11,11,0,4,4,0,11,0,22.850360538077144,x731,false
RFQ731-000203,G731ST-HT,CFG731_a56f1437a0b4ca31,CFG731_e489ae1a5426e276,2.0,TRUE_IN_TOP3,1,stromSchaltbar,10,10,0,5,5,0,10,0,26.959326256899544,G731ST-HT,false
RFQ731-000204,F731TE,CFG731_3794187f0a0c3133,CFG731_344778a042931752,2.0,TRUE_IN_TOP3,2,stromSchaltbar|binaerOpenColl_MP,9,9,0,2,2,0,9,0,29.705916209934024,F731TE,false
RFQ731-000205,x731,CFG731_038a2660d5cee54f,CFG731_038a2660d5cee54f,1.0,CORRECT_TOP1,0,,13,13,0,3,3,0,13,0,22.85555357616106,x731,false
RFQ731-000206,x731,CFG731_6e096e946540ab4e,CFG731_6e096e946540ab4e,1.0,CORRECT_TOP1,0,,12,12,0,5,5,0,12,0,23.91552989523192,x731,false
RFQ731-000207,F731TE,CFG731_8b8ba7e2341f1295,CFG731_8b8ba7e2341f1295,1.0,CORRECT_TOP1,0,,10,10,0,3,3,0,10,0,37.62369419029741,F731TE,false
RFQ731-000208,F731PW,CFG731_92efd7a3c43da152,CFG731_92efd7a3c43da152,1.0,CORRECT_TOP1,0,,8,8,0,4,4,0,8,0,35.610524999026474,F731PW,false
RFQ731-000209,x731,CFG731_23aa00a5306a83b2,CFG731_23aa00a5306a83b2,1.0,CORRECT_TOP1,0,,10,10,0,5,5,0,10,0,22.132068723704005,x731,false
RFQ731-000210,F731WD_DualChannel,CFG731_819cb4e76943eca6,CFG731_819cb4e76943eca6,1.0,CORRECT_TOP1,0,,8,8,0,5,5,0,8,0,32.30861569119556,F731WD_DualChannel,false
RFQ731-000211,F731WD_SingleChannel,CFG731_a7d2a5a9ae465701,CFG731_ee8e327bbb737abf,2.0,TRUE_IN_TOP3,2,stromSchaltbar|binaerOpenColl_MP,11,11,0,0,0,0,11,0,25.90038174659436,F731WD_SingleChannel,false
RFQ731-000212,x731,CFG731_75466cb810218a66,CFG731_09db81b4dee54f57,4.0,TRUE_IN_TOP5,1,customUserFluid,9,9,0,4,4,0,9,0,20.396003181225083,x731,false
RFQ731-000213,x731,CFG731_f430d8ebe4134533,CFG731_c42374cc9dea3494,3.0,TRUE_IN_TOP3,2,dev_advMeterVerification|customUserFluid,8,8,0,6,6,0,8,0,20.779614991975777,x731,false
RFQ731-000214,G731CA,CFG731_b97ce0f180acf155,CFG731_b97ce0f180acf155,1.0,CORRECT_TOP1,0,,10,10,0,4,4,0,10,0,30.239808418487417,G731CA,false
RFQ731-000215,G731CA,CFG731_5bfe9492c76587ec,CFG731_5bfe9492c76587ec,1.0,CORRECT_TOP1,0,,12,12,0,2,2,0,12,0,35.89643793735161,G731CA,false
RFQ731-000216,x731,CFG731_da5f98932a1c6afd,CFG731_da5f98932a1c6afd,1.0,CORRECT_TOP1,0,,10,10,0,4,4,0,10,0,20.822283156759056,x731,false
RFQ731-000217,F731PW,CFG731_92efd7a3c43da152,CFG731_92efd7a3c43da152,1.0,CORRECT_TOP1,0,,6,6,0,6,6,0,6,0,35.610524999026474,F731PW,false
RFQ731-000218,x731,CFG731_fd3397424975992e,CFG731_ef7dc9987c0ff289,2.0,TRUE_IN_TOP3,1,dev_advMeterVerification,9,9,0,5,5,0,9,0,20.394202133762537,x731,false
RFQ731-000219,F731TE,CFG731_b27467571d893d92,CFG731_b27467571d893d92,1.0,CORRECT_TOP1,0,,9,9,0,2,2,0,9,0,30.20745299258429,F731TE,false
RFQ731-000220,x731,CFG731_6e27958dc8215006,CFG731_6e27958dc8215006,1.0,CORRECT_TOP1,0,,13,13,0,3,3,0,13,0,23.05019727261671,x731,false
RFQ731-000221,F731TE,CFG731_d8c69b7395beabbb,CFG731_d8c69b7395beabbb,1.0,CORRECT_TOP1,0,,12,12,0,1,1,0,12,0,38.80183643608151,F731TE,false
RFQ731-000222,x731,CFG731_7ffc09802c7b60bf,CFG731_917fc613cc9bf56a,2.0,TRUE_IN_TOP3,2,temperaturEingaenge|dev_advMeterVerification,12,12,0,2,2,0,12,0,20.037649239561134,x731,false
RFQ731-000223,G731ST-HT,CFG731_fcc72e9951376cf3,CFG731_fcc72e9951376cf3,1.0,CORRECT_TOP1,0,,10,10,0,6,6,0,10,0,28.74587391222904,G731ST-HT,false
RFQ731-000224,x731,CFG731_9e4fccece4d272d3,CFG731_192157d53112de14,5.0,TRUE_IN_TOP5,2,stromSchaltbar|temperaturEingaenge,10,10,0,4,4,0,10,0,19.88814333587553,x731,false
RFQ731-000225,F731TE,CFG731_3794187f0a0c3133,CFG731_344778a042931752,2.0,TRUE_IN_TOP3,2,stromSchaltbar|binaerOpenColl_MP,9,9,0,2,2,0,9,0,29.705916209934024,F731TE,false
RFQ731-000226,x731,CFG731_c7c53fc5541f1dc1,CFG731_48a4e554ffcf39e6,3.0,TRUE_IN_TOP3,1,customUserFluid,10,10,0,4,4,0,10,0,20.314414374741467,x731,false
RFQ731-000227,x731,CFG731_9a5bfa9148a9b604,CFG731_9a5bfa9148a9b604,1.0,CORRECT_TOP1,0,,10,10,0,4,4,0,10,0,24.301017632302027,x731,false
RFQ731-000228,G731ST-LT,CFG731_49cd4cbef1081333,CFG731_49cd4cbef1081333,1.0,CORRECT_TOP1,0,,11,11,0,4,4,0,11,0,25.035793621496047,G731ST-LT,false
RFQ731-000229,G731ST-LT,CFG731_a40ab19ad6671fbe,CFG731_cc64ce3eaedacb17,2.0,TRUE_IN_TOP3,2,stromEingaenge|temperaturEingaenge,10,10,0,4,4,0,10,0,24.175656004789904,G731ST-LT,false
RFQ731-000230,G731CA,CFG731_0738cd529389f266,CFG731_0738cd529389f266,1.0,CORRECT_TOP1,0,,13,13,0,1,1,0,13,0,31.9359459294427,G731CA,false
RFQ731-000231,x731,CFG731_782675d8823078bc,CFG731_8e2d07b105a096f1,4.0,TRUE_IN_TOP5,1,stromEingaenge,11,11,0,4,4,0,11,0,21.866567052978844,x731,false
RFQ731-000232,G731ST-HT,CFG731_3f42c988dc83cb23,CFG731_b5710e5f11e2cbc2,4.0,TRUE_IN_TOP5,1,stromEingaenge,10,10,0,4,4,0,10,0,25.751984721529897,G731ST-HT,false
RFQ731-000233,x731,CFG731_2d0a81ff4ec49480,CFG731_f9b0b8723f7e8c60,3.0,TRUE_IN_TOP3,2,stromEingaenge|customUserFluid,10,10,0,5,5,0,10,0,21.82872678029624,x731,false
RFQ731-000234,x731,CFG731_31c4aded40f9387f,CFG731_31c4aded40f9387f,1.0,CORRECT_TOP1,0,,11,11,0,5,5,0,11,0,23.26146190494089,x731,false
RFQ731-000235,G731ST-LT,CFG731_d124ccffa669c3a2,CFG731_50a4a25852666336,3.0,TRUE_IN_TOP3,1,binaerDigitalOpenColl_MN,9,9,0,6,6,0,9,0,25.008613929134643,G731ST-LT,false
RFQ731-000236,G731CA,CFG731_691a8f2ff165671d,CFG731_691a8f2ff165671d,1.0,CORRECT_TOP1,0,,10,10,0,2,2,0,10,0,26.623951496598032,G731CA,false
RFQ731-000237,x731,CFG731_26a55fc6510692e1,CFG731_bd00839e452c6958,5.0,TRUE_IN_TOP5,1,customUserFluid,11,11,0,2,2,0,11,0,18.902528998144003,x731,false
RFQ731-000238,x731,CFG731_8153d67c519453a2,CFG731_8153d67c519453a2,1.0,CORRECT_TOP1,0,,6,6,0,9,9,0,6,0,21.730161190919983,x731,false
RFQ731-000239,G731ST-LT,CFG731_10085782ed0991cf,CFG731_613ed23f00a94a96,2.0,TRUE_IN_TOP3,1,stromSchaltbar,9,9,0,6,6,0,9,0,25.687308476612724,G731ST-LT,false
RFQ731-000240,G731ST-LT,CFG731_8da1da530d6ae54d,CFG731_8da1da530d6ae54d,1.0,CORRECT_TOP1,0,,12,12,0,4,4,0,12,0,27.431661067739245,G731ST-LT,false
RFQ731-000241,x731,CFG731_57a2b410fc32b41a,CFG731_c821f5044ae6d2ab,2.0,TRUE_IN_TOP3,1,stromEingaenge,11,11,0,3,3,0,11,0,20.06950306494273,x731,false
RFQ731-000242,x731,CFG731_7afa5501026394f9,CFG731_7afa5501026394f9,1.0,CORRECT_TOP1,0,,10,10,0,3,3,0,10,0,21.63650917233036,x731,false
RFQ731-000243,x731,CFG731_608c0251ef380592,CFG731_608c0251ef380592,1.0,CORRECT_TOP1,0,,12,12,0,4,4,0,12,0,24.273411668115067,x731,false
RFQ731-000244,x731,CFG731_353333bad447dbef,CFG731_5a14e01af9745dda,2.0,TRUE_IN_TOP3,1,customUserFluid,11,11,0,3,3,0,11,0,21.28542148351264,x731,false
RFQ731-000245,G731CA,CFG731_2aca30183aab25a9,CFG731_f235f4dd7693c885,2.0,TRUE_IN_TOP3,2,stromSchaltbar|binaerOpenColl_MP,8,8,0,4,4,0,8,0,21.38519079054886,G731CA,false
RFQ731-000246,G731ST-LT,CFG731_4772bedc40328ae2,CFG731_4772bedc40328ae2,1.0,CORRECT_TOP1,0,,10,10,0,5,5,0,10,0,25.8276025544724,G731ST-LT,false
RFQ731-000247,G731ST-HT,CFG731_a56f1437a0b4ca31,CFG731_86a2340212c01d2a,2.0,TRUE_IN_TOP3,2,stromSchaltbar|temperaturEingaenge,11,11,0,3,3,0,11,0,25.604109046853917,G731ST-HT,false
RFQ731-000248,x731,CFG731_3ab6d9037260e8b1,CFG731_25c733523f45b8a2,6.0,TRUE_IN_TOP10,1,temperaturEingaenge,10,10,0,3,3,0,10,0,19.344145848160537,x731,false
RFQ731-000249,x731,CFG731_edd62f5541be2bb0,CFG731_edd62f5541be2bb0,1.0,CORRECT_TOP1,0,,9,9,0,5,5,0,9,0,19.691749070480466,x731,false
RFQ731-000250,x731,CFG731_fa063863b8688588,CFG731_0e3baae8e946721c,3.0,TRUE_IN_TOP3,1,temperaturEingaenge,10,10,0,3,3,0,10,0,20.121905241355588,x731,false
RFQ731-000251,x731,CFG731_579057193c092394,CFG731_579057193c092394,1.0,CORRECT_TOP1,0,,11,11,0,4,4,0,11,0,20.602856665730737,x731,false
RFQ731-000252,x731,CFG731_b7c5e5eddd92ed3a,CFG731_bb5aee8a4ae4203d,5.0,TRUE_IN_TOP5,1,binaerDigitalOpenColl_MN,11,11,0,2,2,0,11,0,18.378198989968787,x731,false
RFQ731-000253,x731,CFG731_3399b9d467bfc71a,CFG731_3399b9d467bfc71a,1.0,CORRECT_TOP1,0,,13,13,0,1,1,0,13,0,21.936936338629312,x731,false
RFQ731-000254,x731,CFG731_8d2d91c46ccfb471,CFG731_ff3460f478ef969b,2.0,TRUE_IN_TOP3,1,stromSchaltbar,11,11,0,5,5,0,11,0,23.662812691181635,x731,false
RFQ731-000255,x731,CFG731_782638eae748ba9a,CFG731_1243cfc726284db9,6.0,TRUE_IN_TOP10,2,stromSchaltbar|stromEingaenge,9,9,0,4,4,0,9,0,18.952908069289222,x731,false
RFQ731-000256,G731ST-HT,CFG731_a56f1437a0b4ca31,CFG731_a56f1437a0b4ca31,1.0,CORRECT_TOP1,0,,11,11,0,5,5,0,11,0,28.413406697699983,G731ST-HT,false
RFQ731-000257,x731,CFG731_3b2a32abbf148ca1,CFG731_f3a077220d123b51,5.0,TRUE_IN_TOP5,3,stromSchaltbar|stromEingaenge|dev_advMeterVerification,9,9,0,5,5,0,9,0,20.2647960340246,x731,false
RFQ731-000258,G731ST-HT,CFG731_bbffb73f3dff6787,CFG731_920bf82480de0a61,2.0,TRUE_IN_TOP3,2,stromEingaenge|temperaturEingaenge,12,12,0,2,2,0,12,0,25.780140999605777,G731ST-HT,false
RFQ731-000259,x731,CFG731_7630270d2245c283,CFG731_7630270d2245c283,1.0,CORRECT_TOP1,0,,12,12,0,4,4,0,12,0,23.306760777635297,x731,false
RFQ731-000260,x731,CFG731_8c50542218db5cb0,CFG731_de5e29fe1f740f3e,3.0,TRUE_IN_TOP3,1,binaerDigitalOpenColl_MN,12,12,0,3,3,0,12,0,21.49880581932661,x731,false
RFQ731-000261,x731,CFG731_3662a471d9ce3167,CFG731_b757671ab14f2876,2.0,TRUE_IN_TOP3,1,stromEingaenge,11,11,0,4,4,0,11,0,21.19160448391597,x731,false
RFQ731-000262,x731,CFG731_f84558a188ec14c0,CFG731_f84558a188ec14c0,1.0,CORRECT_TOP1,0,,9,9,0,5,5,0,9,0,21.57142392495213,x731,false
RFQ731-000263,G731ST-LT,CFG731_a40ab19ad6671fbe,CFG731_a40ab19ad6671fbe,1.0,CORRECT_TOP1,0,,12,12,0,4,4,0,12,0,26.949215780743785,G731ST-LT,false
RFQ731-000264,x731,CFG731_70b38ab75d3ca724,CFG731_567b2aa90592cf41,6.0,TRUE_IN_TOP10,3,stromSchaltbar|dev_advMeterVerification|customUserFluid,9,9,0,3,3,0,9,0,17.753567937806707,x731,false
