rfq_id,customer_id,customer_name,customer_type,industry,country,currency,payment_terms,delivery_terms,project_name,application,rfq_status,generation_version
RFQ731-000158,CUST73100025,Advanced Measurement Technologies S.A.,End User,Oil & Gas,France,EUR,within 30 days net,CPT,Process Instrumentation Upgrade,gas processing,OPEN,V2
RFQ731-000159,CUST73100156,Global Measurement Technologies AG,End User,Oil & Gas,France,EUR,within 30 days net,DAP,New Production Line,gas processing,OPEN,V2
RFQ731-000160,CUST73100076,Sterling Industrial Services B.V.,Engineering Company,Manufacturing,United Arab Emirates,USD,within 30 days net,DAP,New Production Line,production process monitoring,OPEN,V2
RFQ731-000161,CUST73100146,Precision Engineering Solutions AG,End User,Pharmaceutical,Türkiye,EUR,advance payment,FCA,Process Expansion Project,pharmaceutical process monitoring,OPEN,V2
RFQ731-000162,CUST73100024,Evergreen Automation Systems S.A.,End User,Manufacturing,Germany,EUR,within 90 days net,CPT,Process Expansion Project,production line monitoring,OPEN,V2
RFQ731-000163,CUST73100084,Nova Petrochemical Solutions Ltd.,System Integrator,Chemical,United Kingdom,GBP,within 60 days net,CPT,Plant Modernisation Project,plant utility measurement,OPEN,V2
RFQ731-000164,CUST73100223,Precision Instrumentation Ltd.,End User,Chemical,France,EUR,within 45 days net,CPT,Metering System Replacement,plant utility measurement,OPEN,V2
RFQ731-000165,CUST73100196,Quantum Industrial Technologies B.V.,Engineering Company,Food & Beverage,France,EUR,within 30 days net,CPT,Measurement System Upgrade,production utility monitoring,OPEN,V2
RFQ731-000166,CUST73100040,Atlas Engineering Solutions GmbH,EPC Contractor,Water & Wastewater,Italy,EUR,within 30 days net,CPT,Metering System Replacement,water treatment,OPEN,V2
RFQ731-000167,CUST73100138,Delta Energy Systems B.V.,EPC Contractor,Chemical,Türkiye,EUR,within 30 days net,FCA,Process Expansion Project,chemical process measurement,OPEN,V2
RFQ731-000168,CUST73100213,Horizon Petrochemical Solutions GmbH,End User,Power & Utilities,Germany,EUR,within 90 days net,FCA,Measurement Infrastructure Upgrade,utility measurement,OPEN,V2
RFQ731-000169,CUST73100122,Advanced Industrial Services B.V.,End User,Water & Wastewater,Saudi Arabia,USD,within 90 days net,DDP,Process Expansion Project,utility water measurement,OPEN,V2
RFQ731-000170,CUST73100151,Dynamic Energy Systems AG,EPC Contractor,Pharmaceutical,Italy,EUR,within 90 days net,FCA,Plant Modernisation Project,production process monitoring,OPEN,V2
RFQ731-000171,CUST73100154,United Instrumentation Ltd.,End User,Engineering & EPC,Germany,EUR,within 60 days net,CPT,Process Expansion Project,plant engineering project,OPEN,V2
RFQ731-000172,CUST73100092,Summit Instrumentation FZE,Engineering Company,Mining & Metals,France,EUR,within 60 days net,DAP,Measurement System Upgrade,process water measurement,OPEN,V2
RFQ731-000173,CUST73100035,Delta Automation Systems AG,End User,Manufacturing,Türkiye,EUR,within 30 days net,CPT,New Plant Installation,production process monitoring,OPEN,V2
RFQ731-000174,CUST73100241,Prime Process Automation AG,End User,Chemical,France,EUR,within 60 days net,CPT,Process Instrumentation Upgrade,batch process monitoring,OPEN,V2
RFQ731-000175,CUST73100064,Dynamic Automation Systems AG,End User,Pharmaceutical,Netherlands,EUR,advance payment,DAP,Measurement Infrastructure Upgrade,controlled process measurement,OPEN,V2
RFQ731-000176,CUST73100013,Delta Industrial Services FZE,End User,Food & Beverage,Saudi Arabia,USD,within 45 days net,DAP,Metering System Replacement,food production,OPEN,V2
RFQ731-000177,CUST73100177,Integrated Petrochemical Solutions S.A.,End User,Engineering & EPC,India,EUR,within 60 days net,EXW,New Plant Installation,industrial process measurement,OPEN,V2
RFQ731-000178,CUST73100198,Summit Process Systems AG,End User,Food & Beverage,Italy,EUR,within 60 days net,DDP,Measurement System Upgrade,sanitary process measurement,OPEN,V2
RFQ731-000179,CUST73100158,Advanced Automation Systems AG,EPC Contractor,Engineering & EPC,Netherlands,EUR,within 30 days net,CPT,Process Instrumentation Upgrade,industrial process measurement,OPEN,V2
RFQ731-000180,CUST73100146,Precision Engineering Solutions AG,End User,Pharmaceutical,Türkiye,EUR,advance payment,FCA,Process Instrumentation Upgrade,controlled process measurement,OPEN,V2
RFQ731-000181,CUST73100072,Orion Process Engineering Ltd.,End User,Chemical,Germany,EUR,within 90 days net,CPT,Process Automation Project,batch process monitoring,OPEN,V2
RFQ731-000182,CUST73100171,Precision Measurement Technologies AG,End User,Power & Utilities,Germany,EUR,advance payment,FCA,Measurement System Upgrade,energy infrastructure,OPEN,V2
RFQ731-000183,CUST73100092,Summit Instrumentation FZE,Engineering Company,Mining & Metals,France,EUR,within 60 days net,DAP,Process Instrumentation Upgrade,process water measurement,OPEN,V2
RFQ731-000184,CUST73100002,Nova Industrial Services S.A.,End User,Pharmaceutical,France,EUR,within 45 days net,FCA,Metering System Replacement,clean utility measurement,OPEN,V2
RFQ731-000185,CUST73100057,Advanced Energy Systems Ltd.,EPC Contractor,Food & Beverage,Türkiye,EUR,within 45 days net,FCA,Measurement Infrastructure Upgrade,sanitary process measurement,OPEN,V2
RFQ731-000186,CUST73100006,Nexon Automation Systems S.A.,End User,Water & Wastewater,Türkiye,EUR,within 30 days net,CPT,Metering System Replacement,treatment plant monitoring,OPEN,V2
RFQ731-000187,CUST73100179,Dynamic Industrial Technologies S.A.,End User,Power & Utilities,Saudi Arabia,USD,within 45 days net,EXW,Process Automation Project,process monitoring,OPEN,V2
RFQ731-000188,CUST73100101,Precision Engineering Solutions FZE,End User,Mining & Metals,Germany,EUR,within 30 days net,DAP,Measurement Infrastructure Upgrade,mineral processing,OPEN,V2
RFQ731-000189,CUST73100074,Industrial Automation Systems AG,System Integrator,Power & Utilities,India,EUR,advance payment,DDP,Process Expansion Project,process monitoring,OPEN,V2
RFQ731-000190,CUST73100138,Delta Energy Systems B.V.,EPC Contractor,Chemical,Türkiye,EUR,within 30 days net,FCA,Measurement Infrastructure Upgrade,plant utility measurement,OPEN,V2
RFQ731-000191,CUST73100188,Pioneer Instrumentation S.A.,End User,Oil & Gas,Türkiye,EUR,within 60 days net,EXW,Plant Modernisation Project,process gas measurement,OPEN,V2
RFQ731-000192,CUST73100223,Precision Instrumentation Ltd.,End User,Chemical,France,EUR,within 45 days net,CPT,Process Automation Project,plant utility measurement,OPEN,V2
RFQ731-000193,CUST73100083,Quantum Petrochemical Solutions FZE,End User,Oil & Gas,Netherlands,EUR,within 30 days net,EXW,Metering System Replacement,process gas measurement,OPEN,V2
RFQ731-000194,CUST73100124,Atlas Manufacturing Technologies Ltd.,System Integrator,Water & Wastewater,Netherlands,EUR,within 45 days net,DAP,Process Automation Project,utility water measurement,OPEN,V2
RFQ731-000195,CUST73100083,Quantum Petrochemical Solutions FZE,End User,Oil & Gas,Netherlands,EUR,within 30 days net,EXW,Process Instrumentation Upgrade,hydrocarbon process measurement,OPEN,V2
RFQ731-000196,CUST73100174,Nova Instrumentation AG,End User,Chemical,Germany,EUR,advance payment,DAP,Measurement System Upgrade,plant utility measurement,OPEN,V2
RFQ731-000197,CUST73100095,Delta Engineering Solutions GmbH,End User,Chemical,United Arab Emirates,USD,within 45 days net,DAP,New Production Line,chemical production,OPEN,V2
RFQ731-000198,CUST73100131,Global Engineering Solutions B.V.,End User,Pharmaceutical,India,EUR,within 60 days net,DDP,New Production Line,production process monitoring,OPEN,V2
RFQ731-000199,CUST73100167,Vector Process Automation S.A.,End User,Research & Development,Türkiye,EUR,within 90 days net,DDP,Process Instrumentation Upgrade,pilot plant measurement,OPEN,V2
RFQ731-000200,CUST73100247,Summit Engineering Solutions AG,End User,Food & Beverage,Italy,EUR,within 60 days net,FCA,Measurement Infrastructure Upgrade,production utility monitoring,OPEN,V2
RFQ731-000201,CUST73100146,Precision Engineering Solutions AG,End User,Pharmaceutical,Türkiye,EUR,advance payment,FCA,New Production Line,controlled process measurement,OPEN,V2
RFQ731-000202,CUST73100047,Nexon Automation Systems AG,EPC Contractor,Mining & Metals,France,EUR,within 30 days net,CPT,Utility Measurement Upgrade,plant utility monitoring,OPEN,V2
RFQ731-000203,CUST73100113,Continental Industrial Services AG,End User,Mining & Metals,France,EUR,within 60 days net,FCA,Process Instrumentation Upgrade,plant utility monitoring,OPEN,V2
RFQ731-000204,CUST73100119,Metrix Petrochemical Solutions S.A.,System Integrator,Chemical,India,EUR,within 45 days net,FCA,Measurement Infrastructure Upgrade,batch process monitoring,OPEN,V2
RFQ731-000205,CUST73100191,Metrix Instrumentation S.A.,End User,Oil & Gas,Saudi Arabia,USD,within 45 days net,CPT,Measurement System Upgrade,production measurement,OPEN,V2
RFQ731-000206,CUST73100081,Global Process Engineering AG,End User,Food & Beverage,Italy,EUR,advance payment,DDP,Measurement System Upgrade,process water measurement,OPEN,V2
RFQ731-000207,CUST73100116,Pioneer Petrochemical Solutions B.V.,EPC Contractor,Oil & Gas,United Arab Emirates,USD,within 45 days net,FCA,Process Automation Project,gas processing,OPEN,V2
RFQ731-000208,CUST73100100,Atlas Instrumentation Ltd.,End User,Chemical,Italy,EUR,within 90 days net,FCA,New Production Line,plant utility measurement,OPEN,V2
RFQ731-000209,CUST73100005,Apex Manufacturing Technologies S.A.,End User,Mining & Metals,Germany,EUR,within 60 days net,DAP,New Production Line,production measurement,OPEN,V2
RFQ731-000210,CUST73100068,Prime Petrochemical Solutions Ltd.,End User,Oil & Gas,Türkiye,EUR,advance payment,FCA,New Production Line,production measurement,OPEN,V2
RFQ731-000211,CUST73100018,Nova Measurement Technologies GmbH,System Integrator,Water & Wastewater,Germany,EUR,within 60 days net,CPT,Process Automation Project,water distribution,OPEN,V2
RFQ731-000212,CUST73100122,Advanced Industrial Services B.V.,End User,Water & Wastewater,Saudi Arabia,USD,within 90 days net,DDP,New Plant Installation,wastewater processing,OPEN,V2
RFQ731-000213,CUST73100081,Global Process Engineering AG,End User,Food & Beverage,Italy,EUR,advance payment,DDP,Measurement System Upgrade,sanitary process measurement,OPEN,V2
RFQ731-000214,CUST73100161,Prime Automation Systems Ltd.,System Integrator,Food & Beverage,Saudi Arabia,USD,within 30 days net,DDP,Process Instrumentation Upgrade,production utility monitoring,OPEN,V2
RFQ731-000215,CUST73100206,Delta Engineering Solutions FZE,End User,Engineering & EPC,United Arab Emirates,USD,within 30 days net,DAP,Process Instrumentation Upgrade,measurement system implementation,OPEN,V2
RFQ731-000216,CUST73100102,Horizon Instrumentation S.A.,End User,Power & Utilities,Türkiye,EUR,within 30 days net,CPT,Process Automation Project,process monitoring,OPEN,V2
RFQ731-000217,CUST73100195,Orion Process Automation Ltd.,End User,Oil & Gas,Saudi Arabia,USD,within 30 days net,FCA,Plant Modernisation Project,gas processing,OPEN,V2
RFQ731-000218,CUST73100119,Metrix Petrochemical Solutions S.A.,System Integrator,Chemical,India,EUR,within 45 days net,FCA,New Production Line,chemical production,OPEN,V2
RFQ731-000219,CUST73100184,Orion Process Automation GmbH,System Integrator,Mining & Metals,Türkiye,EUR,within 60 days net,CPT,Plant Modernisation Project,plant utility monitoring,OPEN,V2
RFQ731-000220,CUST73100084,Nova Petrochemical Solutions Ltd.,System Integrator,Chemical,United Kingdom,GBP,within 60 days net,CPT,Process Instrumentation Upgrade,chemical process measurement,OPEN,V2
RFQ731-000221,CUST73100015,Orion Petrochemical Solutions FZE,EPC Contractor,Oil & Gas,Saudi Arabia,USD,within 90 days net,DDP,Process Automation Project,process gas measurement,OPEN,V2
RFQ731-000222,CUST73100018,Nova Measurement Technologies GmbH,System Integrator,Water & Wastewater,Germany,EUR,within 60 days net,CPT,Measurement System Upgrade,treatment plant monitoring,OPEN,V2
RFQ731-000223,CUST73100092,Summit Instrumentation FZE,Engineering Company,Mining & Metals,France,EUR,within 60 days net,DAP,Plant Modernisation Project,metallurgical process monitoring,OPEN,V2
RFQ731-000224,CUST73100055,Dynamic Process Automation GmbH,EPC Contractor,Mining & Metals,Türkiye,EUR,within 30 days net,FCA,Measurement System Upgrade,plant utility monitoring,OPEN,V2
RFQ731-000225,CUST73100245,Sterling Instrumentation GmbH,End User,Oil & Gas,Türkiye,EUR,within 45 days net,CPT,Plant Modernisation Project,hydrocarbon process measurement,OPEN,V2
RFQ731-000226,CUST73100167,Vector Process Automation S.A.,End User,Research & Development,Türkiye,EUR,within 90 days net,DDP,New Plant Installation,pilot plant measurement,OPEN,V2
RFQ731-000227,CUST73100112,Atlas Process Engineering S.A.,End User,Research & Development,France,EUR,within 60 days net,EXW,Plant Modernisation Project,test facility measurement,OPEN,V2
RFQ731-000228,CUST73100242,Integrated Energy Systems FZE,System Integrator,Power & Utilities,France,EUR,within 30 days net,DAP,Measurement Infrastructure Upgrade,process monitoring,OPEN,V2
RFQ731-000229,CUST73100230,Continental Process Automation GmbH,System Integrator,Power & Utilities,Germany,EUR,within 30 days net,CPT,Measurement Infrastructure Upgrade,utility water measurement,OPEN,V2
RFQ731-000230,CUST73100224,Vector Industrial Technologies Ltd.,End User,Chemical,Saudi Arabia,USD,within 60 days net,DAP,New Production Line,chemical production,OPEN,V2
RFQ731-000231,CUST73100011,Orion Industrial Technologies GmbH,System Integrator,Oil & Gas,Netherlands,EUR,within 60 days net,CPT,Process Expansion Project,pipeline monitoring,OPEN,V2
RFQ731-000232,CUST73100102,Horizon Instrumentation S.A.,End User,Power & Utilities,Türkiye,EUR,within 30 days net,CPT,Process Expansion Project,utility measurement,OPEN,V2
RFQ731-000233,CUST73100152,Evergreen Industrial Services B.V.,EPC Contractor,Food & Beverage,Italy,EUR,within 60 days net,DAP,Utility Measurement Upgrade,production line monitoring,OPEN,V2
RFQ731-000234,CUST73100116,Pioneer Petrochemical Solutions B.V.,EPC Contractor,Oil & Gas,United Arab Emirates,USD,within 45 days net,FCA,Measurement System Upgrade,production measurement,OPEN,V2
RFQ731-000235,CUST73100119,Metrix Petrochemical Solutions S.A.,System Integrator,Chemical,India,EUR,within 45 days net,FCA,New Plant Installation,plant utility measurement,OPEN,V2
RFQ731-000236,CUST73100121,Precision Process Automation B.V.,End User,Pharmaceutical,Spain,EUR,within 90 days net,CPT,Utility Measurement Upgrade,controlled process measurement,OPEN,V2
RFQ731-000237,CUST73100117,Apex Process Automation FZE,End User,Pharmaceutical,France,EUR,within 60 days net,EXW,Plant Modernisation Project,clean utility measurement,OPEN,V2
RFQ731-000238,CUST73100005,Apex Manufacturing Technologies S.A.,End User,Mining & Metals,Germany,EUR,within 60 days net,DAP,Measurement System Upgrade,plant utility monitoring,OPEN,V2
RFQ731-000239,CUST73100089,Global Instrumentation S.A.,End User,Power & Utilities,United Kingdom,GBP,within 30 days net,EXW,Process Instrumentation Upgrade,power plant process monitoring,OPEN,V2
RFQ731-000240,CUST73100093,Vertex Engineering Solutions FZE,Distributor,Manufacturing,Italy,EUR,within 30 days net,FCA,Process Automation Project,plant utility measurement,OPEN,V2
RFQ731-000241,CUST73100078,Vector Measurement Technologies GmbH,End User,Oil & Gas,Türkiye,EUR,within 90 days net,FCA,Metering System Replacement,process gas measurement,OPEN,V2
RFQ731-000242,CUST73100040,Atlas Engineering Solutions GmbH,EPC Contractor,Water & Wastewater,Italy,EUR,within 30 days net,CPT,Process Instrumentation Upgrade,treatment plant monitoring,OPEN,V2
RFQ731-000243,CUST73100006,Nexon Automation Systems S.A.,End User,Water & Wastewater,Türkiye,EUR,within 30 days net,CPT,Process Expansion Project,water treatment,OPEN,V2
RFQ731-000244,CUST73100081,Global Process Engineering AG,End User,Food & Beverage,Italy,EUR,advance payment,DDP,Metering System Replacement,process water measurement,OPEN,V2
RFQ731-000245,CUST73100130,Evergreen Industrial Services AG,System Integrator,Water & Wastewater,Türkiye,EUR,within 60 days net,FCA,Process Automation Project,treatment plant monitoring,OPEN,V2
RFQ731-000246,CUST73100065,Industrial Engineering Solutions B.V.,End User,Research & Development,Türkiye,EUR,within 60 days net,CPT,Measurement System Upgrade,pilot plant measurement,OPEN,V2
