rfq_id,customer_id,customer_name,customer_reference,project_reference,rfq_date,requested_delivery_date,quantity,currency,payment_terms,delivery_terms,customer_country,industry,primary_application,customer_type,target_configuration_id,target_package,target_generation_method,target_evidence_level,source_type,synthetic_version
RFQ731-000083,CUST73100119,Metrix Petrochemical Solutions S.A.,REQ-583736,Measurement System Upgrade,2026-01-02,2026-05-19,1,EUR,within 45 days net,FCA,India,Chemical,Batch process measurement,System Integrator,CFG731_0c61f0d97e912f12,x731,TWO_CHARACTERISTIC,LOW,SYNTHETIC,731_RFQ_V1
RFQ731-000084,CUST73100183,Sterling Energy Systems Ltd.,INST-552188,Process Monitoring,2026-01-19,2026-04-12,1,GBP,within 60 days net,CPT,United Kingdom,Manufacturing,Cooling systems,End User,CFG731_f57ccd8e79618aa1,x731,ONE_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-000085,CUST73100072,Orion Process Engineering Ltd.,REQ-827054,Process Measurement Upgrade,2026-05-15,2026-07-17,1,EUR,within 90 days net,CPT,Germany,Chemical,Batch process measurement,End User,CFG731_7f6c0412b6d497fb,x731,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-000086,CUST73100221,Metrix Instrumentation GmbH,RFQ-579977,Measurement System Upgrade,2026-06-11,2026-11-12,2,EUR,within 45 days net,DAP,Türkiye,Pharmaceutical,Process validation,Distributor,CFG731_066f7ea81f7d110c,x731,TWO_CHARACTERISTIC,LOW,SYNTHETIC,731_RFQ_V1
RFQ731-000087,CUST73100180,Evergreen Process Systems GmbH,PROJECT-251690,Flow Metering Requirement,2026-06-27,2026-11-25,1,EUR,within 30 days net,CPT,India,Oil & Gas,Gas measurement,End User,CFG731_8216171cc39f78aa,x731,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-000088,CUST73100009,Global Automation Systems Ltd.,PROJECT-628276,Plant Instrumentation,2026-04-26,2026-10-16,1,EUR,within 30 days net,FCA,Spain,Engineering & EPC,Engineering project,End User,CFG731_c3b5b1049b2ed7bb,x731,TWO_CHARACTERISTIC,LOW,SYNTHETIC,731_RFQ_V1
RFQ731-000089,CUST73100017,Vector Process Engineering Ltd.,ENQ-593491,Plant Instrumentation,2026-03-31,2026-05-26,2,EUR,within 45 days net,DAP,Türkiye,Water & Wastewater,Raw water measurement,Distributor,CFG731_098817d766a37bc2,G731ST-LT,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-000090,CUST73100001,Horizon Manufacturing Technologies AG,INST-134900,Measurement System Upgrade,2026-03-15,2026-04-14,1,EUR,within 30 days net,EXW,Spain,Power & Utilities,Process water measurement,End User,CFG731_68193b179adae994,G731ST-HT,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-000091,CUST73100136,Vector Industrial Technologies AG,PROJECT-837282,Flow Metering Requirement,2026-03-01,2026-05-12,1,EUR,within 45 days net,DAP,Germany,Manufacturing,Industrial automation,Distributor,CFG731_5164655533c6a8d0,F731TE,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-000092,CUST73100157,United Manufacturing Technologies GmbH,RFQ-763465,Process Expansion Project,2026-02-25,2026-05-22,1,EUR,within 60 days net,EXW,India,Oil & Gas,Pipeline measurement,EPC Contractor,CFG731_f23946dbf617272b,G731ST-HT,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-000093,CUST73100214,Pioneer Petrochemical Solutions AG,PROJECT-582165,Plant Instrumentation,2026-05-03,2026-06-02,5,EUR,within 60 days net,CPT,Germany,Pharmaceutical,Process validation,End User,CFG731_8281908b452128f3,F731WD_DualChannel,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-000094,CUST73100046,Orion Automation Systems FZE,RFQ-121424,Plant Instrumentation,2026-02-02,2026-04-09,2,EUR,within 45 days net,CPT,France,Oil & Gas,Pipeline measurement,End User,CFG731_1060da033d1aaed1,G731ST-HT,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-000095,CUST73100161,Prime Automation Systems Ltd.,RFQ-417748,Flow Measurement Replacement,2026-02-25,2026-04-19,1,USD,within 30 days net,DDP,Saudi Arabia,Food & Beverage,Production process measurement,System Integrator,CFG731_ddbc59cfdb50b468,x731,TWO_CHARACTERISTIC,LOW,SYNTHETIC,731_RFQ_V1
RFQ731-000096,CUST73100238,Sterling Manufacturing Technologies S.A.,REQ-999961,Pipeline Monitoring Project,2026-05-18,2026-07-04,1,EUR,within 30 days net,CPT,Türkiye,Oil & Gas,Hydrocarbon transfer,EPC Contractor,CFG731_cc9ac35e4d9a1854,G731ST-HT,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-000097,CUST73100024,Evergreen Automation Systems S.A.,PROJECT-831513,Process Monitoring,2026-06-05,2026-11-28,4,EUR,within 90 days net,CPT,Germany,Manufacturing,Process monitoring,End User,CFG731_fa6ab94f1cf566b3,G731ST-LT,ONE_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-000098,CUST73100194,United Process Systems GmbH,INST-854099,Flow Measurement Replacement,2026-01-27,2026-05-18,3,EUR,within 90 days net,DDP,France,Oil & Gas,Pipeline measurement,End User,CFG731_403f51b2e914043b,G731ST-HT,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-000099,CUST73100150,Pioneer Industrial Services FZE,ENQ-105798,Process Monitoring,2026-06-28,2026-07-31,1,EUR,within 30 days net,CPT,Italy,Oil & Gas,Process monitoring,System Integrator,CFG731_e3fb1c7106d0cf73,x731,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-000100,CUST73100167,Vector Process Automation S.A.,REQ-944713,Pipeline Monitoring Project,2026-01-20,2026-06-28,1,EUR,within 90 days net,DDP,Türkiye,Research & Development,Prototype testing,End User,CFG731_956456fc074ebc5a,F731PW,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-000101,CUST73100006,Nexon Automation Systems S.A.,ENQ-907106,Measurement System Upgrade,2026-01-18,2026-06-25,2,EUR,within 30 days net,CPT,Türkiye,Water & Wastewater,Raw water measurement,End User,CFG731_5869cd9805e6c1ca,x731,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-000102,CUST73100223,Precision Instrumentation Ltd.,PROJECT-932932,Flow Metering Requirement,2026-01-24,2026-07-18,4,EUR,within 45 days net,CPT,France,Chemical,Batch process measurement,End User,CFG731_d432b6fd40e9e78c,G731ST-LT,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-000103,CUST73100212,Atlas Process Automation FZE,INST-573798,Measurement System Upgrade,2026-03-19,2026-07-22,3,EUR,within 60 days net,DAP,Netherlands,Oil & Gas,Refinery process measurement,End User,CFG731_40b6e1db6c80bcc1,G731VG,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-000104,CUST73100143,Delta Process Systems S.A.,REQ-991358,Flow Measurement Replacement,2026-06-08,2026-09-08,1,EUR,within 60 days net,CPT,Germany,Pharmaceutical,Batch process measurement,End User,CFG731_68d95a26943b3650,G731ST-LT,ONE_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-000105,CUST73100186,Metrix Manufacturing Technologies FZE,RFQ-304722,Process Monitoring,2026-03-15,2026-08-31,10,EUR,within 60 days net,CPT,Italy,Manufacturing,Industrial automation,Distributor,CFG731_88a813121973f952,x731,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-000106,CUST73100246,Industrial Industrial Services FZE,INST-161206,Pipeline Monitoring Project,2026-02-19,2026-06-01,3,EUR,within 90 days net,CPT,Germany,Research & Development,R&D measurement,EPC Contractor,CFG731_bbd32ea73f3dabf1,G731ST-LT,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-000107,CUST73100230,Continental Process Automation GmbH,REQ-766344,Flow Measurement Replacement,2026-02-17,2026-06-01,2,EUR,within 30 days net,CPT,Germany,Power & Utilities,Cooling water measurement,System Integrator,CFG731_f4e451f0b68379ff,x731,TWO_CHARACTERISTIC,STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-000108,CUST73100124,Atlas Manufacturing Technologies Ltd.,PROJECT-860642,Process Monitoring,2026-06-05,2026-11-16,3,EUR,within 45 days net,DAP,Netherlands,Water & Wastewater,Utility water measurement,System Integrator,CFG731_fa91f60062985c6d,G731ST-HT,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-000109,CUST73100062,Continental Measurement Technologies FZE,INST-305151,Plant Modernization Project,2026-02-26,2026-06-19,1,EUR,within 30 days net,CPT,Netherlands,Chemical,Batch process measurement,EPC Contractor,CFG731_f8b0b03f1ea66d75,x731,TWO_CHARACTERISTIC,LOW,SYNTHETIC,731_RFQ_V1
RFQ731-000110,CUST73100076,Sterling Industrial Services B.V.,RFQ-872733,Utility Measurement Project,2026-04-08,2026-07-01,1,USD,within 30 days net,DAP,United Arab Emirates,Manufacturing,Process monitoring,Engineering Company,CFG731_23aa00a5306a83b2,x731,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-000111,CUST73100126,Sterling Petrochemical Solutions Ltd.,INST-973154,Process Measurement Upgrade,2026-06-06,2026-10-15,10,EUR,within 45 days net,CPT,Italy,Manufacturing,Industrial automation,End User,CFG731_19ec976991ce75a9,G731CA,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-000112,CUST73100178,Apex Measurement Technologies B.V.,INST-797520,Process Automation Project,2026-03-21,2026-09-10,4,EUR,within 30 days net,DDP,Netherlands,Oil & Gas,Process monitoring,EPC Contractor,CFG731_ba17ab216ae91e1a,x731,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-000113,CUST73100204,Metrix Manufacturing Technologies B.V.,ENQ-346147,Flow Metering Requirement,2026-01-21,2026-06-10,2,EUR,within 60 days net,DAP,Germany,Pharmaceutical,Process validation,Distributor,CFG731_95a64c12c70f922a,G731CA,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-000114,CUST73100205,Delta Process Engineering GmbH,INST-190489,Plant Instrumentation,2026-05-08,2026-09-28,1,EUR,within 60 days net,DAP,Spain,Oil & Gas,Gas measurement,End User,CFG731_2d0a81ff4ec49480,x731,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-000115,CUST73100085,Sterling Process Automation AG,RFQ-178317,Measurement System Upgrade,2026-03-01,2026-04-28,5,EUR,within 45 days net,FCA,India,Chemical,Plant utilities,End User,CFG731_624c46bfa7e46ad0,x731,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-000116,CUST73100100,Atlas Instrumentation Ltd.,RFQ-268857,Process Measurement Upgrade,2026-06-05,2026-10-14,1,EUR,within 90 days net,FCA,Italy,Chemical,Process control,End User,CFG731_7f63e10e4938ed7a,G731VG,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-000117,CUST73100083,Quantum Petrochemical Solutions FZE,REQ-730496,Flow Metering Requirement,2026-05-21,2026-07-17,1,EUR,within 30 days net,EXW,Netherlands,Oil & Gas,Gas measurement,End User,CFG731_040069031f4f021c,x731,ONE_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-000118,CUST73100111,Pioneer Measurement Technologies Ltd.,ENQ-189102,Process Measurement Upgrade,2026-01-13,2026-06-27,3,EUR,within 30 days net,FCA,Germany,Chemical,Plant utilities,System Integrator,CFG731_9a761e6bfde35917,F731WD_SingleChannel,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-000119,CUST73100185,Meridian Manufacturing Technologies S.A.,ENQ-686190,Flow Metering Requirement,2026-05-31,2026-11-05,2,EUR,within 45 days net,DAP,Germany,Water & Wastewater,Utility water measurement,End User,CFG731_da6b811731deb07d,G731ST-LT,ONE_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-000120,CUST73100165,Delta Engineering Solutions AG,INST-253302,Process Monitoring,2026-03-27,2026-05-27,3,EUR,within 45 days net,FCA,Türkiye,Pharmaceutical,Batch process measurement,Distributor,CFG731_868fc79316fb0836,x731,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-000121,CUST73100018,Nova Measurement Technologies GmbH,ENQ-893507,Measurement System Upgrade,2026-01-07,2026-04-06,4,EUR,within 60 days net,CPT,Germany,Water & Wastewater,Raw water measurement,System Integrator,CFG731_5c33c9851b120b80,x731,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-000122,CUST73100008,Vector Process Engineering FZE,ENQ-505401,Process Measurement Upgrade,2026-03-26,2026-09-03,2,EUR,within 45 days net,DAP,Türkiye,Oil & Gas,Refinery process measurement,System Integrator,CFG731_0d8116f4900c6919,F731PW,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-000123,CUST73100068,Prime Petrochemical Solutions Ltd.,ENQ-576506,Flow Metering Requirement,2026-03-22,2026-09-16,1,EUR,advance payment,FCA,Türkiye,Oil & Gas,Process monitoring,End User,CFG731_cb6654d77e7e4d72,x731,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-000124,CUST73100179,Dynamic Industrial Technologies S.A.,INST-754985,Measurement System Upgrade,2026-02-13,2026-04-16,5,USD,within 45 days net,EXW,Saudi Arabia,Power & Utilities,Energy monitoring,End User,CFG731_398f0644f18e0acf,x731,ONE_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-000125,CUST73100162,Advanced Energy Systems S.A.,INST-864853,Process Measurement Upgrade,2026-06-03,2026-09-26,1,EUR,within 60 days net,DAP,India,Oil & Gas,Refinery process measurement,End User,CFG731_d881bdfa42976572,x731,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-000126,CUST73100127,Delta Industrial Services GmbH,RFQ-893181,Measurement System Upgrade,2026-04-09,2026-05-18,1,USD,within 60 days net,CPT,United Arab Emirates,Power & Utilities,Utility monitoring,End User,CFG731_cf4bb519cec0df2f,x731,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-000127,CUST73100066,Horizon Engineering Solutions Ltd.,ENQ-183910,Pipeline Monitoring Project,2026-02-24,2026-04-11,3,EUR,within 30 days net,DAP,Türkiye,Water & Wastewater,Utility water measurement,EPC Contractor,CFG731_b1cb604b4f0bb460,x731,ONE_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-000128,CUST73100037,Prime Automation Systems FZE,ENQ-527333,Utility Measurement Project,2026-02-14,2026-06-02,1,EUR,within 45 days net,CPT,Germany,Engineering & EPC,Instrumentation package,End User,CFG731_7ffc09802c7b60bf,x731,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-000129,CUST73100075,Nexon Process Systems AG,ENQ-293773,Flow Measurement Replacement,2026-04-05,2026-08-10,1,EUR,within 30 days net,DAP,Türkiye,Food & Beverage,Utility monitoring,End User,CFG731_cccd499c66b31e99,x731,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-000130,CUST73100134,Meridian Industrial Technologies B.V.,PROJECT-203234,Measurement System Upgrade,2026-05-16,2026-10-31,1,EUR,within 30 days net,EXW,Türkiye,Food & Beverage,Utility monitoring,End User,CFG731_055d57f6088031a6,x731,ONE_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-000131,CUST73100173,Dynamic Industrial Services Ltd.,REQ-594065,Flow Measurement Replacement,2026-06-06,2026-11-17,1,EUR,within 30 days net,EXW,Germany,Food & Beverage,CIP monitoring,End User,CFG731_9228cc48e333917c,x731,ONE_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-000132,CUST73100172,Prime Measurement Technologies GmbH,RFQ-624335,Flow Metering Requirement,2026-01-03,2026-04-04,1,EUR,within 60 days net,CPT,Germany,Research & Development,Pilot plant testing,End User,CFG731_0be7d6198235486b,F731WD_SingleChannel,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-000133,CUST73100082,Precision Automation Systems S.A.,ENQ-317793,Process Monitoring,2026-07-10,2026-12-26,1,EUR,within 60 days net,CPT,Netherlands,Pharmaceutical,Batch process measurement,Distributor,CFG731_e9d0b2e8adb3aa6d,x731,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-000134,CUST73100109,Delta Measurement Technologies AG,REQ-573750,Pipeline Monitoring Project,2026-04-18,2026-09-13,1,EUR,within 45 days net,CPT,Türkiye,Pharmaceutical,Clean utility monitoring,EPC Contractor,CFG731_509cb555eca833a1,x731,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-000135,CUST73100190,Industrial Engineering Solutions FZE,ENQ-429934,New Production Line Project,2026-04-06,2026-07-17,4,EUR,within 30 days net,FCA,Germany,Chemical,Chemical process monitoring,Engineering Company,CFG731_9a761e6bfde35917,F731WD_SingleChannel,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-000136,CUST73100229,Vector Petrochemical Solutions GmbH,INST-233910,Flow Metering Requirement,2026-06-18,2026-08-23,4,EUR,within 30 days net,DDP,Netherlands,Water & Wastewater,Raw water measurement,End User,CFG731_f235f4dd7693c885,G731CA,ONE_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-000137,CUST73100213,Horizon Petrochemical Solutions GmbH,ENQ-370149,Plant Instrumentation,2026-06-08,2026-07-27,1,EUR,within 90 days net,FCA,Germany,Power & Utilities,Process water measurement,End User,CFG731_0b33555ff08fcd28,x731,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-000138,CUST73100121,Precision Process Automation B.V.,REQ-352029,Flow Metering Requirement,2026-03-25,2026-08-01,2,EUR,within 90 days net,CPT,Spain,Pharmaceutical,Process water,End User,CFG731_007c0829be0a9482,x731,ONE_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-000139,CUST73100240,Advanced Automation Systems B.V.,REQ-500853,Flow Metering Requirement,2026-07-04,2026-08-22,3,USD,within 60 days net,CPT,United Arab Emirates,Chemical,Batch process measurement,System Integrator,CFG731_bd3c08ff576a8cab,G731ST-LT,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-000140,CUST73100219,Evergreen Process Engineering B.V.,RFQ-752073,Flow Measurement Replacement,2026-06-10,2026-11-06,1,EUR,advance payment,FCA,Italy,Engineering & EPC,Plant construction,End User,CFG731_20e62aeb01c953da,x731,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-000141,CUST73100248,Vertex Petrochemical Solutions Ltd.,INST-408879,Process Measurement Upgrade,2026-05-30,2026-09-05,4,GBP,within 60 days net,CPT,United Kingdom,Power & Utilities,Steam measurement,End User,CFG731_6870d8bf5b059680,x731,TWO_CHARACTERISTIC,LOW,SYNTHETIC,731_RFQ_V1
RFQ731-000142,CUST73100027,Vector Engineering Solutions B.V.,INST-511544,Measurement System Upgrade,2026-05-09,2026-07-05,5,GBP,within 30 days net,CPT,United Kingdom,Manufacturing,Cooling systems,End User,CFG731_c7103e34e50d624a,x731,TWO_CHARACTERISTIC,LOW,SYNTHETIC,731_RFQ_V1
RFQ731-000143,CUST73100090,Dynamic Measurement Technologies B.V.,PROJECT-128147,Process Monitoring,2026-06-02,2026-11-21,2,USD,within 60 days net,DAP,United Arab Emirates,Mining & Metals,Plant utilities,End User,CFG731_1642db5c21ada469,x731,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-000144,CUST73100155,Dynamic Industrial Technologies GmbH,REQ-630181,Plant Instrumentation,2026-01-12,2026-05-01,5,USD,within 45 days net,EXW,United Arab Emirates,Engineering & EPC,Turnkey process project,End User,CFG731_243419c6708378b3,x731,ONE_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-000145,CUST73100191,Metrix Instrumentation S.A.,INST-532464,Process Monitoring,2026-03-02,2026-06-10,1,USD,within 45 days net,CPT,Saudi Arabia,Oil & Gas,Process monitoring,End User,CFG731_cbbe948e572a42e8,x731,ONE_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-000146,CUST73100034,Orion Petrochemical Solutions AG,REQ-730205,Process Automation Project,2026-02-02,2026-03-18,4,EUR,within 30 days net,EXW,India,Research & Development,R&D measurement,Engineering Company,CFG731_f87794e7a98d0b11,x731,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-000147,CUST73100019,Nexon Manufacturing Technologies S.A.,REQ-278202,Process Measurement Upgrade,2026-07-28,2026-10-28,1,EUR,within 60 days net,EXW,Germany,Mining & Metals,Plant utilities,End User,CFG731_81bffae40f4c3a60,F731TE,ONE_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-000148,CUST73100064,Dynamic Automation Systems AG,PROJECT-356223,Plant Instrumentation,2026-04-27,2026-07-12,2,EUR,advance payment,DAP,Netherlands,Pharmaceutical,Process water,End User,CFG731_520443190e22a436,G731ST-HT,TWO_CHARACTERISTIC,LOW,SYNTHETIC,731_RFQ_V1
RFQ731-000149,CUST73100147,Delta Measurement Technologies Ltd.,REQ-688949,Plant Instrumentation,2026-04-25,2026-07-01,5,EUR,within 90 days net,FCA,Netherlands,Mining & Metals,Process water,End User,CFG731_4aa7d46b9cfa7d7b,G731ST-HT,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-000150,CUST73100098,Apex Process Automation GmbH,PROJECT-742702,Pipeline Monitoring Project,2026-01-30,2026-07-13,2,EUR,within 60 days net,CPT,Germany,Oil & Gas,Gas measurement,System Integrator,CFG731_32dadb8e9fd49d04,x731,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-000151,CUST73100081,Global Process Engineering AG,RFQ-214275,Process Monitoring,2026-04-17,2026-07-10,2,EUR,advance payment,DDP,Italy,Food & Beverage,Utility monitoring,End User,CFG731_df5f598a914fb1cc,x731,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-000152,CUST73100215,Meridian Process Automation B.V.,PROJECT-353138,Process Expansion Project,2026-01-31,2026-07-03,2,EUR,within 90 days net,FCA,Germany,Oil & Gas,Process monitoring,EPC Contractor,CFG731_b121cee26f3c8168,x731,TWO_CHARACTERISTIC,LOW,SYNTHETIC,731_RFQ_V1
RFQ731-000153,CUST73100142,United Process Automation B.V.,PROJECT-184134,Process Measurement Upgrade,2026-01-04,2026-03-10,1,EUR,within 30 days net,DAP,India,Power & Utilities,Process water measurement,End User,CFG731_ed19d16aecf53db8,x731,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-000154,CUST73100117,Apex Process Automation FZE,REQ-166085,Flow Measurement Replacement,2026-01-08,2026-06-19,5,EUR,within 60 days net,EXW,France,Pharmaceutical,Process validation,End User,CFG731_5e5ad5db2756273d,x731,TWO_CHARACTERISTIC,LOW,SYNTHETIC,731_RFQ_V1
RFQ731-000155,CUST73100168,Global Process Automation AG,REQ-374802,New Production Line Project,2026-06-21,2026-09-17,10,EUR,within 30 days net,EXW,Germany,Power & Utilities,Cooling water measurement,EPC Contractor,CFG731_6b36d25fda044bf5,x731,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-000156,CUST73100088,Precision Automation Systems Ltd.,RFQ-115359,Process Monitoring,2026-07-18,2026-11-23,20,EUR,within 45 days net,DAP,France,Power & Utilities,Energy monitoring,End User,CFG731_57b3b3a6958ee330,x731,ONE_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-000157,CUST73100116,Pioneer Petrochemical Solutions B.V.,INST-467354,Measurement Upgrade Project,2026-06-16,2026-12-05,1,USD,within 45 days net,FCA,United Arab Emirates,Oil & Gas,Gas measurement,EPC Contractor,CFG731_abcee67081353f16,x731,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
