rfq_id,requirement_id,requirement_sequence,characteristic,required_value,requirement_description,requirement_type,ground_truth,source
RFQ731-000013,RFQ731-000013-REQ-006,6,explosionApproval,A,explosion protection A,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000013,RFQ731-000013-REQ-007,7,protectionArea,2,protection area 2,PREFERRED,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000013,RFQ731-000013-REQ-008,8,certification,MN,certification MN,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000013,RFQ731-000013-REQ-009,9,dataInterface,NN,data interface NN,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000013,RFQ731-000013-REQ-010,10,stromSchaltbar,CS1,switchable current output CS1,PREFERRED,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000013,RFQ731-000013-REQ-011,11,binaerDigitalOpenColl_MN,MN1,digital open-collector input MN1,PREFERRED,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000013,RFQ731-000013-REQ-012,12,waveInjector,FWI,WaveInjector cryogenic option,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000013,RFQ731-000013-REQ-013,13,customUserFluid,1,custom user fluid 1,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000014,RFQ731-000014-REQ-001,1,devCategory,G,gas measurement,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000014,RFQ731-000014-REQ-002,2,characteristic,GP,general-purpose configuration,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000014,RFQ731-000014-REQ-003,3,housing,ST,stainless-steel housing,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000014,RFQ731-000014-REQ-004,4,powerSupply,1,standard power supply,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000014,RFQ731-000014-REQ-005,5,numberOfChannels,1,number of measurement channels 1,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000014,RFQ731-000014-REQ-006,6,explosionApproval,N,non-hazardous-area application,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000014,RFQ731-000014-REQ-007,7,protectionArea,N,protection area N,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000014,RFQ731-000014-REQ-008,8,certification,NN,standard certification,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000014,RFQ731-000014-REQ-009,9,dataInterface,NN,data interface NN,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000014,RFQ731-000014-REQ-010,10,stromEingaenge,IS1,current input IS1,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000014,RFQ731-000014-REQ-011,11,binaerDigitalOpenColl_MN,MN1,digital open-collector input MN1,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000014,RFQ731-000014-REQ-012,12,waveInjector,FWI,WaveInjector cryogenic option,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000014,RFQ731-000014-REQ-013,13,dynamicGasMaster,1,Dynamic Gas Master 1,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000014,RFQ731-000014-REQ-014,14,customUserFluid,1,custom user fluid 1,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000015,RFQ731-000015-REQ-001,1,devCategory,G,gas measurement,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000015,RFQ731-000015-REQ-002,2,characteristic,ST,standard temperature application,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000015,RFQ731-000015-REQ-003,3,housing,ST,stainless-steel housing,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000015,RFQ731-000015-REQ-004,4,powerSupply,1,standard power supply,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000015,RFQ731-000015-REQ-005,5,numberOfChannels,1,number of measurement channels 1,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000015,RFQ731-000015-REQ-006,6,explosionApproval,K,explosion protection K,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000015,RFQ731-000015-REQ-007,7,protectionArea,2,protection area 2,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000015,RFQ731-000015-REQ-008,8,certification,NN,standard certification,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000015,RFQ731-000015-REQ-009,9,dataInterface,NN,data interface NN,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000015,RFQ731-000015-REQ-010,10,stromSchaltbar,CS1,switchable current output CS1,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000015,RFQ731-000015-REQ-011,11,stromEingaenge,IS1,current input IS1,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000015,RFQ731-000015-REQ-012,12,temperaturEingaenge,TT1,temperature input TT1,PREFERRED,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000015,RFQ731-000015-REQ-013,13,binaerDigitalOpenColl_MN,MN1,digital open-collector input MN1,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000015,RFQ731-000015-REQ-014,14,dev_advMeterVerification,1,Advanced Meter Verification 1,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000015,RFQ731-000015-REQ-015,15,customUserFluid,1,custom user fluid 1,PREFERRED,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000015,RFQ731-000015-REQ-016,16,steamApplication,N,steam application N,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000016,RFQ731-000016-REQ-001,1,devCategory,G,gas measurement,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000016,RFQ731-000016-REQ-002,2,characteristic,GP,general-purpose configuration,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000016,RFQ731-000016-REQ-003,3,housing,ST,stainless-steel housing,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000016,RFQ731-000016-REQ-004,4,powerSupply,1,standard power supply,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000016,RFQ731-000016-REQ-005,5,numberOfChannels,1,number of measurement channels 1,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000016,RFQ731-000016-REQ-006,6,explosionApproval,K,explosion protection K,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000016,RFQ731-000016-REQ-007,7,protectionArea,2,protection area 2,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000016,RFQ731-000016-REQ-008,8,certification,NN,standard certification,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000016,RFQ731-000016-REQ-009,9,dataInterface,HS,high-speed communication,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000016,RFQ731-000016-REQ-010,10,binaerDigitalOpenColl_MN,MN1,digital open-collector input MN1,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000016,RFQ731-000016-REQ-011,11,waveInjector,FWI,WaveInjector cryogenic option,PREFERRED,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000016,RFQ731-000016-REQ-012,12,dev_advMeterVerification,1,Advanced Meter Verification 1,PREFERRED,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000016,RFQ731-000016-REQ-013,13,dynamicGasMaster,1,Dynamic Gas Master 1,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000016,RFQ731-000016-REQ-014,14,customUserFluid,1,custom user fluid 1,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000017,RFQ731-000017-REQ-001,1,devCategory,G,gas measurement,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000017,RFQ731-000017-REQ-002,2,characteristic,GP,general-purpose configuration,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000017,RFQ731-000017-REQ-003,3,housing,ST,stainless-steel housing,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000017,RFQ731-000017-REQ-004,4,powerSupply,1,standard power supply,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000017,RFQ731-000017-REQ-005,5,numberOfChannels,1,number of measurement channels 1,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000017,RFQ731-000017-REQ-006,6,explosionApproval,K,explosion protection K,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000017,RFQ731-000017-REQ-007,7,protectionArea,2,protection area 2,PREFERRED,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000017,RFQ731-000017-REQ-008,8,certification,NN,standard certification,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000017,RFQ731-000017-REQ-009,9,dataInterface,HS,high-speed communication,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000017,RFQ731-000017-REQ-010,10,temperaturEingaenge,TT1,temperature input TT1,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000017,RFQ731-000017-REQ-011,11,binaerOpenColl_MP,MP1,open-collector output MP1,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000017,RFQ731-000017-REQ-012,12,waveInjector,FWI,WaveInjector cryogenic option,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000017,RFQ731-000017-REQ-013,13,dynamicGasMaster,1,Dynamic Gas Master 1,PREFERRED,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000017,RFQ731-000017-REQ-014,14,customUserFluid,1,custom user fluid 1,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000018,RFQ731-000018-REQ-001,1,devCategory,S,device category S,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000018,RFQ731-000018-REQ-002,2,characteristic,GP,general-purpose configuration,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000018,RFQ731-000018-REQ-003,3,housing,ST,stainless-steel housing,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000018,RFQ731-000018-REQ-004,4,powerSupply,4,alternative power supply,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000018,RFQ731-000018-REQ-005,5,numberOfChannels,1,number of measurement channels 1,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000018,RFQ731-000018-REQ-006,6,explosionApproval,F,hazardous-area application,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000018,RFQ731-000018-REQ-007,7,protectionArea,2,protection area 2,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000018,RFQ731-000018-REQ-008,8,certification,MN,certification MN,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000018,RFQ731-000018-REQ-009,9,dataInterface,NN,data interface NN,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000018,RFQ731-000018-REQ-010,10,stromSchaltbar,CS1,switchable current output CS1,PREFERRED,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000018,RFQ731-000018-REQ-011,11,stromEingaenge,IS1,current input IS1,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000018,RFQ731-000018-REQ-012,12,temperaturEingaenge,TT1,temperature input TT1,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000018,RFQ731-000018-REQ-013,13,waveInjector,FWI,WaveInjector cryogenic option,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000019,RFQ731-000019-REQ-001,1,devCategory,F,flow measurement,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000019,RFQ731-000019-REQ-002,2,characteristic,GP,general-purpose configuration,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000019,RFQ731-000019-REQ-003,3,housing,ST,stainless-steel housing,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000019,RFQ731-000019-REQ-004,4,powerSupply,4,alternative power supply,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000019,RFQ731-000019-REQ-005,5,numberOfChannels,1,number of measurement channels 1,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000019,RFQ731-000019-REQ-006,6,explosionApproval,N,non-hazardous-area application,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000019,RFQ731-000019-REQ-007,7,protectionArea,N,protection area N,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000019,RFQ731-000019-REQ-008,8,certification,NN,standard certification,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000019,RFQ731-000019-REQ-009,9,dataInterface,NN,data interface NN,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000019,RFQ731-000019-REQ-010,10,stromSchaltbar,CS1,switchable current output CS1,PREFERRED,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000019,RFQ731-000019-REQ-011,11,temperaturEingaenge,TT1,temperature input TT1,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000019,RFQ731-000019-REQ-012,12,binaerOpenColl_MP,MP1,open-collector output MP1,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000019,RFQ731-000019-REQ-013,13,waveInjector,FWI,WaveInjector cryogenic option,PREFERRED,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000019,RFQ731-000019-REQ-014,14,dev_advMeterVerification,1,Advanced Meter Verification 1,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000019,RFQ731-000019-REQ-015,15,customUserFluid,1,custom user fluid 1,PREFERRED,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000020,RFQ731-000020-REQ-001,1,devCategory,F,flow measurement,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000020,RFQ731-000020-REQ-002,2,characteristic,GP,general-purpose configuration,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000020,RFQ731-000020-REQ-003,3,housing,ST,stainless-steel housing,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000020,RFQ731-000020-REQ-004,4,powerSupply,4,alternative power supply,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000020,RFQ731-000020-REQ-005,5,numberOfChannels,1,number of measurement channels 1,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000020,RFQ731-000020-REQ-006,6,explosionApproval,A,explosion protection A,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000020,RFQ731-000020-REQ-007,7,protectionArea,2,protection area 2,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000020,RFQ731-000020-REQ-008,8,certification,MN,certification MN,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000020,RFQ731-000020-REQ-009,9,dataInterface,NN,data interface NN,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000020,RFQ731-000020-REQ-010,10,stromSchaltbar,CS1,switchable current output CS1,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000020,RFQ731-000020-REQ-011,11,stromEingaenge,IS1,current input IS1,PREFERRED,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000020,RFQ731-000020-REQ-012,12,temperaturEingaenge,TT1,temperature input TT1,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000020,RFQ731-000020-REQ-013,13,binaerOpenColl_MP,MP1,open-collector output MP1,PREFERRED,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000020,RFQ731-000020-REQ-014,14,waveInjector,FWI,WaveInjector cryogenic option,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000020,RFQ731-000020-REQ-015,15,dev_advMeterVerification,1,Advanced Meter Verification 1,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000021,RFQ731-000021-REQ-001,1,devCategory,G,gas measurement,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000021,RFQ731-000021-REQ-002,2,characteristic,GP,general-purpose configuration,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000021,RFQ731-000021-REQ-003,3,housing,ST,stainless-steel housing,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000021,RFQ731-000021-REQ-004,4,powerSupply,1,standard power supply,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000021,RFQ731-000021-REQ-005,5,numberOfChannels,1,number of measurement channels 1,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000021,RFQ731-000021-REQ-006,6,explosionApproval,N,non-hazardous-area application,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000021,RFQ731-000021-REQ-007,7,protectionArea,N,protection area N,PREFERRED,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000021,RFQ731-000021-REQ-008,8,certification,NN,standard certification,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000021,RFQ731-000021-REQ-009,9,dataInterface,NN,data interface NN,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000021,RFQ731-000021-REQ-010,10,stromEingaenge,IS1,current input IS1,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000021,RFQ731-000021-REQ-011,11,binaerOpenColl_MP,MP1,open-collector output MP1,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000021,RFQ731-000021-REQ-012,12,waveInjector,FWI,WaveInjector cryogenic option,PREFERRED,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000021,RFQ731-000021-REQ-013,13,dynamicGasMaster,1,Dynamic Gas Master 1,PREFERRED,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000021,RFQ731-000021-REQ-014,14,customUserFluid,1,custom user fluid 1,PREFERRED,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000022,RFQ731-000022-REQ-001,1,devCategory,F,flow measurement,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000022,RFQ731-000022-REQ-002,2,characteristic,TE,temperature measurement application,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000022,RFQ731-000022-REQ-003,3,housing,ST,stainless-steel housing,PREFERRED,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000022,RFQ731-000022-REQ-004,4,powerSupply,1,standard power supply,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000022,RFQ731-000022-REQ-005,5,numberOfChannels,2,number of measurement channels 2,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000022,RFQ731-000022-REQ-006,6,explosionApproval,A,explosion protection A,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000022,RFQ731-000022-REQ-007,7,protectionArea,2,protection area 2,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000022,RFQ731-000022-REQ-008,8,certification,NN,standard certification,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000022,RFQ731-000022-REQ-009,9,dataInterface,NN,data interface NN,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000022,RFQ731-000022-REQ-010,10,stromSchaltbar,CS2,switchable current output CS2,PREFERRED,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000022,RFQ731-000022-REQ-011,11,temperaturEingaenge,TT2,temperature input TT2,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000022,RFQ731-000022-REQ-012,12,binaerOpenColl_MP,MP4,open-collector output MP4,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000022,RFQ731-000022-REQ-013,13,dev_advMeterVerification,1,Advanced Meter Verification 1,PREFERRED,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000023,RFQ731-000023-REQ-001,1,devCategory,G,gas measurement,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000023,RFQ731-000023-REQ-002,2,characteristic,GP,general-purpose configuration,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000023,RFQ731-000023-REQ-003,3,housing,ST,stainless-steel housing,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000023,RFQ731-000023-REQ-004,4,powerSupply,1,standard power supply,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000023,RFQ731-000023-REQ-005,5,numberOfChannels,1,number of measurement channels 1,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000023,RFQ731-000023-REQ-006,6,explosionApproval,F,hazardous-area application,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000023,RFQ731-000023-REQ-007,7,protectionArea,2,protection area 2,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000023,RFQ731-000023-REQ-008,8,certification,NN,standard certification,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000023,RFQ731-000023-REQ-009,9,dataInterface,NN,data interface NN,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000023,RFQ731-000023-REQ-010,10,stromSchaltbar,CS1,switchable current output CS1,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000023,RFQ731-000023-REQ-011,11,binaerDigitalOpenColl_MN,MN1,digital open-collector input MN1,PREFERRED,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000023,RFQ731-000023-REQ-012,12,waveInjector,FWI,WaveInjector cryogenic option,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000023,RFQ731-000023-REQ-013,13,dynamicGasMaster,1,Dynamic Gas Master 1,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000023,RFQ731-000023-REQ-014,14,customUserFluid,1,custom user fluid 1,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000024,RFQ731-000024-REQ-001,1,devCategory,F,flow measurement,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000024,RFQ731-000024-REQ-002,2,characteristic,GP,general-purpose configuration,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000024,RFQ731-000024-REQ-003,3,housing,ST,stainless-steel housing,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000024,RFQ731-000024-REQ-004,4,powerSupply,1,standard power supply,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000024,RFQ731-000024-REQ-005,5,numberOfChannels,1,number of measurement channels 1,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000024,RFQ731-000024-REQ-006,6,explosionApproval,K,explosion protection K,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000024,RFQ731-000024-REQ-007,7,protectionArea,2,protection area 2,PREFERRED,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000024,RFQ731-000024-REQ-008,8,certification,NN,standard certification,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000024,RFQ731-000024-REQ-009,9,dataInterface,NN,data interface NN,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000024,RFQ731-000024-REQ-010,10,stromSchaltbar,CS1,switchable current output CS1,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000024,RFQ731-000024-REQ-011,11,stromEingaenge,IS1,current input IS1,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000024,RFQ731-000024-REQ-012,12,binaerOpenColl_MP,MP1,open-collector output MP1,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000024,RFQ731-000024-REQ-013,13,waveInjector,FWI,WaveInjector cryogenic option,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000024,RFQ731-000024-REQ-014,14,dev_advMeterVerification,1,Advanced Meter Verification 1,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000024,RFQ731-000024-REQ-015,15,customUserFluid,1,custom user fluid 1,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000025,RFQ731-000025-REQ-001,1,devCategory,G,gas measurement,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000025,RFQ731-000025-REQ-002,2,characteristic,GP,general-purpose configuration,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000025,RFQ731-000025-REQ-003,3,housing,ST,stainless-steel housing,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-000025,RFQ731-000025-REQ-004,4,powerSupply,4,alternative power supply,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
