synthetic_id,data_origin,generation_method,source_row,package_context,changed_characteristics,num_changed_characteristics,pairwise_compatibility_score,constraint_valid,exact_duplicate_of_real,novelty_score,OrgUnitAreaOfDocument,marke,packageFixed_dev,installationsart,devCategory,type,characteristic,housing,powerSupply,numberOfChannels,explosionApproval,protectionArea,intrinsicSafety,certification,dataInterface,binaerDigitalOptoRelay,binaerDigitalReedRelay,binaerDigitalOpenColl_MN,binaerDigitalOpenCollExia_MA,binaerOpenColl_MP,binaerOpenColl_BC,binaerOpenColl_SC,binaerOpenColl30v,binaerOpenCollExib,binaerOpenCollNamur,binaerOptoRelay_BO,binaerOptoRelay_SO,binaerReedRelay_BR,binaerReedRelay_SR,frequenz0_5khz_FO,frequenz0_5khz_FC,frequenz0_5khzNamur,frequenz5_15HzExia,spannung0_10v,spannung0_1v,stromAktiv,stromAktiv24,stromPassiv,stromPassivExib,StromPassivExia,stromSchaltbar,binaerEingaenge,spannungsEingaenge,stromEingaenge,stromEingaenge_passiv,stromEingaengeExia,temperaturEingaenge,temperaturEingaengeExi,hardwareAP,steamApplication,waveInjector,tagPlate,inclusiveManual,powerCable,carryingCase,measuringTape,dev_advMeterVerification,dynamicGasMaster,customUserFluid
SYN_731_000033,SYNTHETIC,constrained_empirical_recombination,911,x731,temperaturEingaenge,1,1.0,True,False,0.01694915254237288,3,flexim,x731,stationaer,G,731,GP,ST,1,1,K,2,N,NN,NN,NOVALUE,NOVALUE,MN1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,CS1,NOVALUE,NOVALUE,IS1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,FWI,1,QI,NOVALUE,NOVALUE,NOVALUE,1,1,1
SYN_731_000034,SYNTHETIC,constrained_empirical_recombination,410,x731,devCategory|stromEingaenge|dataInterface,3,1.0,True,False,0.03389830508474576,0,flexim,x731,stationaer,F,731,GP,ST,1,1,A,2,N,NN,HS,NOVALUE,NOVALUE,MN1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,CS1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,TT1,NOVALUE,NOVALUE,NOVALUE,FWI,1,QI,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE
SYN_731_000035,SYNTHETIC,constrained_empirical_recombination,879,x731,dev_advMeterVerification|stromEingaenge|customUserFluid,3,1.0,True,False,0.03389830508474576,3,flexim,x731,stationaer,F,731,GP,ST,1,1,K,2,N,NN,HS,NOVALUE,NOVALUE,MN1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,CS1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,TT1,NOVALUE,NOVALUE,NOVALUE,FWI,1,QI,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE
SYN_731_000036,SYNTHETIC,constrained_empirical_recombination,591,x731,dataInterface|dev_advMeterVerification,2,1.0,True,False,0.01694915254237288,0,flexim,x731,stationaer,F,731,GP,ST,4,1,A,2,N,MN,HS,NOVALUE,NOVALUE,NOVALUE,NOVALUE,MP1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,CS1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,TT1,NOVALUE,NOVALUE,NOVALUE,FWI,1,QI,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,1
SYN_731_000037,SYNTHETIC,constrained_empirical_recombination,61,x731,customUserFluid,1,1.0,True,False,0.01694915254237288,0,flexim,x731,stationaer,F,731,GP,ST,1,1,A,2,N,NN,NN,NOVALUE,NOVALUE,MN1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,CS1,NOVALUE,NOVALUE,IS1,NOVALUE,NOVALUE,TT1,NOVALUE,NOVALUE,NOVALUE,FWI,1,QI,NOVALUE,NOVALUE,NOVALUE,1,NOVALUE,NOVALUE
SYN_731_000038,SYNTHETIC,constrained_empirical_recombination,588,x731,dataInterface,1,1.0,True,False,0.01694915254237288,0,flexim,x731,stationaer,F,731,GP,ST,4,1,A,2,N,MN,HS,NOVALUE,NOVALUE,NOVALUE,NOVALUE,MP1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,CS1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,FWI,1,QI,NOVALUE,NOVALUE,NOVALUE,1,NOVALUE,1
SYN_731_000039,SYNTHETIC,constrained_empirical_recombination,70,x731,dataInterface,1,1.0,True,False,0.01694915254237288,0,flexim,x731,stationaer,F,731,GP,ST,1,1,A,2,N,NN,HS,NOVALUE,NOVALUE,MN1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,IS1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,FWI,1,QI,NOVALUE,NOVALUE,NOVALUE,1,NOVALUE,1
SYN_731_000040,SYNTHETIC,constrained_empirical_recombination,667,x731,temperaturEingaenge|dynamicGasMaster,2,1.0,True,False,0.01694915254237288,0,flexim,x731,stationaer,G,731,GP,ST,4,1,A,2,N,MN,NN,NOVALUE,NOVALUE,NOVALUE,NOVALUE,MP1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,CS1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,FWI,1,QI,NOVALUE,NOVALUE,NOVALUE,1,NOVALUE,1
SYN_731_000041,SYNTHETIC,constrained_empirical_recombination,578,x731,customUserFluid,1,1.0,True,False,0.01694915254237288,0,flexim,x731,stationaer,F,731,GP,ST,4,1,N,N,N,MN,HS,NOVALUE,NOVALUE,MN1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,CS1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,TT1,NOVALUE,NOVALUE,NOVALUE,FWI,1,QI,NOVALUE,NOVALUE,NOVALUE,1,NOVALUE,NOVALUE
SYN_731_000042,SYNTHETIC,constrained_empirical_recombination,181,x731,powerSupply,1,1.0,True,False,0.01694915254237288,0,flexim,x731,stationaer,H,731,GP,ST,4,1,A,2,N,NN,HS,NOVALUE,NOVALUE,NOVALUE,NOVALUE,MP1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,IS1,NOVALUE,NOVALUE,TT1,NOVALUE,NOVALUE,NOVALUE,FWI,1,QI,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE
SYN_731_000043,SYNTHETIC,constrained_empirical_recombination,78,x731,powerSupply|temperaturEingaenge,2,1.0,True,False,0.03389830508474576,0,flexim,x731,stationaer,G,731,GP,ST,4,1,N,N,N,NN,NN,NOVALUE,NOVALUE,NOVALUE,NOVALUE,MP1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,CS1,NOVALUE,NOVALUE,IS1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,FWI,1,QI,NOVALUE,NOVALUE,NOVALUE,1,1,1
SYN_731_000044,SYNTHETIC,constrained_empirical_recombination,669,x731,temperaturEingaenge,1,1.0,True,False,0.01694915254237288,0,flexim,x731,stationaer,G,731,GP,ST,4,1,A,2,N,MN,NN,NOVALUE,NOVALUE,NOVALUE,NOVALUE,MP1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,CS1,NOVALUE,NOVALUE,IS1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,FWI,1,QI,NOVALUE,NOVALUE,NOVALUE,1,1,1
SYN_731_000045,SYNTHETIC,constrained_empirical_recombination,381,x731,powerSupply|dataInterface,2,1.0,True,False,0.01694915254237288,0,flexim,x731,stationaer,S,731,GP,ST,4,1,N,N,N,NN,HS,NOVALUE,NOVALUE,NOVALUE,NOVALUE,MP1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,CS1,NOVALUE,NOVALUE,IS1,NOVALUE,NOVALUE,TT1,NOVALUE,NOVALUE,NOVALUE,FWI,1,QI,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE
SYN_731_000046,SYNTHETIC,constrained_empirical_recombination,582,x731,certification,1,1.0,True,False,0.01694915254237288,0,flexim,x731,stationaer,F,731,GP,ST,4,1,A,2,N,NN,NN,NOVALUE,NOVALUE,NOVALUE,NOVALUE,MP1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,CS1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,TT1,NOVALUE,NOVALUE,NOVALUE,FWI,1,QI,NOVALUE,NOVALUE,NOVALUE,1,NOVALUE,1
SYN_731_000047,SYNTHETIC,constrained_empirical_recombination,636,x731,dynamicGasMaster,1,1.0,True,False,0.01694915254237288,0,flexim,x731,stationaer,G,731,GP,ST,4,1,N,N,N,MN,HS,NOVALUE,NOVALUE,NOVALUE,NOVALUE,MP1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,CS1,NOVALUE,NOVALUE,IS1,NOVALUE,NOVALUE,TT1,NOVALUE,NOVALUE,NOVALUE,FWI,1,QI,NOVALUE,NOVALUE,NOVALUE,1,NOVALUE,1
SYN_731_000048,SYNTHETIC,constrained_empirical_recombination,664,x731,temperaturEingaenge|customUserFluid|certification,3,1.0,True,False,0.03389830508474576,0,flexim,x731,stationaer,G,731,GP,ST,4,1,A,2,N,NN,NN,NOVALUE,NOVALUE,NOVALUE,NOVALUE,MP1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,CS1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,TT1,NOVALUE,NOVALUE,NOVALUE,FWI,1,QI,NOVALUE,NOVALUE,NOVALUE,1,1,NOVALUE
SYN_731_000049,SYNTHETIC,constrained_empirical_recombination,851,x731,powerSupply|customUserFluid,2,1.0,True,False,0.03389830508474576,3,flexim,x731,stationaer,F,731,GP,ST,4,1,K,2,N,NN,NN,NOVALUE,NOVALUE,NOVALUE,NOVALUE,MP1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,CS1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,TT1,NOVALUE,NOVALUE,NOVALUE,FWI,1,QI,NOVALUE,NOVALUE,NOVALUE,1,NOVALUE,NOVALUE
SYN_731_000050,SYNTHETIC,constrained_empirical_recombination,844,x731,dev_advMeterVerification|dataInterface,2,1.0,True,False,0.01694915254237288,3,flexim,x731,stationaer,F,731,GP,ST,1,1,K,2,N,NN,HS,NOVALUE,NOVALUE,NOVALUE,NOVALUE,MP1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,CS1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,TT1,NOVALUE,NOVALUE,NOVALUE,FWI,1,QI,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,1
SYN_731_000051,SYNTHETIC,constrained_empirical_recombination,504,G731ST-HT,temperaturEingaenge,1,1.0,True,False,0.01694915254237288,0,flexim,G731ST-HT,stationaer,G,731,ST,ST,1,2,F,2,N,NN,NN,NOVALUE,NOVALUE,MN1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,IS1,NOVALUE,NOVALUE,TT1,NOVALUE,NOVALUE,H,FWI,1,QI,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,1
SYN_731_000052,SYNTHETIC,constrained_empirical_recombination,645,x731,dev_advMeterVerification|dynamicGasMaster,2,1.0,True,False,0.03389830508474576,0,flexim,x731,stationaer,G,731,GP,ST,4,1,N,N,N,MN,NN,NOVALUE,NOVALUE,MN1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,CS1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,FWI,1,QI,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,1
SYN_731_000053,SYNTHETIC,constrained_empirical_recombination,93,x731,dev_advMeterVerification,1,1.0,True,False,0.01694915254237288,0,flexim,x731,stationaer,G,731,GP,ST,1,1,N,N,N,NN,HS,NOVALUE,NOVALUE,NOVALUE,NOVALUE,MP1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,CS1,NOVALUE,NOVALUE,IS1,NOVALUE,NOVALUE,TT1,NOVALUE,NOVALUE,NOVALUE,FWI,1,QI,NOVALUE,NOVALUE,NOVALUE,NOVALUE,1,1
SYN_731_000054,SYNTHETIC,constrained_empirical_recombination,808,x731,stromSchaltbar,1,1.0,True,False,0.01694915254237288,0,flexim,x731,stationaer,G,731,GP,ST,4,1,F,2,N,MN,NN,NOVALUE,NOVALUE,MN1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,CS1,NOVALUE,NOVALUE,IS1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,FWI,1,QI,NOVALUE,NOVALUE,NOVALUE,1,1,1
SYN_731_000055,SYNTHETIC,constrained_empirical_recombination,753,x731,certification|dataInterface,2,1.0,True,False,0.01694915254237288,0,flexim,x731,stationaer,S,731,GP,ST,4,1,N,N,N,NN,NN,NOVALUE,NOVALUE,MN1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,CS1,NOVALUE,NOVALUE,IS1,NOVALUE,NOVALUE,TT1,NOVALUE,NOVALUE,NOVALUE,FWI,1,QI,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE
SYN_731_000056,SYNTHETIC,constrained_empirical_recombination,933,x731,stromSchaltbar,1,1.0,True,False,0.01694915254237288,3,flexim,x731,stationaer,H,731,GP,ST,1,1,K,2,N,NN,NN,NOVALUE,NOVALUE,MN1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,IS1,NOVALUE,NOVALUE,TT1,NOVALUE,NOVALUE,NOVALUE,FWI,1,QI,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE
SYN_731_000057,SYNTHETIC,constrained_empirical_recombination,823,x731,temperaturEingaenge|devCategory|stromSchaltbar|customUserFluid,4,1.0,True,False,0.05084745762711865,0,flexim,x731,stationaer,G,731,GP,ST,4,1,F,2,N,MN,HS,NOVALUE,NOVALUE,MN1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,CS1,NOVALUE,NOVALUE,IS1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,FWI,1,QI,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,1
SYN_731_000058,SYNTHETIC,constrained_empirical_recombination,681,x731,temperaturEingaenge|dev_advMeterVerification,2,1.0,True,False,0.03389830508474576,0,flexim,x731,stationaer,G,731,GP,ST,4,1,A,2,N,MN,NN,NOVALUE,NOVALUE,MN1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,CS1,NOVALUE,NOVALUE,IS1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,FWI,1,QI,NOVALUE,NOVALUE,NOVALUE,NOVALUE,1,1
SYN_731_000059,SYNTHETIC,constrained_empirical_recombination,303,G731ST-LT,dataInterface|binaerDigitalOpenColl_MN|binaerOpenColl_MP,3,1.0,True,False,0.01694915254237288,0,flexim,G731ST-LT,stationaer,G,731,ST,ST,1,1,A,2,N,NN,NN,NOVALUE,NOVALUE,NOVALUE,NOVALUE,MP1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,IS1,NOVALUE,NOVALUE,TT1,NOVALUE,NOVALUE,N,NOVALUE,1,QI,NOVALUE,NOVALUE,NOVALUE,1,NOVALUE,1
SYN_731_000060,SYNTHETIC,constrained_empirical_recombination,865,x731,stromSchaltbar,1,1.0,True,False,0.01694915254237288,3,flexim,x731,stationaer,F,731,GP,ST,1,1,K,2,N,NN,NN,NOVALUE,NOVALUE,MN1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,IS1,NOVALUE,NOVALUE,TT1,NOVALUE,NOVALUE,NOVALUE,FWI,1,QI,NOVALUE,NOVALUE,NOVALUE,1,NOVALUE,1
SYN_731_000061,SYNTHETIC,constrained_empirical_recombination,547,x731,certification|devCategory|stromEingaenge,3,1.0,True,False,0.03389830508474576,0,flexim,x731,stationaer,G,731,GP,ST,4,1,N,N,N,NN,NN,NOVALUE,NOVALUE,NOVALUE,NOVALUE,MP1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,CS1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,TT1,NOVALUE,NOVALUE,NOVALUE,FWI,1,QI,NOVALUE,NOVALUE,NOVALUE,1,NOVALUE,1
SYN_731_000062,SYNTHETIC,constrained_empirical_recombination,645,x731,dataInterface|dev_advMeterVerification|stromEingaenge,3,1.0,True,False,0.03389830508474576,0,flexim,x731,stationaer,G,731,GP,ST,4,1,N,N,N,MN,HS,NOVALUE,NOVALUE,MN1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,CS1,NOVALUE,NOVALUE,IS1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,FWI,1,QI,NOVALUE,NOVALUE,NOVALUE,NOVALUE,1,1
SYN_731_000063,SYNTHETIC,constrained_empirical_recombination,864,x731,devCategory|powerSupply|temperaturEingaenge|dev_advMeterVerification,4,1.0,True,False,0.05084745762711865,3,flexim,x731,stationaer,G,731,GP,ST,4,1,K,2,N,NN,NN,NOVALUE,NOVALUE,MN1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,CS1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,FWI,1,QI,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,1
SYN_731_000064,SYNTHETIC,constrained_empirical_recombination,465,x731,customUserFluid,1,1.0,True,False,0.01694915254237288,0,flexim,x731,stationaer,G,731,GP,ST,1,1,F,2,N,NN,HS,NOVALUE,NOVALUE,MN1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,CS1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,TT1,NOVALUE,NOVALUE,NOVALUE,FWI,1,QI,NOVALUE,NOVALUE,NOVALUE,1,1,NOVALUE
SYN_731_000065,SYNTHETIC,constrained_empirical_recombination,572,x731,explosionApproval|protectionArea|stromEingaenge|certification,4,1.0,True,False,0.01694915254237288,0,flexim,x731,stationaer,F,731,GP,ST,4,1,A,2,N,NN,NN,NOVALUE,NOVALUE,MN1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,CS1,NOVALUE,NOVALUE,IS1,NOVALUE,NOVALUE,TT1,NOVALUE,NOVALUE,NOVALUE,FWI,1,QI,NOVALUE,NOVALUE,NOVALUE,1,NOVALUE,1
SYN_731_000066,SYNTHETIC,constrained_empirical_recombination,341,G731ST-HT,temperaturEingaenge|stromSchaltbar|dataInterface,3,1.0,True,False,0.01694915254237288,0,flexim,G731ST-HT,stationaer,G,731,ST,ST,1,2,N,N,N,NN,NN,NOVALUE,NOVALUE,MN1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,CS1,NOVALUE,NOVALUE,IS1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,H,FWI,1,QI,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,1
