rfq_id,regime,model,package,predicted_configuration_id,synthetic_engineer_configuration_id,model_probability,candidate_count,exact_choice,mandatory_equivalent,mandatory_preferred_equivalent,predicted_mandatory_total,predicted_mandatory_satisfied,predicted_mandatory_violations,predicted_preferred_total,predicted_preferred_satisfied,predicted_preferred_differences,ground_truth_mandatory_valid,ground_truth_mandatory_preferred_valid,outcome_category
RFQ731-000647,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,X731,CFG731_5dd42015f6f61801,CFG731_a6849487313f00ac,0.9823499327838584,2,False,True,True,8,8,0,8,8,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-000652,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,G731ST-HT,CFG731_4aa7d46b9cfa7d7b,CFG731_ff04d32ca467d2a5,0.9867734709820826,4,False,True,True,11,11,0,3,3,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-000653,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,F731WD_SINGLECHANNEL,CFG731_e98d2be876599c40,CFG731_e98d2be876599c40,0.9609241369832436,1,True,True,True,10,10,0,3,3,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-000655,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,X731,CFG731_f97e51d1da57d99f,CFG731_f97e51d1da57d99f,0.9575220447067376,1,True,True,True,8,8,0,8,8,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-000664,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,G731ST-HT,CFG731_831a7150258499af,CFG731_db27f1c998b6e675,0.6797601317475742,6,False,True,True,9,9,0,5,5,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-000667,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,X731,CFG731_d27f5f5f307014a8,CFG731_74d881f8ffd9c565,0.6411386527727332,3,False,True,True,13,13,0,2,2,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-000677,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,F731WD_DUALCHANNEL,CFG731_a4610f5f38e7d946,CFG731_a4610f5f38e7d946,0.970757356640734,1,True,True,True,8,8,0,5,5,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-000682,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,G731ST-HT,CFG731_c3a136a8630f644d,CFG731_1a1206cc52132df1,0.6485200823430797,3,False,True,True,14,14,0,1,1,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-000685,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,F731WD_DUALCHANNEL,CFG731_819cb4e76943eca6,CFG731_819cb4e76943eca6,0.973664858942198,1,True,True,True,9,9,0,4,4,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-000686,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,X731,CFG731_ac0f372c930c2e22,CFG731_ac0f372c930c2e22,0.9944594069854568,1,True,True,True,8,8,0,6,6,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-000687,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,G731ST-LT,CFG731_e0009be417f51ccd,CFG731_77fac91021549398,0.7064763390880066,10,False,True,True,10,10,0,3,3,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-000688,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,X731,CFG731_b7e96d5717c40fd6,CFG731_2683cf7e09782f5e,0.9936174570726036,2,False,True,True,10,10,0,6,6,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-000689,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,X731,CFG731_8189439864af87ea,CFG731_76d13dd0246c6ccc,0.9044727891631824,2,False,True,True,9,9,0,4,4,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-000691,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,X731,CFG731_608c0251ef380592,CFG731_3727d181b2806370,0.8919268283835643,4,False,True,True,7,7,0,7,7,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-000692,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,G731ST-HT,CFG731_cc9ac35e4d9a1854,CFG731_348f97ec6945fbf8,0.9441211208142958,2,False,True,True,7,7,0,8,8,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-000693,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,G731ST-HT,CFG731_cc9ac35e4d9a1854,CFG731_143205a81a2e7efc,0.9491623843095436,2,False,True,True,9,9,0,6,6,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-000705,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,G731ST-LT,CFG731_996314000fcfec4b,CFG731_e03b41992c837b34,0.9566333302890024,2,False,True,True,12,12,0,3,3,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-000708,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,X731,CFG731_2be17a56b0589fd1,CFG731_07364aa0260e0bc7,0.8762064926810449,4,False,True,True,12,12,0,2,2,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-000711,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,X731,CFG731_31aa13473958d7d3,CFG731_4d39aa53959ccce3,0.7899204623948649,3,False,True,True,9,9,0,6,6,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-000714,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,X731,CFG731_ddd1ce28a3456ff6,CFG731_20fe81ae7d0a406e,0.7952820994324619,4,False,True,True,13,13,0,1,1,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-000734,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,X731,CFG731_516629085c122a4e,CFG731_5718ef9495972b30,0.9580391605605412,2,False,True,True,11,11,0,4,4,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-000736,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,X731,CFG731_8defc1a0775e52a5,CFG731_8defc1a0775e52a5,0.1972440466906946,2,True,True,True,11,11,0,3,3,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-000737,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,X731,CFG731_36c553adc9f5ebf3,CFG731_8956c16bd3b9a345,0.7369234284189133,4,False,True,True,9,9,0,5,5,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-000741,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,X731,CFG731_5e61ce3b60d15e11,CFG731_04a704e692f8fd05,0.8301239116227727,4,False,True,True,12,12,0,3,3,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-000744,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,X731,CFG731_62d0f0f6bab9bdcb,CFG731_9fcbeaf9d5010d3a,0.9576296932086626,2,False,True,True,11,11,0,4,4,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-000751,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,X731,CFG731_11da8cc369b71f5a,CFG731_eea573acdafa9ee3,0.730366154055634,6,False,True,True,10,10,0,4,4,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-000761,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,X731,CFG731_0db950a4979d2c52,CFG731_243419c6708378b3,0.891336555902922,6,False,True,True,11,11,0,4,4,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-000767,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,X731,CFG731_608c0251ef380592,CFG731_75466cb810218a66,0.9027564999935777,4,False,True,True,9,9,0,5,5,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-000768,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,G731CA,CFG731_19ec976991ce75a9,CFG731_19ec976991ce75a9,0.9904977974829788,1,True,True,True,12,12,0,2,2,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-000771,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,X731,CFG731_c9498cf6f4410d44,CFG731_c9498cf6f4410d44,0.9945671099635957,1,True,True,True,12,12,0,2,2,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-000773,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,X731,CFG731_3bcde7f8df32303c,CFG731_8a1a8cb1f6a30d3a,0.7438515567197385,3,False,True,True,11,11,0,4,4,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-000781,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,X731,CFG731_0fbee36816b7af98,CFG731_b44b2e6818291871,0.7303055141298166,6,False,True,True,14,14,0,0,0,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-000783,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,X731,CFG731_daff07a8bdec497b,CFG731_daff07a8bdec497b,0.9200345352463808,1,True,True,True,11,11,0,3,3,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-000787,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,G731ST-LT,CFG731_a40ab19ad6671fbe,CFG731_214106ade9f79641,0.7016144785064633,22,False,True,True,9,9,0,3,3,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-000790,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,X731,CFG731_e08dfad4737be3d9,CFG731_5052a216a260faff,0.9852241420480616,2,False,True,True,9,9,0,7,7,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-000795,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,X731,CFG731_abcee67081353f16,CFG731_26a55fc6510692e1,0.892866700241372,4,False,True,True,11,11,0,3,3,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-000800,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,X731,CFG731_32b1041fd68aac23,CFG731_b3cd6a1a19fbc328,0.7154349418445051,6,False,True,True,11,11,0,3,3,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-000801,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,X731,CFG731_47bb86ed234fd5e6,CFG731_47bb86ed234fd5e6,0.7606024909779273,1,True,True,True,11,11,0,3,3,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-000802,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,X731,CFG731_da02526d254e2e35,CFG731_efc9d6b915117e15,0.9436517551018933,2,False,True,True,13,13,0,2,2,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-000805,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,X731,CFG731_b7e96d5717c40fd6,CFG731_94be99d48ade0efb,0.9583264795214232,2,False,True,True,16,16,0,0,0,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-000807,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,G731ST-LT,CFG731_715a3d3226cbaffd,CFG731_dac27b97cd6b7ff8,0.9814488633846664,14,False,True,True,9,9,0,3,3,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-000816,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,X731,CFG731_ddd1ce28a3456ff6,CFG731_fa2849b259355775,0.8444911380736335,2,False,True,True,10,10,0,5,5,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-000828,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,X731,CFG731_219ac3d01befd6d1,CFG731_78ea99817ca8be6a,0.8180385602856418,12,False,True,True,10,10,0,3,3,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-000833,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,X731,CFG731_d40b624cb7b84a81,CFG731_d7c031e2b589d088,0.5323220209873781,5,False,True,True,10,10,0,4,4,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-000838,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,X731,CFG731_8f470181ad32eeae,CFG731_8366eceddaf01e58,0.7738686258934807,3,False,True,True,12,12,0,3,3,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-000839,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,G731ST-LT,CFG731_a40ab19ad6671fbe,CFG731_87d8ba5b87cf0a3f,0.9647008267978776,2,False,True,True,10,10,0,5,5,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-000843,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,G731CA,CFG731_817824ee3a762453,CFG731_817824ee3a762453,0.989146470015548,1,True,True,True,13,13,0,1,1,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-000844,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,G731ST-HT,CFG731_4aa7d46b9cfa7d7b,CFG731_ff04d32ca467d2a5,0.9867734709820826,4,False,True,True,11,11,0,3,3,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-000850,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,G731ST-HT,CFG731_7b2f69a7ca55041b,CFG731_8216f56c8f1b8479,0.889802417629499,4,False,True,True,11,11,0,3,3,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-000859,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,X731,CFG731_89772de94df83ba5,CFG731_6d0d64ab66a91d89,0.823811392737933,4,False,True,True,8,8,0,6,6,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-000863,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,X731,CFG731_0fbee36816b7af98,CFG731_0fbee36816b7af98,0.9902012555354944,1,True,True,True,10,10,0,7,7,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-000865,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,X731,CFG731_89772de94df83ba5,CFG731_9267914435603df0,0.8016721053104016,5,False,True,True,8,8,0,5,5,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-000874,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,F731WD_SINGLECHANNEL,CFG731_6357400dd5c2804a,CFG731_6357400dd5c2804a,0.9758495500794052,2,True,True,True,8,8,0,3,3,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-000889,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,G731CA,CFG731_16b53411ff7f6c9b,CFG731_16b53411ff7f6c9b,0.9883368799249708,1,True,True,True,9,9,0,5,5,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-000894,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,G731ST-HT,CFG731_a56f1437a0b4ca31,CFG731_646d8903da63e1f0,0.7129960971353864,2,False,True,True,11,11,0,4,4,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-000897,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,X731,CFG731_8f470181ad32eeae,CFG731_2205a8cc5d1ff08b,0.8371905179488569,9,False,True,True,10,10,0,3,3,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-000899,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,X731,CFG731_1147f9711c4bff84,CFG731_1147f9711c4bff84,0.9946710107739004,1,True,True,True,11,11,0,3,3,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-000916,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,X731,CFG731_8c50542218db5cb0,CFG731_15f034f7c265528f,0.9368993086667076,2,False,True,True,11,11,0,4,4,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-000934,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,X731,CFG731_3b2a32abbf148ca1,CFG731_ade755d80d357018,0.8993478083939093,6,False,True,True,12,12,0,2,2,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-000947,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,G731ST-LT,CFG731_e0009be417f51ccd,CFG731_5be384035f37d372,0.7214853859861665,11,False,True,True,11,11,0,2,2,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-000956,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,G731CA,CFG731_faff6da73df00950,CFG731_faff6da73df00950,0.9809923599783618,1,True,True,True,10,10,0,4,4,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-000967,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,X731,CFG731_e08dfad4737be3d9,CFG731_9637b2f8d628ff9d,0.92285783124241,2,False,True,True,13,13,0,2,2,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-000989,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,G731CA,CFG731_691a8f2ff165671d,CFG731_691a8f2ff165671d,0.9021736527891936,2,True,True,True,11,11,0,1,1,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-000992,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,X731,CFG731_7308ee8503151ef3,CFG731_867e73503f493aa1,0.7781103433224529,2,False,True,True,9,9,0,7,7,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-001018,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,X731,CFG731_62d0f0f6bab9bdcb,CFG731_34e092c266a308aa,0.9576296932086626,2,False,True,True,11,11,0,4,4,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-001022,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,G731ST-HT,CFG731_a3b03637ed22317c,CFG731_a3b03637ed22317c,0.9711341868894272,1,True,True,True,15,15,0,1,1,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-001037,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,X731,CFG731_cf543b1c3927ab71,CFG731_624f3002b3cf1e19,0.9892913314824092,4,False,True,True,12,12,0,2,2,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-001048,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,G731ST-HT,CFG731_2a989bd6dba74d9f,CFG731_b7a7770d19b6f648,0.625019283325213,4,False,True,True,8,8,0,6,6,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-001062,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,X731,CFG731_2be17a56b0589fd1,CFG731_c517a14f9cf12c39,0.9372373396864996,2,False,True,True,10,10,0,5,5,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-001063,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,X731,CFG731_bb61f56875b25c60,CFG731_bb61f56875b25c60,0.91246129136341,2,True,True,True,8,8,0,5,5,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-001070,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,X731,CFG731_6e096e946540ab4e,CFG731_ac8195f5cce7d089,0.8179159235377712,2,False,True,True,12,12,0,4,4,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-001076,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,X731,CFG731_073f991a6c9a4683,CFG731_073f991a6c9a4683,0.933825900194235,1,True,True,True,14,14,0,3,3,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-001079,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,F731TE,CFG731_ec26805bdf93259f,CFG731_ec26805bdf93259f,0.9889042987858616,1,True,True,True,8,8,0,5,5,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-001081,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,X731,CFG731_8d2d91c46ccfb471,CFG731_9fd2ebe15271fc33,0.940717400582501,3,False,True,True,10,10,0,5,5,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-001084,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,X731,CFG731_482678d927834b42,CFG731_482678d927834b42,0.978503033265754,1,True,True,True,9,9,0,5,5,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-001085,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,G731ST-HT,CFG731_a56f1437a0b4ca31,CFG731_a56f1437a0b4ca31,0.956166485561018,1,True,True,True,12,12,0,4,4,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-001087,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,X731,CFG731_32b1041fd68aac23,CFG731_70b38ab75d3ca724,0.7503398362835062,2,False,True,True,7,7,0,8,8,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-001089,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,X731,CFG731_0fbee36816b7af98,CFG731_9228cc48e333917c,0.7488578608870518,3,False,True,True,10,10,0,5,5,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-001092,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,X731,CFG731_8d2d91c46ccfb471,CFG731_22fecf5bb26e1132,0.939299228096419,4,False,True,True,11,11,0,4,4,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-001094,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,G731ST-HT,CFG731_cc9ac35e4d9a1854,CFG731_348f97ec6945fbf8,0.9491623843095436,2,False,True,True,10,10,0,5,5,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-001112,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,X731,CFG731_60f3aae8ede70fe0,CFG731_bdd144687fe20504,0.9197953546837396,6,False,True,True,12,12,0,3,3,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-001113,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,F731PW,CFG731_f9fd6a4462ec051a,CFG731_f9fd6a4462ec051a,0.9540622358181748,1,True,True,True,10,10,0,2,2,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-001116,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,X731,CFG731_11a99741e1f7cce9,CFG731_14ec1773441318c2,0.7992926668721839,2,False,True,True,10,10,0,3,3,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-001117,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,X731,CFG731_c39096767a7ae083,CFG731_4da2b3fd83325505,0.9266398408885492,4,False,True,True,11,11,0,4,4,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-001121,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,X731,CFG731_c775e192f3d489e9,CFG731_8634a8a0a780401d,0.8137419080911458,3,False,True,True,9,9,0,4,4,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-001127,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,X731,CFG731_2692d4e8945eb6ee,CFG731_2692d4e8945eb6ee,0.9462255448737298,4,True,True,True,10,10,0,4,4,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-001130,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,X731,CFG731_da02526d254e2e35,CFG731_0848f22447616e6f,0.9606349603141796,2,False,True,True,11,11,0,4,4,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-001133,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,G731ST-LT,CFG731_7882c72c21497015,CFG731_d432b6fd40e9e78c,0.8402536043898775,4,False,True,True,12,12,0,2,2,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-001163,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,X731,CFG731_83f956404d04e6cd,CFG731_d8a10cfbf11bf067,0.7909527415989344,2,False,True,True,10,10,0,6,6,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-001167,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,X731,CFG731_2be17a56b0589fd1,CFG731_1f0c09edcd967945,0.8941649042631006,4,False,True,True,11,11,0,3,3,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-001168,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,F731WD_SINGLECHANNEL,CFG731_0be7d6198235486b,CFG731_0be7d6198235486b,0.9758495500794052,2,True,True,True,8,8,0,3,3,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-001172,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,G731ST-LT,CFG731_996314000fcfec4b,CFG731_ae877a3b18b65d0a,0.8976044918839658,4,False,True,True,10,10,0,4,4,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-001173,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,G731ST-LT,CFG731_ab4075c601d1397c,CFG731_b479671c7b7638f0,0.6968485513651106,3,False,True,True,11,11,0,3,3,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-001176,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,G731ST-HT,CFG731_fcc72e9951376cf3,CFG731_dabfe16503f243e3,0.7306323633113949,2,False,True,True,11,11,0,4,4,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-001192,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,G731ST-LT,CFG731_b86bbf24b1c3a419,CFG731_1123bef3c890d293,0.7129743551220944,2,False,True,True,13,13,0,2,2,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
